"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HW17logic"
"188","1","0","0","0","1","0","0","0","0","0","1","0",52.0904,7.986785714,532.464,3.392609167,0.053040138,0.032115164,0.004071146,4.1323,"0"
"189","1","0","0","0","1","0","0","0","0","0","1","0",19.3974,7.711428571,661.6817,4.215923332,0.065911853,0.039908832,0.005059126,0.7301,"0"
"190","1","0","0","0","1","0","0","0","0","0","1","0",27.8053,7.865333333,583.4504,3.717470431,0.058119027,0.035190371,0.004460981,0.4465,"0"
"191","1","0","0","0","1","0","0","0","0","0","1","0",50.1132,7.985483871,1194.5724,7.611251229,0.118994495,0.072049733,0.009133535,1.4611,"0"
"192","1","0","0","0","1","0","0","0","0","0","1","0",16.1496,7.683666667,508.0349,3.236958477,0.050606691,0.030641742,0.003884364,1.1822,"0"
"193","5","1","1","1","1","0","0","0","0","1","1","1",8047.94,7.6215,69142.3,440.5420851,6.887446166,4.170265647,0.528652428,864.3582822,"0"
"194","5","1","1","1","1","0","0","0","0","1","1","1",15040.15,7.411110125,85280,543.3638889,8.494964862,5.143598844,0.652039042,1000.1374,"1"
"195","5","1","1","1","1","0","0","0","0","1","1","1",13570.79,7.55516129,94539,602.3578646,9.417278179,5.702048442,0.72283207,1331.81,"1"
"196","5","1","1","1","1","0","0","0","0","1","1","1",13310.9,7.776333333,94651,603.0714757,9.428434794,5.708803638,0.723688407,1263.386,"1"
"197","5","1","1","1","1","0","0","0","0","1","1","1",13706.24,7.621666667,94585,602.6509549,9.42186036,5.704822897,0.72318378,1326.7,"1"
"198","5","1","1","1","1","0","0","0","0","1","1","1",26174.1696,7.406699467,141143.027,899.2967172,14.05962775,8.512935161,1.079159991,1614.8717,"1"
"199","5","1","1","1","1","0","0","0","0","1","1","1",17844.633,7.235806452,118782,756.8228125,11.8321871,7.164246692,0.908190683,1497.6447,"1"
"200","5","1","1","1","1","0","0","0","0","1","1","1",44386.5,7.493333333,419193.96,2670.90596,41.75701173,25.28336736,3.205098827,5240.406685,"1"
"201","5","1","1","1","1","0","0","0","0","1","1","1",14603.1,7.243,102337,652.0430382,10.19405745,6.172378927,0.782454496,1268.36,"1"
"202","5","1","1","1","1","0","0","0","0","1","1","1",22408.5,7.468,114248.4,727.9368542,11.3805833,6.89080603,0.873527407,691.57,"1"
"203","5","1","1","1","1","0","0","0","0","1","1","1",20610.6,7.633225806,106920,681.24375,10.65058212,6.448799114,0.817495478,1478.18,"1"
"204","5","1","1","1","1","0","0","0","0","1","1","1",21643.742,7.451034483,124582.48,793.7807319,12.40998816,7.514098266,0.952540348,1161.48,"1"
"205","5","1","1","1","1","0","0","0","0","1","1","1",16430.855,7.3655111,112074,714.0826042,11.1639856,6.759658734,0.856902246,1504.3919,"1"
"206","5","1","1","1","1","0","0","0","0","1","1","1",12272.1,7.771935484,111538,710.6674653,11.11059323,6.727330299,0.852804065,1279.156,"1"
"207","5","1","1","1","1","0","0","0","0","1","1","1",63950.03,7.554666667,416170.73,2651.643366,41.45585985,25.10102352,3.18198363,5202.612833,"1"
"208","5","1","1","1","1","0","0","0","0","1","1","1",26726.1,7.632333333,172499.4,1099.084719,17.18311845,10.40417114,1.318906467,3040.49,"1"
"209","5","1","1","1","1","0","0","0","0","1","1","1",21034.1,7.526774194,115231.4,734.200066,11.47850251,6.950094933,0.881043288,996.2,"1"
"210","5","1","1","1","1","0","0","0","0","1","1","1",69023.33,7.461612903,423726.7,2699.786439,42.20852988,25.55675615,3.239755528,5297.071149,"1"
"211","5","1","1","1","1","0","0","0","0","1","1","1",31348.7,7.49,195902.5,1248.19822,19.51436273,11.81571145,1.49784332,3882.41,"1"
"212","5","1","1","1","1","0","0","0","0","1","1","1",27434.68,7.416129032,222880.51,1420.089361,22.20171319,13.44286977,1.70411344,2786.262747,"1"
"213","5","1","1","1","1","0","0","0","0","1","1","1",72516.03,7.176451613,457174.5,2912.900026,45.54035311,27.57413497,3.495492763,5715.207123,"1"
"214","5","1","1","1","1","0","0","0","0","1","1","1",106660.33,7.393225806,553882.13,3529.075377,55.17365422,33.40698269,4.234905878,6924.163738,"1"
"215","5","1","1","1","1","0","0","0","0","1","1","1",26695.34,7.446451613,202681.47,1291.390616,20.18963375,12.22457991,1.549674384,2329.081,"1"
"216","5","1","1","1","1","0","0","0","0","1","1","1",21251.88,7.607419355,145329.79,925.9727939,14.47668222,8.765456612,1.1111714,1816.789543,"1"
"217","5","1","1","1","1","0","0","0","0","1","1","1",20578.95,7.436333333,132019.41,841.165338,13.15080029,7.962651087,1.009402082,1650.394483,"1"
"218","5","1","1","1","1","0","0","0","0","1","1","1",17453.28,7.600967742,127619.52,813.1313167,12.71251569,7.697275042,0.975761134,1595.390797,"0"
"219","5","1","1","1","1","0","0","0","0","1","0","0",844.960497,7.813225806,72694,463.1718403,7.241240334,4.384483752,0.555808233,15.516985,"1"
"220","5","1","1","1","1","0","0","0","0","1","0","0",1263.855907,7.740666667,80668,513.9784028,8.035551425,4.865429545,0.61677633,24.78197,"1"
"221","5","1","1","1","1","0","0","0","0","1","0","0",947.992702,7.786666667,77217,491.9902604,7.691788248,4.657285084,0.590390463,28.291072,"1"
"222","5","1","1","1","1","0","0","0","0","1","0","0",1702.6061,7.970666667,100557,640.7017188,10.01674697,6.065019571,0.768844863,15.416522,"1"
"223","5","1","1","1","1","0","0","0","0","1","0","0",2241.931637,7.903913032,107561,685.3278993,10.71443381,6.487460545,0.822396475,162.155783,"1"
"224","5","1","1","1","1","0","0","0","0","1","0","0",1392.757471,7.747741935,106162,676.4141319,10.57507575,6.403080916,0.811699915,32.173161,"1"
"225","5","1","1","1","1","0","0","0","0","1","0","0",1631.057645,7.804,96249,613.2531771,9.587615772,5.805185802,0.735906493,31.945438,"1"
"226","5","1","1","1","1","0","0","0","0","1","0","0",1884.88149,7.990967742,97659,622.2370313,9.728069577,5.890228888,0.746687157,14.923214,"1"
"227","5","1","1","1","1","0","0","0","0","1","0","0",1603.281957,7.704193548,123861,789.1838021,12.33811964,7.470582744,0.947024012,36.801359,"1"
"228","5","1","1","1","1","0","0","0","0","1","0","0",2033.501394,7.728666667,111921,713.1077604,11.14874487,6.750430655,0.855732429,44.302266,"1"
"229","5","1","1","1","1","0","0","0","0","1","0","0",1554.698346,7.856774194,96971,617.8534201,9.659536089,5.848732687,0.741426805,62.715014,"1"
"230","5","1","1","1","1","0","0","0","0","1","0","0",1609.833025,8.093548387,95163,606.3336979,9.479436459,5.739684531,0.727603088,92.604772,"1"
"231","5","1","1","1","1","0","0","0","0","1","0","0",2235.85,7.882258065,126716,807.3745139,12.62251369,7.642779915,0.968852946,81.97,"1"
"232","5","1","1","1","1","0","0","0","0","1","0","0",2124.32,7.972580645,114188,727.5520139,11.37456669,6.887163049,0.873065597,28.91,"1"
"233","5","1","1","1","1","0","0","0","0","1","0","0",2314.77,7.834,130529,831.6691493,13.00233664,7.872758133,0.998006614,68.03,"1"
"234","4","0","1","1","0","0","0","0","0","0","0","0",32.762909,7.634193548,1038,6.613645833,0.103397907,0.062606187,0.007936404,2.070089884,"1"
"235","4","0","1","1","0","0","0","0","0","0","0","0",67.282523,7.676129032,2314,14.74371528,0.23050362,0.139567164,0.017692523,4.614824655,"1"
"236","4","0","1","1","0","0","0","0","0","0","0","0",40.232279,7.743,1183,7.537517361,0.117841738,0.071351752,0.009045054,2.35926429,"1"
"237","4","0","1","1","0","0","0","0","0","0","0","0",59.8582,7.572580645,1083,6.900364583,0.107880475,0.065320328,0.008280468,2.159833665,"1"
"238","4","0","1","1","0","0","0","0","0","0","0","0",68.34262,7.361935484,1526,9.722951389,0.152008869,0.092039538,0.011667584,3.043311332,"0"
"239","4","0","1","1","0","0","0","0","0","0","0","0",77.118444,7.877096774,2007,12.78765625,0.199922543,0.12105069,0.015345243,4.002572637,"0"
"240","4","0","1","1","0","0","0","0","0","0","0","0",49.863474,7.666785714,1994,12.70482639,0.198627579,0.120266605,0.015245847,3.976646656,"0"
"241","4","0","1","1","0","0","0","0","0","0","0","0",36.826507,6.83483871,1891,12.04855903,0.188367478,0.114054238,0.014458323,3.771233112,"0"
"242","4","0","1","1","0","0","0","0","0","0","0","0",62.524812,7.757,1926,12.2715625,0.19185392,0.116165237,0.014725929,3.841033831,"1"
"243","4","0","1","1","0","0","0","0","0","0","0","0",44.602191,7.330322581,1915,12.20147569,0.190758181,0.11550178,0.014641824,3.819096462,"0"
"244","4","0","1","1","0","0","0","0","0","0","0","0",4.447405,7.84,493,3.141163194,0.049109025,0.029734923,0.00376941,0.98319298,"1"
"245","4","0","1","1","0","0","0","0","0","0","0","0",125.961504,8.332580645,1757,11.19477431,0.175019386,0.105972129,0.013433778,3.503996075,"1"
"246","4","0","1","1","0","0","0","0","0","0","0","0",191.922808,8.393666667,1724,10.98451389,0.17173217,0.103981759,0.013181465,3.438183969,"1"
"247","4","0","1","1","0","0","0","0","0","0","0","0",78.843765,7.411,1431,9.11765625,0.14254567,0.086309685,0.010941227,2.853852239,"1"
"248","4","0","1","1","0","0","0","0","0","0","0","0",53.642726,7.696774194,2013,12.82588542,0.200520219,0.121412576,0.015391119,4.014538474,"1"
"249","4","0","1","1","0","0","0","0","0","0","0","0",51.923841,7.348666667,1758,11.20114583,0.175118999,0.106032443,0.013441424,3.505990381,"1"
"250","4","0","1","1","0","0","0","0","0","0","0","0",33.999454,7.536363636,565,3.599913194,0.056281134,0.034077549,0.004319912,1.126783029,"1"
"251","4","0","1","1","0","0","0","0","0","0","0","0",62.091297,7.1868889,1697,10.81248264,0.169042629,0.102353274,0.012975026,3.3843377,"1"
"252","4","1","1","1","1","0","0","0","0","1","1","1",348.5,7.730625,14642,93.29190972,1.45852809,0.36908,0.111950699,20.4931,"0"
"253","4","1","1","1","1","0","0","0","0","1","1","1",541.525,7.272258065,34955.11,222.7174543,3.481970347,0.173848,0.267261919,19.25399,"1"
"254","4","1","1","1","1","0","0","0","0","1","1","1",558.694,7.657096774,23581.05,150.2473151,2.348970347,0.505729,0.180297435,43.11464,"0"
"255","4","1","1","1","1","0","0","0","0","1","1","1",212.625,7.5496,15385.93,98.03188038,1.532632912,0.131073,0.117638685,30.48124,"1"
"256","4","1","1","1","1","0","0","0","0","1","1","1",184.6921,7.507666667,19546.83,124.5431703,1.947111093,0.384975,0.149452349,31.39355,"1"
"257","4","1","1","1","1","0","0","0","0","1","1","1",694.6275,7.415483871,32184.07,205.061696,3.205939772,0.26324,0.246074932,3.444803,"1"
"258","4","1","1","1","1","0","0","0","0","1","1","1",309.604,7.338333333,21186.2,134.9884618,2.110413046,0.51397,0.161986744,37.78077,"1"
"259","4","1","1","1","1","0","0","0","0","1","1","1",380.765,7.375806452,30486.2,194.2436701,3.036810481,0.117552,0.233093253,4.74385,"1"
"260","4","1","1","1","1","0","0","0","0","1","1","1",388.044,7.240666667,32676.54,208.1994823,3.254996003,0.201384,0.249840289,5.968933,"1"
"261","4","1","1","1","1","0","0","0","0","1","1","1",587.932315,7.266428571,21295.35133,135.6839225,2.121285897,1.011633,0.1628213,21.851648,"1"
"262","4","1","1","1","1","0","0","0","0","1","1","1",552.958,7.900666667,22962.9,146.3087552,2.287394801,0.740051,0.175571146,44.7232,"0"
"263","4","1","1","1","1","0","0","0","0","1","1","1",609.954,7.653870968,19827.4,126.3308299,1.975059408,0.525478,0.151597548,74.4175,"0"
"264","4","1","1","1","1","0","0","0","0","1","1","1",335.0841,7.312333333,34222.95,218.0524766,3.409037966,0.196586,0.261663925,23.8301,"1"
"265","4","1","1","1","1","0","0","0","0","1","1","1",317.948,7.622580645,23791.6,151.5888403,2.369943785,0.473072,0.181907271,86.9142,"1"
"266","4","1","1","1","1","0","0","0","0","1","1","1",628.398,7.280322581,31453,200.4036632,3.133115969,1.280348,0.240485272,44.9995,"0"
"267","4","1","1","1","1","0","0","0","0","1","1","1",644.229,7.223225806,35057.8,223.3717465,3.492199568,0.83323,0.268047072,14.23441,"1"
"268","4","1","1","1","1","0","0","0","0","1","1","1",349.362,7.587419355,24053.6,153.2581806,2.396042294,0.445864,0.183910487,57.1807,"1"
"269","2","1","1","1","1","0","0","0","0","1","0","0",49.49,7.88,283.76,1.807984722,0.028266079,0.01711477,0.00216959,1.147,"0"
"270","2","1","1","1","1","0","0","0","0","1","0","0",14.041258,7.88,471.6,3.0048125,0.046977315,0.028444198,0.003605788,1.014003,"0"
"271","2","1","1","1","1","0","0","0","0","1","0","0",11.85,7.88,496.64,3.164355556,0.049471615,0.029954467,0.00379724,2.052,"0"
"272","2","1","1","1","1","0","0","0","0","1","0","0",12.27,7.88,369.82,2.356318403,0.036838742,0.022305414,0.002827592,1.217,"0"
"273","2","1","1","1","1","0","0","0","0","1","0","0",43.96,7.948421053,502.92,3.20436875,0.050097183,0.03033324,0.003845257,2.977,"0"
"274","2","1","1","1","1","0","0","0","0","1","0","0",11.38,7.88,366.89,2.337649826,0.036546877,0.022128693,0.00280519,0.819,"0"
"275","2","1","1","1","1","0","0","0","0","1","0","0",9.79,7.88,251.9,1.604987847,0.025092421,0.015193158,0.001925992,1.784,"0"
"276","2","1","1","1","1","0","0","0","0","1","0","0",70.97,7.88,700.75,4.46484809,0.069803549,0.042265207,0.005357837,8.056,"0"
"277","2","1","1","1","1","0","0","0","0","1","0","0",41.83,7.88,416.12,2.651320139,0.041450807,0.025097964,0.003181596,0.786,"0"
"278","2","1","1","1","1","0","0","0","0","1","0","0",23.58,7.48846771,580.78,3.700455903,0.057853022,0.035029307,0.004440563,1.28,"0"
"279","2","1","1","1","1","0","0","0","0","1","0","0",21.336602,7.910922607,602.66,3.839864931,0.060032546,0.036348983,0.004607855,3.350208,"0"
"280","2","1","1","1","1","0","0","0","0","1","0","0",15.42,7.88,450.46,2.870118403,0.044871504,0.027169155,0.003444155,1.464,"0"
"281","2","1","1","1","1","0","0","0","0","1","0","0",25.82,7.613043478,476.79,3.037880729,0.047494305,0.028757229,0.00364547,1.951,"0"
"282","2","1","1","1","1","0","0","0","0","1","0","0",22.33,7.88,480.43,3.06107309,0.047856895,0.028976773,0.003673301,2.589,"0"
"283","5","0","1","1","1","0","0","0","0","1","1","1",9807.0326,7.991017933,396370,2525.482465,39.48345711,30.357295,0.0378,215.86095,"1"
"284","4","1","1","1","1","0","0","0","1","1","0","1",257.727914,7.493988095,6270.16716,39.95054423,0.624587825,0.378180401,0.047940828,12.50463353,"0"
"285","4","1","1","1","1","0","0","0","1","1","0","1",235.514336,7.493988095,6860.28767,43.71051345,0.683371279,0.413773074,0.052452807,13.68151455,"1"
"286","4","1","1","1","1","0","0","0","1","1","0","1",18.24742,7.493988095,2131,13.57772569,0.212274509,0.128529657,0.01629333,4.249866611,"0"
"287","4","1","1","1","1","0","0","0","1","1","0","1",299.386279,7.493988095,4594.5868,29.27453742,0.457678863,0.277119036,0.035129573,9.163013156,"0"
"288","4","1","1","1","1","0","0","0","1","1","0","1",12.1061,7.493988095,413.47,2.63443559,0.041186833,0.024938131,0.003161334,0.824585804,"0"
"289","4","1","1","1","1","0","0","0","1","1","0","1",0.60254,7.493988095,12.3423,0.078639307,0.001229449,0.000744417,9.44e-05,0.024614326,"1"
"290","4","1","1","1","1","0","0","0","1","1","0","1",5.069939,7.493988095,371.8313,2.369133457,0.037039093,0.022426724,0.002842971,0.741545484,"1"
"291","4","1","1","1","1","0","0","0","1","1","0","1",137.81579,7.493988095,7603.548,48.44621729,0.757409394,0.45860226,0.058135673,15.16380327,"1"
"292","4","1","1","1","1","0","0","0","1","1","0","1",349.8468,7.493988095,6687.1731,42.60750916,0.666126882,0.403331799,0.051129197,13.33627109,"0"
"293","4","1","1","1","1","0","0","0","1","1","0","1",397.2571,7.493988095,9597.597,61.15135589,0.956041854,0.57887182,0.073381894,19.14054765,"1"
"294","4","1","1","1","1","0","0","0","1","1","0","1",7.7126,7.493988095,473.46,3.016663542,0.047162595,0.028556383,0.003620009,0.944224235,"1"
"295","4","1","1","1","1","0","0","0","1","1","0","1",189.862064,7.493988095,9098.00475,57.96818999,0.906276157,0.548739291,0.069562081,18.1442077,"1"
"296","5","1","1","1","1","0","0","0","0","1","1","0",762.820742,7.493988095,7827,49.86994792,0.779668034,1.548724801,0.003943188,2.952743457,"1"
"297","5","1","1","1","1","0","0","0","0","1","1","0",412.867628,7.493988095,10346,65.91982639,1.030592243,1.568004,0.002136,22.647353,"0"
"298","5","1","1","1","1","0","0","0","0","1","1","0",488.330258,7.493988095,10390,66.20017361,1.034975198,2.946336,0.005234409,5.894518,"1"
"299","5","1","1","1","1","0","0","0","0","1","1","0",364.473578,7.493988095,9527,60.70154514,0.949009501,1.885103,0.005639,6.666144,"1"
"300","5","1","1","1","1","0","0","0","0","1","1","0",399.657611,7.493988095,10280,65.49930556,1.024017809,3.676125,0.003648,8.370489,"1"
"301","5","1","1","1","1","0","0","0","0","1","1","0",456.595794,7.493988095,10660,67.92048611,1.061870608,3.518758,0.001598,3.397549,"1"
"302","5","1","1","1","1","0","0","0","0","1","1","0",881.744039,7.493988095,11366,72.41878472,1.132197123,2.248985063,0.005726111,4.287834691,"1"
"303","5","1","1","1","1","0","0","0","0","1","1","0",372.307738,7.493988095,11345,72.28498264,1.130105258,0.552555,0.005822,9.231408,"1"
"304","5","1","1","1","1","0","0","0","0","1","1","0",388.963572,7.493988095,10196,64.96409722,1.015650349,1.815767,0.00654,2.861249,"1"
"305","5","1","1","1","1","0","0","0","0","1","1","0",511.720319,7.493988095,10916,69.55159722,1.08737144,1.38556,0.003898,3.289199,"0"
"306","5","1","1","1","1","0","0","0","0","1","1","0",431.408639,7.493988095,10641,67.79942708,1.059977968,0.477004,0.005261,3.56228,"1"
"307","5","1","1","1","1","0","0","0","0","1","1","0",469.165691,7.493988095,11174,71.19545139,1.113071498,2.976074,0.008632,2.92676,"1"
"308","5","1","1","1","1","0","0","0","0","1","1","0",848.210504,7.493988095,11736,74.77625,1.169053795,2.322196789,0.005912515,4.427417556,"1"
"309","5","1","1","1","1","0","0","0","0","1","1","0",435.234768,7.493988095,10156,64.70923611,1.011665844,2.372074,0.005721,3.831361,"1"
"310","5","1","1","1","1","0","0","0","0","1","1","0",459.371269,7.493988095,11886,75.73197917,1.183995689,2.354126,0.008661,2.562083,"1"
"311","5","1","1","1","1","0","0","0","0","1","1","0",843.65933,7.493988095,12101,77.10185764,1.205412404,2.394419167,0.006096399,4.565114165,"1"
"312","5","1","1","1","1","0","0","0","0","1","1","0",980.15529,7.493988095,11215,71.45668403,1.117155616,2.219106764,0.005650039,4.230869793,"1"
"313","5","1","1","1","1","0","0","0","0","1","1","0",581.430722,7.493988095,13501,86.02199653,1.344870082,2.671436507,0.00680171,5.093265544,"1"
"314","5","1","1","1","1","0","0","0","0","1","1","0",428.292829,7.493988095,11381,72.51435764,1.133691312,3.9319,0.001088,4.963511,"1"
"315","5","1","1","1","1","0","0","0","0","1","1","0",781.794903,7.493988095,13288,84.66486111,1.323652593,2.629290297,0.006694402,5.012911084,"1"
"316","5","1","1","1","1","0","0","0","0","1","1","0",466.328541,7.493988095,12974,82.66420139,1.292374228,2.077778,0.004117,10.920584,"1"
"317","5","1","1","1","1","0","0","0","0","1","1","0",944.316092,7.493988095,11267,71.78800347,1.122335473,2.22939598,0.005676236,4.250486844,"1"
"318","5","1","1","1","1","0","0","0","0","1","1","0",1104.470424,7.493988095,12347,78.66925347,1.22991711,2.443095071,0.006220332,4.657917907,"1"
"319","5","1","1","1","1","0","0","0","0","1","1","0",515.097281,7.493988095,11496,73.24708333,1.145146764,0.202915,0.007889,1.690939,"1"
"320","4","1","1","1","1","0","0","0","0","1","1","0",275.6292,7.64,11431.7,72.8373941,1.138741672,0.54305,0.087405191,22.79831072,"1"
"321","4","1","1","1","1","0","0","0","0","1","1","0",367.5954,7.578571429,12518.7614,79.763636,1.247026715,0.831148,0.095716712,24.96624406,"1"
"322","4","1","1","1","1","0","0","0","0","1","1","0",350.346,7.626666667,16743.6,106.6823125,1.667873988,0.888161,0.128019241,33.39186607,"1"
"323","4","1","1","1","1","0","0","0","0","1","1","0",557.42,7.780645161,16978.402,108.17836,1.691263232,0.964026,0.129814505,33.86013316,"1"
"324","4","1","1","1","1","0","0","0","0","1","1","0",295.41,7.450833333,14427.84,91.92738333,1.43719505,0.5,0.110313262,28.77353144,"1"
"325","4","1","1","1","1","0","0","0","0","1","1","0",566.458,7.608333333,21207.1,135.1216267,2.11249495,0.78013,0.162146543,42.293452,"1"
"326","4","1","1","1","1","0","0","0","0","1","1","0",532.45,7.718709677,20928.2,133.3446076,2.084712988,0.94458,0.160014112,41.73723999,"1"
"327","4","1","1","1","1","0","0","0","0","1","1","0",393.71,7.498387097,15538.56,99.00436667,1.547836787,0.82,0.118805673,30.98864727,"1"
"328","4","1","1","1","1","0","0","0","0","1","1","0",516.861,7.858709677,22894.2,145.8710313,2.280551414,0.702047,0.175045875,45.65804607,"1"
"329","4","1","1","1","1","0","0","0","0","1","1","0",687.158,7.595806452,24529.9,156.2929392,2.443487788,0.919166,0.18755221,48.9201328,"1"
"330","4","1","1","1","1","0","0","0","0","1","1","0",716.45,7.536,25420.1,161.9648733,2.532162949,1.039789,0.194358556,50.69546422,"1"
"331","4","1","1","1","1","0","0","0","0","1","1","0",805.43,7.226451613,27261.6,173.6980417,2.715599602,1.18604,0.208438409,54.36797917,"1"
"332","4","1","1","1","1","0","0","0","0","1","1","0",340.2399,7.38,27777.4,176.9844757,2.766979796,1.754184,0.212382144,55.39664233,"1"
"333","4","1","1","1","1","0","0","0","0","1","1","0",836.55,7.484193548,30102.3,191.7976406,2.998569193,2.12885,0.230158007,60.03320493,"1"
"334","5","1","1","1","1","0","0","0","0","1","0","0",122.63,7.493988095,3540.1,22.55584549,0.352638662,0.21351846,0.027067113,7.060043543,"1"
"335","5","1","1","1","1","0","0","0","0","1","0","0",4165.21,7.493988095,25236,160.791875,2.513824264,1.522090296,0.192950953,50.32831244,"1"
"336","5","1","1","1","1","0","0","0","0","1","0","0",1715.95,7.493988095,18003.20047,114.7078919,1.7933461,1.08584945,0.137649972,35.90389516,"1"
"337","5","1","1","1","1","0","0","0","0","1","0","0",5616.49,7.493988095,27119,172.7894618,2.701394842,1.63566202,0.207348109,54.0835911,"1"
"338","5","1","1","1","1","0","0","0","0","1","0","0",1969.6,7.493988095,24866.1,158.4350469,2.476977554,1.499780057,0.190122749,49.59061856,"1"
"339","5","1","1","1","1","0","0","0","0","1","0","0",4741.2,7.493988095,27645,176.1408854,2.753791084,1.667387313,0.211369832,55.13259619,"1"
"340","5","1","1","1","1","0","0","0","0","1","0","0",5754.8,7.493988095,29323,186.832309,2.920941072,1.768594617,0.224199587,58.47904207,"1"
"341","5","1","1","1","1","0","0","0","0","1","0","0",1863.92,7.493988095,21742.04808,138.5300633,2.165782534,1.311355223,0.166236681,43.3603023,"1"
"342","5","1","1","1","1","0","0","0","0","1","0","0",3705.93,7.493988095,31235.2,199.0159444,3.111420339,1.883927517,0.238820003,62.29255447,"1"
"343","5","1","1","1","1","0","0","0","0","1","0","0",2086.01,7.493988095,20223.28578,128.8532271,2.014494631,1.219752221,0.154624436,40.33142516,"1"
"344","5","1","1","1","1","0","0","0","0","1","0","0",2896.7,7.493988095,24454.2,155.8106146,2.435947112,1.474936619,0.186973419,48.76916381,"1"
"345","5","1","1","1","1","0","0","0","0","1","0","0",3098.57,7.493988095,28515,181.6841146,2.84045407,1.719860706,0.218021732,56.86764262,"1"
"346","5","1","1","1","1","0","0","0","0","1","0","0",3811.78,7.493988095,25650.2,163.4309618,2.555083815,1.547072456,0.196117869,51.15435409,"1"
"347","5","1","1","1","1","0","0","0","0","1","0","0",3197.19,7.493988095,28469.2,181.3922986,2.835891811,1.717098314,0.217671551,56.77630339,"1"
"348","4","1","1","1","1","0","0","0","0","1","1","1",2830.27,7.493988095,13901.85,88.57602344,1.384799804,1.43,1.81,133.57,"1"
"349","4","1","1","1","1","0","0","0","0","1","1","1",1124.32,7.493988095,4235.45,26.98628733,0.421904303,0.72,0.29,56.03,"1"
"350","4","1","1","1","1","0","0","0","0","1","1","1",3759.92,7.493988095,16417.75,104.6061502,1.635415213,1.2,0.69,138.86,"1"
"351","4","1","1","1","1","0","0","0","0","1","1","1",369.59,7.493988095,1531.5,9.757994792,0.152556739,0.14,0.104861349,22.94,"1"
"352","4","1","1","1","1","0","0","0","0","1","1","1",2198.9,7.493988095,13466.36,85.80128681,1.341419501,1.27,2.09,54.31,"1"
"353","4","1","1","1","1","0","0","0","0","1","1","1",4055.57,7.493988095,21369.1,136.1538142,2.128632196,2.62,1.07,274.35,"1"
"354","4","1","1","1","1","0","0","0","0","1","1","1",4509.36,7.493988095,23544.64,150.0153278,2.345343451,3.69,3.9,94.77,"1"
"355","4","1","1","1","1","0","0","0","0","1","1","1",2264.28,7.493988095,15835.35,100.8953724,1.577400819,2.38,0.59,213.66,"1"
"356","4","1","1","1","1","0","0","0","0","1","1","1",2020.09,7.493988095,14996.96,95.55354722,1.493886588,1.42,0.54,118.4,"1"
"357","4","1","1","1","1","0","0","0","0","1","1","1",1143.45,7.493988095,8284.49,52.78485816,0.825239815,1.75,1.8,62.1,"1"
"358","4","1","1","1","1","0","0","0","0","1","1","1",1043.3,7.493988095,9331.31,59.45470087,0.929516306,1.96,1.29,122.37,"1"
"359","4","1","1","1","1","0","0","0","0","1","1","1",2788.69,7.493988095,17371.69,110.6842054,1.730439683,2.04,2.1,269.66,"1"
"360","4","1","1","1","1","0","0","0","0","1","1","1",770.299771,7.493988095,5905.67,37.62814045,0.588279305,1,0.276224,75.577858,"1"
"361","4","1","1","1","1","0","0","0","0","1","1","1",2672.98,7.493988095,18445.99,117.5291377,1.837453528,2.87,0.98,319.15,"1"
"362","4","1","1","1","1","0","0","0","0","1","1","1",5367.6,7.493988095,24479.898,155.9743501,2.438506958,4.3,1.476,410.87,"1"
"363","4","1","1","1","1","0","0","0","0","1","1","1",4067.82,7.493988095,22258.4,141.8200139,2.217217705,3.18,1.09,89.51,"1"
"364","4","1","1","1","1","0","0","0","0","1","1","1",2211.21,7.493988095,8187.23,52.16516337,0.815551491,1.82,1.09,32.82,"1"
"365","4","1","1","1","1","0","0","0","0","1","1","1",2254.65,7.493988095,8176.88,52.09921806,0.814520501,1.33,1.42,32.88,"1"
"366","5","1","1","1","1","0","0","0","0","1","0","0",2803.951781,7.493988095,16502,105.1429514,1.207343,5.754024684,0.031186118,45.157805,"1"
"367","5","1","1","1","1","0","0","0","0","1","0","0",5353.094961,7.493988095,18524,118.0261806,2.392464,6.459068795,0.035007372,71.45735,"1"
"368","5","1","1","1","1","0","0","0","0","1","0","0",6182.286857,7.493988095,26792,170.7059722,3.503654,9.342008807,0.050632558,96.958485,"1"
"369","5","1","1","1","1","0","0","0","0","1","0","0",6496.799606,7.493988095,28646,182.5187847,3.629914,9.988473585,0.054136319,104.14379,"1"
"370","5","1","1","1","1","0","0","0","0","1","0","0",6777.245842,7.493988095,29397,187.3038021,5.094979,10.25033715,0.055555587,90.107103,"1"
"371","5","1","1","1","1","0","0","0","0","1","0","0",4844.167444,7.493988095,22550,143.6779514,2.857451676,7.862880658,0.042615862,79.828495,"1"
"372","5","1","1","1","1","0","0","0","0","1","0","0",6740.845669,7.493988095,29884,190.4067361,4.458339,10.42014748,0.056475939,98.023881,"1"
"373","5","1","1","1","1","0","0","0","0","1","0","0",7841.358559,7.493988095,32938,209.8653819,4.906154,11.48503606,0.062247506,111.972467,"1"
"374","5","1","1","1","1","0","0","0","0","1","0","0",4620.702531,7.493988095,31607,201.3848785,4.005120848,11.02093432,0.059732131,178.228869,"1"
