industry,time,staff,process_1,process_2,process_3,process_4,process_5,process_6,process_7,process_8,process_9,process_10,process_11,COD,pH,water,N,P,Zn,Cr,Cu,Fe,Ni,NH3N,HW17,HWsum
3982,202211,2,1,1,1,1,0,0,0,0,1,0,0,67.814712,7.493988095,416,2.650555556,0.041438853,0,0,0.025090726,0,0.003180678,0.772919,0,20.399
3982,202010,2,1,1,1,1,0,0,0,0,1,0,0,128.1718099,7.493988095,676,4.307152778,0.067338136,0,0,0.04077243,0,0.005168602,2.368930086,0,28.061
3982,202209,4,1,1,1,1,0,0,0,0,1,1,1,517.709218,7.13,5610,35.74427083,0.55882684,0,0,0.338362916,0,0.042893281,77.207984,0,228.789
3982,202010,4,1,1,1,1,0,0,0,0,1,1,1,1047.491718,7.13,6764,43.09701389,0.673779812,0,0,0.407965556,0,0.051716605,72.34436805,0,244.72
3982,202011,4,1,1,1,1,0,0,0,0,1,1,1,1166.116593,7.13,7530,47.97760417,0.750083084,0,0,0.454166268,0,0.057573335,80.53712173,0,264.88
3982,202203,4,1,1,1,1,0,0,0,0,1,1,1,2013.303461,7.13,8824,56.22236111,0.878981824,0,0,0.532212901,0,0.067467079,126.717174,0,363.143
3982,202109,4,1,1,1,1,0,0,0,0,1,1,1,614.452351,7.13,7224,46.02791667,0.71960162,0,0,0.435710108,0,0.055233701,124.303866,0,286.586
3982,202107,5,1,1,1,1,0,0,0,0,1,0,0,903.301309,7.493988095,32633,207.922066,3.250658869,0,0,1.968234769,0,0.249507388,8.228645,22.62,195.018
3982,202209,5,1,1,1,1,0,0,0,0,1,0,0,459.601129,7.493988095,23677,150.8586632,2.358528178,0,0,1.428060387,0,0.181031055,17.569778,23.82,219.217
3982,202008,5,1,1,1,1,0,0,0,0,1,0,0,1097.606549,7.493988095,33071,210.7127951,3.2942892,0,0,1.994652408,0,0.252856275,6.108656,32.16,224.495
3982,202211,5,1,1,1,1,0,0,0,0,1,0,0,408.173051,7.493988095,23940,152.534375,2.384726299,0,0,1.443923034,0,0.183041917,22.41029,24.58,226.186
3982,202109,5,1,1,1,1,0,0,0,0,1,0,0,572.104692,7.493988095,23038.996,146.793603,2.294974924,0,0,1.389579658,0,0.176152965,8.245015,29.64,236.668
3982,202203,5,1,1,1,1,0,0,0,0,1,0,0,663.236072,7.493988095,24711,157.4468229,2.461527635,0,0,1.490425317,0,0.188936876,9.364284,27.75,260.937
3982,202112,5,1,1,1,1,0,0,0,0,1,0,0,755.500863,7.493988095,24431,155.6627951,2.433636099,0,0,1.473537328,0,0.186796035,17.267317,22.15,277.635
3982,202210,1,1,1,1,1,0,1,0,0,1,0,1,25.477878,7.493988095,480,3.058333333,0.047814061,0,0,0.028950838,0,0.003670013,2.659257,0,8
3982,202209,1,1,1,1,1,0,1,0,0,1,0,1,30.10413,7.493988095,738,4.7021875,0.073514119,0,0,0.044511913,0,0.005642646,6.183517,0,11.38
3982,202211,1,1,1,1,1,0,1,0,0,1,0,1,22.155565,7.493988095,585,3.72734375,0.058273387,0,0,0.035283834,0,0.004472829,3.362101,5.46,12.94
3982,202108,1,1,1,1,1,0,1,0,0,1,0,1,47.847085,7.493988095,1173,7.473802083,0.116845612,0,0,0.07074861,0,0.008968595,7.148829,4.76,18.6
3982,202208,4,1,0,0,1,0,0,0,0,0,0,0,41.13314,7.493988095,1945,12.39262153,0.19374656,0,0,0.117311207,0,0.0148712,0.707505,0,10.738
3982,202201,4,1,0,0,1,0,0,0,0,0,0,0,47.560459,7.493988095,2424,15.44458333,0.241461009,0,0,0.146201731,0,0.018533568,0.620121,0,17.84
3982,202203,4,1,0,0,1,0,0,0,0,0,0,0,54.852769,7.493988095,3025,19.27387153,0.301328198,0,0,0.182450592,0,0.02312873,0.546203,0,43.05
3982,202212,1,1,1,1,1,0,0,0,0,1,1,1,33.33271,7.493988095,2919,18.59848958,0.290769259,0,0,0.176057282,0,0.022318269,0.421387,0,8.1005
3982,202202,1,1,1,1,1,0,0,0,0,1,1,1,41.87602,7.493988095,3551,22.62529514,0.35372444,0,0,0.214175885,0,0.027150453,0.389563,0,10.851
3982,202207,1,1,1,1,1,0,0,0,0,1,1,1,77.50425,7.493988095,6578,41.91190972,0.655251863,0,0,0.396747106,0,0.050294475,2.667917,0,20.4968
3982,202009,1,1,1,1,1,0,0,0,0,1,1,1,15.63506786,7.493988095,1344,8.563333333,0.133879371,0,0,0.081062346,0,0.010276037,0.152056604,0,23.5047
3982,202205,1,1,1,1,1,0,0,0,0,1,1,1,56.09866,7.493988095,4802,30.59607639,0.478339837,0,0,0.289629006,0,0.036715425,0.497412,0,23.755
3982,202108,1,1,1,1,1,0,0,0,0,1,1,1,48.68461,7.493988095,6289,40.07053819,0.626463814,0,0,0.379316289,0,0.048084821,1.582909,0,24.8035
3982,202208,2,1,1,1,1,0,0,0,0,1,1,1,35.063824,7.438709677,1550,9.875868056,0.207449,0,0,0.09348708,0,0.011851085,5.07358,0,2.631
3982,202203,2,1,1,1,1,0,0,0,0,1,1,1,91.336573,7.492779871,4086,26.0340625,0.158967,0,0,0.246444007,0,0.031240989,17.590941,0.75,6.666
3982,202212,2,1,1,1,1,0,0,0,0,1,1,1,36.563733,7.335806452,1715,10.92717014,0.057911,0,0,0.103438931,0,0.013112652,5.349238,5.38,7.91
3982,202207,2,1,1,1,1,0,0,0,0,1,1,1,134.837401,7.421,5634,35.8971875,0.962354,0,0,0.339810458,0,0.043076782,13.935439,0.35,9.0516
3982,202204,5,1,1,1,1,0,0,0,0,1,1,0,21.633919,7.493988095,1063,6.772934028,0.105888223,0,0,0.064114043,0,0.00812755,5.516523,0,4.713
3982,202208,5,1,1,1,1,0,0,0,0,1,1,0,87.500613,7.493988095,6198,39.49072917,0.617399064,0,0,0.373827693,0,0.047389048,32.17455,0,17.874
3982,202202,5,1,1,1,1,0,0,0,0,1,1,0,138.165102,7.493988095,4297,27.37845486,0.42803546,0,0,0.259170312,0,0.032854266,20.494401,0,18.334
3982,202110,5,1,1,1,1,0,0,0,0,1,1,0,110.267687,7.493988095,5842,37.22246528,0.581936969,0,0,0.352355821,0,0.044667121,29.498097,0,20.925
3982,202111,5,1,1,1,1,0,0,0,0,1,1,0,180.149464,7.493988095,7539,48.03494792,0.750979598,0,0,0.454709096,0,0.057642147,43.464865,0,30.845
3982,202108,5,1,1,1,1,0,0,0,0,1,1,0,52.995234,7.493988095,6229,39.68824653,0.620487056,0,0,0.375697434,0,0.047626069,6.592428,0,33.297
3982,202011,5,1,1,1,1,0,0,0,0,1,1,0,166.0040314,7.493988095,8930,56.89774306,0.889540762,0,0,0.538606211,0,0.06827754,44.38811626,0,38.62
3982,202207,5,1,1,1,1,0,0,0,0,1,1,0,115.266138,7.493988095,7980,50.84479167,0.794908766,0,0,0.481307678,0,0.061013972,32.449957,0,42.673
3982,202005,2,0,0,1,0,0,0,0,0,0,0,0,8.90660793,6.964,919,5.855434028,0.091544005,0,0,0.055428791,0,0.007026546,0.31590081,0,3.947
3982,202108,2,0,0,1,0,0,0,0,0,0,0,0,0.71,7.68516129,246,1.567395833,0.024504706,0,0,0.014837304,0,0.001880882,0.084561044,0,4.462
3982,202206,2,0,0,1,0,0,0,0,0,0,0,0,7,7.707333333,667,4.249809028,0.066441622,0,0,0.040229602,0,0.005099789,0.56,0,5.445
3982,202110,2,0,0,1,0,0,0,0,0,0,0,0,3.9,7.74483871,317,2.019774306,0.031577203,0,0,0.019119616,0,0.002423738,0.1,0,61.365
3982,202107,2,0,0,1,0,0,0,0,0,0,0,0,4.31,7.73516129,723,4.606614583,0.07201993,0,0,0.043607199,0,0.005527958,0.1,0,74.125
3982,202010,5,1,1,1,1,0,1,0,1,1,1,1,7879.098,6.936129032,139742.019,890.3701558,13.92006967,0,0,22.542,0,1.068448079,278.6883814,61.2,1890.956
3982,202011,5,1,1,1,1,0,1,0,1,1,1,1,6065.17,6.945666667,146776.204,935.1886609,14.62076332,0,0,26.247,0,1.122230481,292.7167005,0,2076.04
3982,202208,5,1,1,1,1,0,1,0,1,1,1,1,11423.781,7.584516129,140433.56,894.7763285,13.98895588,0,0,18.238,0,1.073735505,280.0675259,44.21,2831.551
3982,202212,5,1,1,1,1,0,1,0,1,1,1,1,12519.918,7.443333333,148890.34,948.6589372,14.83135796,0,0,7.491,0,1.138394871,296.9329351,60.55,2996.83
3982,202112,5,1,1,1,1,0,1,0,1,1,1,1,14373.149,7.24182029,153215.714,976.2181777,15.26221983,0,0,24.947,0,1.17146608,305.5590555,87.77,3115.601
3982,202107,5,1,1,1,1,0,1,0,1,1,1,1,16214.186,7.818387097,244126.927,1555.461497,24.31812461,0,0,17.107,0,1.866560595,486.8638555,44.3,3162.93
3982,202204,5,1,1,1,1,0,1,0,1,1,1,1,16632.164,7.733666667,155381.636,990.0184099,15.47797301,0,0,3.127,0,1.188026419,309.8785673,70.82,3309.261
3982,202206,5,1,1,1,1,0,1,0,1,1,1,1,17740.064,7.654666667,188515.083,1201.129088,18.77848272,0,0,23.17,0,1.441360156,375.9568076,24.35,3395.969
3982,202109,5,1,1,1,1,0,1,0,1,1,1,1,14157.644,7.15137931,178793.654,1139.188733,17.81010563,0,0,29.952,0,1.367031459,356.569301,37.15,3547.814
3982,202210,4,1,1,1,1,0,0,0,0,1,1,0,415.79,7.336774194,6828.14,43.50568368,0.680168965,0,0,0.411834111,0,0.052207011,58.96,0,1.05
3982,202203,4,1,1,1,1,0,0,0,0,1,1,0,1424.36,7.102762097,11330.51,72.1926592,1.128661871,0,0,0.68339116,0,0.086631507,81.95,0,18.12
3982,202109,5,1,1,1,1,0,0,0,0,1,1,0,3465.908298,7.885666667,218263,322.5022756,4.846282823,0,0,8.301297477,0,1.668808599,66.541722,99.9688,2794.342
3982,202202,5,1,1,1,1,0,0,0,0,1,1,0,4897.950628,7.858571429,212128,313.4372876,4.710062093,0,0,8.067962189,0,1.621901241,71.606756,72.1911,2881.8546
3982,202107,5,1,1,1,1,0,0,0,0,1,1,0,4427.243434,7.655806452,286919,423.9473956,6.370711578,0,0,10.91252283,0,2.193742845,117.496634,123.3757,3035.2885
3982,202205,5,1,1,1,1,0,0,0,0,1,1,0,3565.5561,8.036129032,206795,305.5573234,4.591648866,0,0,7.865129737,0,1.581125863,93.32061,75.427,3279.297
3982,202008,5,1,1,1,1,0,0,0,0,1,1,0,3767.053631,7.963024194,215501,318.421184,1.971671,0,0,4.512876,0,1.647690731,75.614256,190.3399,4209.2617
3982,202009,5,1,1,1,1,0,0,0,0,1,1,0,3768.360807,7.772666667,203775,301.0950148,4.524593184,0,0,7.750268683,0,1.558035363,80.316344,187.9775,4265.516
3982,202011,5,1,1,1,1,0,0,0,0,1,1,0,3352.666237,7.893722233,208644,308.2893793,4.632703817,0,0,7.935453608,0,1.595263061,58.74529,193.2018,4269.9747
3982,202205,5,1,1,1,1,0,0,0,0,1,1,1,51132.8,7.047333333,248005,1580.170747,24.70442965,0,0,14.95823442,0,286.3270286,5003.97,8.576,1095.5285
3982,202111,5,1,1,1,1,0,0,0,0,1,1,1,44737.5,7.306,261311,1664.950295,26.02987527,0,0,15.76077577,0,301.6890876,5532.62,8.1265,1157.5085
3982,202207,4,1,1,1,1,0,0,0,0,1,1,1,541.074752,7.949032258,11349,56.041644,0.632696864,0,0,5.572712,0,0.00019,1.984824,8.91,129.067
3982,202201,4,1,1,1,1,0,0,0,0,1,1,1,1202.9385,7.581394917,12176,150.167922,0.34,0,0,3.528226,0,0.140098,44.647625,15.76,181.472
3982,202112,4,1,1,1,1,0,0,0,0,1,1,1,1560.587308,7.726538462,14534,168.37885,0.34,0,0,3.156396,0,0.200227,23.4222,38.43,186.0216
3982,202110,4,1,1,1,1,0,0,0,0,1,1,1,757.792296,7.803870968,11579,95.916239,2.52,0,0,2.108092,0,0.210305,12.838257,11.67,197.407
3982,202001,4,1,1,1,1,0,0,0,0,1,1,1,700.996143,7.770555556,10168,68.14852189,0.566857143,0,0,2.085559225,0,0.000279738,4.434713004,16.38,238.57
3982,202005,4,1,1,1,1,0,0,0,0,1,1,1,502.19361,7.770555556,10454,70.06536663,0.582801394,0,0,2.144220706,0,0.000287606,4.559450211,0,242.3526
3982,202009,4,1,1,1,1,0,0,0,0,1,1,1,863.612886,7.770555556,16902,113.2815025,0.942271777,0,0,3.466770459,0,0.000465,7.371707238,7.87,350.1205
3982,202010,4,1,1,1,1,0,0,0,0,1,1,1,816.124336,7.770555556,15327,102.7254519,0.854466899,0,0,3.143722094,0,0.00042167,6.684780312,35.13,456.5278
3982,202012,4,1,1,1,1,0,0,0,0,1,1,1,596.075759,7.770555556,11230,75.26631598,0.626062718,0,0,2.303386123,0,0.000308955,4.897898017,0,313.9393
3982,202011,4,1,1,1,1,0,0,0,0,1,1,1,511.673833,7.770555556,13288,89.05955536,0.740794425,0,0,2.725502654,0,0.000365574,5.795482534,42.07,338.86
3982,202210,4,1,1,1,1,0,0,0,0,1,1,0,291.959412,7.493988095,6781,43.20532986,0.675473226,0,0,0.996469,0,0.051846585,9.817301,0,78.266
3982,202204,4,1,1,1,1,0,0,0,0,1,1,0,417.060954,7.493988095,6652,42.38340278,0.662623197,0,0,0.923425,0,0.050860269,5.200646,0,93.447
3982,202201,4,1,1,1,1,0,0,0,0,1,1,0,558.90907,7.493988095,4473,28.49984375,0.445567282,0,0,0.685746,0,0.034199937,9.392096,0,110.296
3982,202205,4,1,1,1,1,0,0,0,0,1,1,0,442.929118,7.493988095,8164,52.01715278,0.81323749,0,0,1.243067,0,0.062420811,5.77767,0,114.3225
3982,202009,4,1,1,1,1,0,0,0,0,1,1,0,139.47631,7.493988095,5603,35.69967014,0.558129551,0,0,0.869304332,0,0.04283976,7.420760392,0,120.4
3982,202111,4,1,1,1,1,0,0,0,0,1,1,0,319.451078,7.493988095,4413,28.11755208,0.439590525,0,0,0.965383,0,0.033741185,14.454713,0,122.3485
3982,202012,4,1,1,1,1,0,0,0,0,1,1,0,755.002477,7.493988095,6053,38.56685764,0.602955233,0,0,0.939121743,0,0.046280398,8.016752213,0,123.939
3982,202203,4,1,1,1,1,0,0,0,0,1,1,0,845.345987,7.493988095,8453,53.85852431,0.842025539,0,0,1.47548,0,0.064630465,14.087233,0,128.3525
3982,202108,4,0,0,1,0,0,0,0,0,0,0,0,66.6235,7.493988095,489.5684,3.11929866,0.048767195,0,0,0.029527949,0,0.003743172,0.976349318,0,0.254
3982,202201,4,0,0,1,0,0,0,0,0,0,0,0,69.6207,7.493988095,476.5007,3.036037446,0.047465487,0,0,0.02873978,0,0.003643258,0.950288322,0.026,0.223
3982,202111,4,0,0,1,0,0,0,0,0,0,0,0,76.4524,7.493988095,579.5008,3.692305444,0.057725597,0,0,0.034952153,0,0.004430783,1.155702065,0,0.271
3982,202209,4,0,0,1,0,0,0,0,0,0,0,0,34.3482,7.493988095,489.2467,3.117248939,0.048735149,0,0,0.029508546,0,0.003740712,0.97570775,0.031,0.47
3982,202208,4,0,0,1,0,0,0,0,0,0,0,0,26.451,7.493988095,500.252,3.187369514,0.049831416,0,0,0.030172322,0,0.003824857,0.997655688,0.019,0.477
3982,202008,4,0,0,1,0,0,0,0,0,0,0,0,15.2404,7.493988095,203.0081,1.293471748,0.02022217,0,0,0.01224428,0,0.001552172,0.404860322,0.017,0.508
3982,202109,4,0,0,1,0,0,0,0,0,0,0,0,94.5696,7.493988095,734.0534,4.677041628,0.073120988,0,0,0.044273877,0,0.00561247,1.463927281,0.012,1.274
3982,202211,5,1,1,1,1,0,0,0,0,1,0,0,1502.906,7.574666667,12537,79.87984375,1.248843509,0,0,0.756159694,0,0.0188,137.8526,2.211,19.5928
3982,202209,5,1,1,1,1,0,0,0,0,1,0,0,1034.038,7.531,12095,77.06362847,1.204814728,0,0,0.729500798,0,0.007,66.2928,2.834,21.8071
3982,202202,5,1,1,1,1,0,0,0,0,1,0,0,1653.066,7.673571429,12290,78.30607639,1.22423919,0,0,0.741262075,0,0.0193,94.6924,1.852,46.378
3982,202205,5,1,1,1,1,0,0,0,0,1,0,0,2066.516,7.113870968,21005,133.833941,2.092363238,0,0,1.266900724,0,0.0147,220.34,7.615,86.084
3982,202109,5,1,1,1,1,0,0,0,0,1,0,0,84.641,7.58,820,5.224652778,0.081682354,0,0,0.049457681,0,0.0295,11.599,3.518,86.0875
3982,202201,5,1,1,1,1,0,0,0,0,1,0,0,2319.992,7.778870968,18418,117.3507986,1.834665371,0,0,1.110867771,0,0.0154,183.0739,4.877,92.6628
3982,202110,5,1,1,1,1,0,0,0,0,1,0,0,2676.586,7.441111111,21935,139.7594618,2.185002981,0,0,1.322992972,0,0.2483,307.275,2.945,101.038
3982,202204,5,1,1,1,1,0,0,0,0,1,0,0,2235.839,6.926,19787,126.0734201,1.971035058,0,0,1.193437973,0,0.0207,228.121,20.78,107.6312
3982,202208,5,1,1,1,1,0,0,0,0,1,0,0,1284.639,7.258709677,12804,81.58104167,1.275440081,0,0,0.772263598,0,0.0054,50.3294,2.743,36.3776
3982,202208,5,0,1,1,1,0,0,0,0,0,1,0,4960.276,7.229516129,108067.671,673.185,13.10834431,0,0,6.518020024,0,2027.014,611.224,119.142,1214.479
3982,202008,5,0,1,1,1,0,0,0,0,0,1,0,4659.006,7.924642857,158630.112,1377.763,24.772,0,0,9.567655497,0,699.5858766,27.567,248.707,3297.799
3982,202108,5,0,1,1,1,0,0,0,0,0,1,0,4285.265995,7.892709677,202402.364,1474.036147,14.429,0,0,12.20774584,0,1053.725,174.304877,587.89,3850.412
3982,202203,5,1,1,1,1,0,0,0,0,1,1,1,3686.1799,7.703225806,154451.9666,984.0949955,15.3853662,0,0,8.1301,0,6.4094,308.0245218,74.78,1745.29
3982,202110,5,1,1,1,1,0,0,0,0,1,1,1,2266.8187,7.454666667,140861.1009,897.5004172,14.03154436,0,0,2.6614,0,3.8325,280.9201734,73.02,1880.52
3982,202011,5,1,1,1,1,0,0,0,0,1,1,1,3928.9522,7.0775,54772.315,348.9833265,5.456014205,0,0,12.7169,0,4.1884,109.2327699,140.24,2344.26
3982,202010,5,1,1,1,1,0,0,0,0,1,1,0,2457.703294,7.258709678,64451,410.6513368,6.420133447,0,0,3.887313428,0,0.492783399,93.14514052,97.12,1114.8434
3982,202211,5,1,1,1,1,0,0,0,0,1,1,0,8186.479507,7.293333333,69916,445.4717361,6.964516455,0,0,4.216930779,0,0.53456803,531.033953,97.603,1494.9772
3982,202212,5,1,1,1,1,0,0,0,0,1,1,0,9064.631272,7.197419355,67809,432.0469271,6.75463265,0,0,4.089848664,0,0.518458201,325.98223,105.508,1512.2223
3982,202209,1,1,1,1,1,0,0,0,0,1,1,0,325.413,6.95,173,1.102274306,0.017232985,0,0,0.010434364,0,0.001322734,2.22651,0.7635,15.8235
3982,202202,1,1,1,1,1,0,0,0,0,1,1,0,174.933,6.95,93,0.592552083,0.009263974,0,0,0.005609225,0,0.000711065,1.19691,1.309,42.587
3982,202208,1,1,1,1,1,0,0,0,0,1,1,0,329.175,6.95,175,1.115017361,0.01743221,0,0,0.010554993,0,0.001338026,2.25225,0.686,48.854
3982,202201,1,1,1,1,1,0,0,0,0,1,1,0,54.549,6.95,29,0.184774306,0.002888766,0,0,0.001749113,0,0.00022173,0.37323,1.351,63.3795
3982,202107,5,1,1,1,1,0,0,0,0,1,1,0,6477.115,6.849575773,44286,282.1694792,4.411444816,0,0,0.4739,0,0.338604608,652.591,53.42,231.67
3982,202111,5,1,1,1,1,0,0,0,0,1,1,0,7822.536,6.849575773,42627,271.5991146,4.246187467,0,0,1.7467,0,0.325920125,695.572,27.839,264.349
3982,202003,5,0,0,1,1,0,0,0,0,0,1,0,2556.08,6.455483871,34467.16,239.0690857,25.6910977,0,0,2.078860745,0,0.263531121,363.98,16.54,93.929
3982,202002,5,0,0,1,1,0,0,0,0,0,1,0,598.3,7.586786426,24459.04,169.6513531,18.23125509,0,0,1.47522854,0,0.187010425,452.8,15.01,97.899
3982,202008,5,0,0,1,1,0,0,0,0,0,1,0,4020.87,6.854516129,40798.72,282.9856794,30.41050964,0,0,2.460744008,0,0.31194135,281.67,60.78,317.655
3982,202204,5,0,0,1,1,0,0,0,0,0,1,0,1942.129,7.3778148,45554.202,268.695,61.703,0,0,2.747567317,0,0.348301105,27.525,139.545,354.1615
3982,202009,5,0,0,1,1,0,0,0,0,0,1,0,3773.23,7.127333333,38869.75,269.6060712,28.97269588,0,0,2.344399639,0,0.297192713,122.16,64.34,389.019
3982,202207,5,0,0,1,1,0,0,0,0,0,1,0,3158.372,7.599354839,70165.738,392.549,53.024,0,0,4.231993538,0,0.536477493,246.122,80.7,415.29
3982,202208,5,0,0,1,1,0,0,0,0,0,1,0,3052.146,7.863870968,67692.333,483.88,46.948,0,0,4.082811982,0,0.517566181,97.07,138.618,489.262
3982,202210,5,0,0,1,1,0,0,0,0,0,1,0,2994.864,7.559677419,63068.404,451,43.869,0,0,3.803923193,0,0.482212262,76.402,110.58,494.377
3982,202110,5,0,0,1,1,0,0,0,0,0,1,0,2759.079,7.288333333,34397.97,126.351,23.87,0,0,2.074687602,0,0.263002104,7.432,55.44,307.123
3982,202002,5,1,1,1,1,0,0,0,0,1,0,0,9416.043,7.481774194,41231,262.7044618,4.107128239,0,0,2.671200981,0,0.315246502,529.76933,0,393.613
3982,202207,5,1,1,1,1,0,0,0,0,1,0,0,10803.78284,7.303869567,35949,229.0500521,3.580974341,0,0,2.329000123,0,0.274861064,440.328237,0,656.9609
3982,202011,5,1,1,1,1,0,0,0,0,1,0,0,8819.181258,7.481774194,28718,182.9775347,2.860675433,0,0,1.860530906,0,0.219573841,176.648648,0,689.414
3982,202003,5,1,1,1,1,0,0,0,0,1,0,0,12819.456,7.481774194,41765,266.1068576,4.160321382,0,0,2.705796827,0,0.319329392,449.50064,0,690.967
3982,202012,2,1,0,1,0,0,0,0,0,0,0,0,606.116,7.837666667,12156.003,77.45231078,1.210891397,0,0,1.168,0,1.102,24.24279272,4.14,7.874
3982,202008,2,1,0,1,0,0,0,0,0,0,0,0,265.73,7.822307692,4804.035,30.60904245,0.478542548,0,0,0.502,0,0.411,9.580717009,7.76,9.903
3982,202107,2,1,0,1,0,0,0,0,0,0,0,0,532.231,7.905,8454.476,53.86792868,0.842172567,0,0,0.627,0,0.446,16.8608143,5.47,21.399
3982,202111,5,1,1,1,1,0,0,0,0,1,1,0,10298.7663,7.544655914,98686,628.7805903,9.830371745,0,0,3.786544908,0,0.088340379,1461.993721,187.427,923.107
3982,202109,5,1,1,1,1,0,0,0,0,1,1,0,1096.72,7.544655914,10739.3,68.42574826,1.069769889,0,0,0.412062924,0,0.009613459,159.0984453,164.046,926.36
3982,202206,5,1,1,1,1,0,0,0,0,1,1,0,9176.6872,7.294444444,95129.1,606.1177031,9.476059591,0,0,3.2067,0,0.226,1948.4275,153.237,936.181
3982,202211,4,1,1,1,1,0,0,0,0,1,1,0,680.295,7.811,8593,54.75053819,0.855971307,0,0,0.51828031,0,0.065700885,17.13707358,0,91.37
3982,202206,4,1,1,1,1,0,0,0,0,1,1,0,754.565,7.555,8905,56.73845486,0.887050447,0,0,0.537098355,0,0.068086394,17.75929713,0,101.64
3982,202201,4,1,1,1,1,0,0,0,0,1,1,0,1204.2518,7.488333323,12169.606,77.53898267,1.212246428,0,0,0.734000602,0,0.093047118,24.26992126,0,130.164
