"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17logic"
"1456","4","1","0","1","1","0","0","0","0","0","0","1",166.861781,7.555967742,0.032872279,10051,46.10011144,0.202677,6.130900692,0.376392958,0.025177,1.138235187,0.152566036,1.392194,"1"
"1457","4","1","0","1","1","0","0","0","0","0","0","1",81.114446,7.555967742,0.021832449,6675.471,30.61784469,0.235939,4.071898296,0.249985103,0.017743,0.75597015,0.101328241,1.35948,"1"
"1458","4","1","0","1","1","0","0","0","0","0","0","1",67.035859,7.555967742,0.01802072,5510,25.27227281,0.372458,3.360985256,0.206340185,0.018993,0.623985263,0.083637335,0.884511,"1"
"1459","4","1","0","1","1","0","0","0","0","0","0","1",79.688,7.555967742,0.0215308,6583.239,30.19481161,0.203,4.015638696,0.246531171,0.023,0.745525249,0.099928234,1.395,"1"
"1460","4","1","0","1","1","0","0","0","0","0","0","1",37.025922,7.555967742,0.009778939,2990,13.71399196,0.050163,1.823837734,0.111970445,0.007635,0.338605433,0.045385777,0.41581,"1"
"1461","4","1","0","1","1","0","0","0","0","0","0","1",79.308838,7.555967742,0.021794932,6664,30.56523158,0.31777,4.064901225,0.249555534,0.01703,0.754671106,0.10115412,0.92824,"1"
"1462","4","1","0","1","1","0","0","0","0","0","0","1",130.897611,7.555967742,0.033068512,10111,46.3753086,0.098402,6.167499442,0.378639856,0.024594,1.145029945,0.153476787,1.430385,"1"
"1463","4","1","0","1","1","0","0","0","0","0","0","1",132.3028,7.555967742,0.033513306,10247,46.99908883,0.07964,6.25045661,0.383732827,0.038629,1.160431396,0.155541157,1.285536,"1"
"1464","4","0","1","1","0","0","0","0","0","1","1","0",45.659438,7.555967742,0.011499247,3516,16.12655376,0.01665,2.144686781,0.131668256,0.008858,0.39817281,0.053370031,0.459406,"1"
"1465","4","0","1","1","0","0","0","0","0","1","1","0",65.457,7.555967742,0.017903857,5474.268,25.10838373,0.406,3.33918948,0.205002082,0.013,0.619938758,0.083094953,1.015,"1"
"1466","4","0","1","1","0","0","0","0","0","1","1","0",98.993862,7.555967742,0.015597244,4769,21.87358785,0.150712,2.908990687,0.178590988,0.012033,0.540070004,0.072389556,0.628461,"1"
"1467","1","0","1","0","0","0","0","0","0","0","0","0",2.74380043,7.473833334,0.000385925,118,0.541221087,0.008536891,0.071977543,0.004418901,0.001974466,0.013363024,0.001791144,0.05486883,"1"
"1468","2","0","1","0","0","0","0","0","0","0","0","0",39.5984,7.516774194,0.00939985,2874.09,13.18235691,0.207930446,1.753135048,0.107629812,0.048091461,0.325479093,0.020114,1.336423342,"0"
"1469","2","0","1","0","0","0","0","0","0","0","0","0",28.9255,7.633666667,0.007666165,2344,10.75103584,0.169580272,1.429791187,0.087778837,0.039221592,0.26544854,0.03932,1.08993675,"1"
"1470","2","0","1","0","0","0","0","0","0","0","0","0",18.75656,7.427741935,0.007429847,2271.74355,10.419623,0.164352769,1.385716257,0.085072955,0.038012542,0.257265789,0.008996,1.056338218,"1"
"1471","2","0","1","0","0","0","0","0","0","0","0","0",16.4166,7.298709677,0.009225627,2820.82,12.93802769,0.204076546,1.720641457,0.10563494,0.047200107,0.319446481,0.038742,1.311653321,"1"
"1472","2","0","1","0","0","0","0","0","0","0","0","0",19.2957,7.633666667,0.006593817,2016.12,9.247175074,0.145859291,1.229791215,0.075500286,0.033735254,0.228317453,0.01472,0.937475802,"1"
"1473","2","0","1","0","0","0","0","0","0","0","0","0",22.7613,7.846666667,0.007779391,2378.62,10.9098246,0.172084909,1.450908666,0.089075298,0.03980088,0.269369116,0.048663,1.106034707,"1"
"1474","2","0","1","0","0","0","0","0","0","0","0","0",26.8519,7.691333333,0.010245155,3132.55,14.36781455,0.226629131,1.910790266,0.117308702,0.052416211,0.354748645,0.027165,1.456604679,"1"
"1475","2","0","1","0","0","0","0","0","0","0","0","0",26.3644,7.633666667,0.007732491,2364.28,10.84405248,0.17104746,1.442161565,0.088538289,0.039560932,0.267745168,0.031152,1.099366749,"1"
"1476","2","0","1","0","0","0","0","0","0","0","0","0",26.0669,7.13,0.009192006,2810.54,12.89087725,0.203332824,1.714370872,0.105249972,0.047028094,0.318282312,0.036907,1.306873223,"1"
"1477","2","0","1","0","0","0","0","0","0","0","0","0",54.148,7.705483871,0.012566034,3842.18,17.62261727,0.277968401,2.343649788,0.143883145,0.06429028,0.435111379,0.023762,1.78657559,"1"
"1478","2","0","1","0","0","0","0","0","0","0","0","0",26.6403,7.816129032,0.008930199,2730.49,12.52371836,0.197541484,1.665542039,0.102252234,0.045688637,0.309216973,0.027596,1.269650767,"1"
"1479","2","0","1","0","0","0","0","0","0","1","0","1",22.3185,7.826,0.008470752,2590.01,11.87939007,0.187378243,1.579852164,0.096991496,0.043338019,0.29330818,0.028676,1.20432896,"1"
"1480","2","0","1","0","0","0","0","0","0","1","0","1",14.60009,7.633666667,0.002034117,621.949913,2.852647527,0.04499592,0.379376495,0.023290973,0.010406939,0.070433318,0.001822,0.289200541,"1"
"1481","2","0","1","0","0","0","0","0","0","1","0","1",25.22708,7.863870968,0.007986973,2442.09,11.20093733,0.176676744,1.489624044,0.091452142,0.040862908,0.276556837,0.004714,1.135547627,"1"
"1482","2","0","1","0","0","0","0","0","0","1","0","1",11.45467,7.611785714,0.004282976,1309.559056,6.006448952,0.094742057,0.798803753,0.049040773,0.021912539,0.148302278,0.009934,0.608931972,"1"
"1483","2","0","1","0","0","0","0","0","0","1","0","1",22.47497,7.396129032,0.006748605,2063.4478,9.464249679,0.149283293,1.258660187,0.077272632,0.034527179,0.233677136,0.012823,0.95948276,"1"
"1484","4","1","0","1","1","0","0","0","0","0","0","1",57.77,6.785454545,0.012749545,3898.29,2.851401686,0.236823743,2.37787572,0.059694,0.014588,0.041496,0.005457473,1.85,"1"
"1485","4","1","0","1","1","0","0","0","0","0","0","1",102.03,7.329090909,0.03175506,9709.4,7.101934317,0.589852589,5.922531805,0.168762,0.037402,0.066017,0.013592829,10.29,"1"
"1486","4","1","0","1","1","0","0","0","0","0","0","1",109.87,7.466666667,0.047095892,14400,10.53287064,0.874809697,8.783700125,0.373833,0.115464,0.473127,0.020159509,8.74,"1"
"1487","4","1","0","1","1","0","0","0","0","0","0","1",158.603941,7.744153846,0.042176988,12896,9.432770815,0.783440685,7.866291445,0.231453,0.433739,1.158664,0.018053961,12.406637,"1"
"1488","4","1","0","1","1","0","0","0","0","0","0","1",157.73,7.392333333,0.048050892,14692,0.11,0.01,8.961814044,0.728118,0.13399,0.496949,0.020568299,8.85,"1"
"1489","4","0","1","1","0","0","0","0","0","1","1","0",146.34,7.383225806,0.046320773,14163,10.35951714,0.860411788,8.639135061,0.310391,0.058073,0.603731,0.019827717,8.75,"1"
"1490","4","0","1","1","0","0","0","0","0","1","1","0",175.84,7.450645161,0.053176103,16259.08,11.89269349,0.987750059,9.91770021,0.781698,0.071037,0.872427,0.022762158,4.43,"1"
"1491","4","0","1","1","0","0","0","0","0","1","1","0",162.44,7.384516129,0.049470539,15126.07,11.06395407,0.918918939,9.226587705,0.226853,0.153292,0.370846,0.021175983,11.01,"1"
"1492","4","0","1","1","0","0","0","0","0","1","1","0",192.36,7.329032258,0.05549466,16968,12.41123257,1.030817427,10.35012665,1.1256,0.08098,0.623491,0.023754622,9.99,"1"
"1493","4","0","1","1","0","0","0","0","0","1","1","0",251.46329,7.670967742,0.064289164,19657,14.37809987,1.194175988,11.99036065,0.601333835,1.569524,1.684803,0.02751913,18.835715,"1"
"1494","4","0","1","1","0","0","0","0","0","1","1","0",179.394592,7.729492048,0.040561337,12402,9.071434836,0.753429852,7.564961733,0.379393713,0.306453,1.261553,0.017362377,14.432044,"1"
"1495","4","0","1","1","0","0","0","0","0","1","1","0",483.648888,7.836774194,0.069800037,21342,15.61059202,1.296540872,13.01817556,0.68802,0.154665,0.993025,0.029878073,14.413091,"1"
"1496","4","0","1","1","0","0","0","0","0","1","1","0",261.810133,8.127586207,0.055347485,16923,12.37831735,1.028083647,10.32267758,0.518458,0.229227,1.654659,0.023691623,18.76218,"1"
"1497","4","0","1","1","0","0","0","0","0","1","1","0",151.49,7.218666667,0.049434334,15115,11.05585692,0.918246429,9.219835236,0.462388,0.100869,1.522564,0.021160485,3.59,"1"
"1498","4","0","1","1","0","0","0","0","0","1","1","0",204.977276,7.795483871,0.06701353,20490,14.98739718,1.244781299,12.4984733,0.626816415,0.196954,0.14184,0.038142,15.48921,"1"
"1499","4","0","1","1","0","0","0","0","0","1","1","0",260.325509,7.589677419,0.072871082,22281,16.29742296,1.353585755,13.59094601,0.681605493,1.39731,0.199622,0.002383,19.227607,"1"
"1500","4","0","1","1","0","0","0","0","0","1","1","0",345.04426,7.712,0.081354884,24875,18.19480258,1.511173002,15.17323199,0.760959411,2.242226,0.207154,0.034824152,25.385575,"1"
"1501","4","0","1","1","0","0","0","0","0","1","1","0",265.458499,7.652258065,0.049068033,15003,10.97393459,0.911442354,9.151517568,0.242692,0.090802,0.83632,0.021003689,6.050038,"1"
"1502","4","0","1","1","0","0","0","0","0","1","1","0",204.784778,7.651666667,0.054150465,16557,12.11060688,1.0058489,10.09942521,0.506500702,0.938847,1.131507,0.023179236,13.43176,"1"
"1503","4","0","1","1","0","0","0","0","0","1","1","0",244.830317,7.825,0.080220003,24528,48.50363,2.934149,14.96156921,0.750344219,0.345316,0.008732,0.081664,21.795447,"1"
"1504","4","0","1","1","0","0","0","0","0","1","1","0",240.220335,7.755806452,0.070813907,21652,15.83734132,1.315373581,13.2072691,0.662363545,1.519143,0.137201,0.015668,17.277907,"1"
"1505","4","0","1","1","0","0","0","0","0","1","1","0",214.341925,7.700001161,0.055236287,16889,12.35344807,1.026018124,10.30193829,0.541504,0.380411,1.905135,0.023644025,17.60091,"1"
"1506","4","0","1","1","0","0","0","0","0","1","1","0",371.138706,7.887096774,0.069701921,21312,0.81,0.04,12.99987619,0.68467,0.34912,0.883671,0.02,13.896215,"1"
"1507","4","0","1","1","0","0","0","0","0","1","1","0",230.739118,7.922258065,0.07984389,24413,34.785887,3.052089,14.89142161,0.746826215,0.320943,1.012249443,0.109393,15.876002,"1"
"1508","2","0","1","0","0","0","0","0","0","1","0","1",7.22631,7.43483871,0.001549409,473.746095,2.172893023,0.034273887,0.288975252,0.01774099,0.00792708,0.053649833,0.007191082,0.251248229,"1"
"1509","2","0","1","0","0","0","0","0","0","1","0","1",11.743251,7.37,0.001718983,525.594674,2.41070272,0.038024952,0.320601806,0.019682632,0.00879465,0.059521476,0.007978101,0.18,"1"
"1510","2","0","1","0","0","0","0","0","0","1","0","1",3.532562,7.527142857,0.000768917,235.1033,1.078329353,0.017008909,0.143408117,0.008804221,0.003933927,0.0266245,0.003568678,0.12468554,"1"
"1511","2","0","1","0","0","0","0","0","0","1","0","1",65.256,7.39,0.010131886,3097.916927,14.20896583,0.224123548,1.889664812,0.116011752,0.051836704,0.35082659,0.047023869,1.64296054,"1"
"1512","2","0","1","0","0","0","0","0","0","1","0","1",8.931236,7.753125,0.001311569,401.024197,1.839345356,0.02901271,0.244616409,0.015017678,0.006710242,0.045414372,0.006087222,0.212680632,"1"
"1513","2","0","1","0","0","0","0","0","0","1","0","1",11.533429,7.6596,0.002079386,635.791317,2.916132779,0.045997297,0.387819463,0.02380931,0.010638544,0.072000801,0.009650797,0.3,"1"
"1514","2","0","1","0","0","0","0","0","0","1","0","1",78.5157,7.51483871,0.015635477,4780.69,21.92720543,0.345866345,2.916121344,0.179028758,0.079994144,0.541393849,0.072567001,2.535408537,"1"
"1515","2","0","1","0","0","0","0","0","0","1","0","1",8.339965,7.553703704,0.001444112,441.550332,2.025223312,0.031944635,0.269336507,0.016535313,0.007388356,0.050003793,0.006702376,0.26,"1"
"1516","2","1","0","1","1","0","0","0","0","0","0","1",47.760901,7.540322581,0.001000385,305.876724,1.402940112,0.02212912,0.186578432,0.011454566,0.005118162,0.034639305,0.004642961,0.162219775,"1"
"1517","2","1","0","1","1","0","0","0","0","0","0","1",7.339496,7.475483871,0.001548604,473.49979,2.171763315,0.034256068,0.288825011,0.017731767,0.007922959,0.05362194,0.007187343,0.251117602,"1"
"1518","2","1","0","1","1","0","0","0","0","0","0","1",47.7353,7.568,0.009779658,2990.22,13.71500102,0.216332049,1.82397193,0.111978684,0.050034637,0.338630347,0.045389117,1.58584416,"1"
"1519","2","1","0","1","1","0","0","0","0","0","0","1",10.722347,7.259354839,0.001868487,571.30703,2.620367898,0.041332083,0.348485391,0.021394482,0.009559544,0.064698216,0.008671978,0.34,"1"
"1520","2","1","0","1","1","0","0","0","0","0","0","1",89.2878,7.639354839,0.011938452,3650.291,16.74249546,0.264085897,2.226601494,0.136697227,0.061079447,0.413380724,0.05540846,1.935908617,"1"
"1521","2","1","0","1","1","0","0","0","0","0","0","1",31.597855,7.740645161,0.007950738,2431.0109,11.15012172,0.175875209,1.482866024,0.091037248,0.040677525,0.275302174,0.036900776,1.28927117,"1"
"1522","2","1","0","1","1","0","0","0","0","0","0","1",45.7206,7.487333333,0.006526528,1995.545679,9.152808494,0.14437081,1.217241308,0.074729812,0.033390989,0.225987495,0.030290766,1.05832496,"1"
"1523","2","1","0","1","1","0","0","0","0","0","0","1",53.51606,7.563548387,0.008530008,2608.128,11.96249044,0.188689017,1.590903767,0.097669984,0.043641183,0.29535997,0.03958927,1.383204098,"1"
"1524","2","0","1","0","0","0","0","0","0","0","0","0",2.325911616,7.137402778,7.86e-05,24.028,0.110207291,0.001738342,0.01465658,0.000899808,0.000402055,0.002721074,0.000364726,0.077500316,"1"
"1525","2","0","1","0","0","0","0","0","0","0","0","0",27.41725913,7.137402778,0.000926337,283.236,1.299095728,0.020491143,0.172768062,0.010606709,0.00473932,0.032075334,0.004299293,0.913554166,"1"
"1526","2","0","1","0","0","0","0","0","0","0","0","0",46.968,6.740666667,0.002090799,639.281,2.932138627,0.046249764,0.389948097,0.023939993,0.010696936,0.072395993,0.009703768,1.481,"1"
"1527","2","0","1","0","0","0","0","0","0","0","0","0",36.64,7.0172,0.001338743,409.333,1.877454673,0.029613823,0.249684606,0.015328829,0.006849271,0.04635531,0.006213343,2.96,"1"
"1528","2","0","1","0","0","0","0","0","0","0","0","0",59.42,6.978064516,0.001968029,601.743,2.759966108,0.04353402,0.367050699,0.022534258,0.010068822,0.068144966,0.009133971,0.81,"1"
"1529","2","0","1","0","0","0","0","0","0","0","0","0",53.477,7.42483871,0.002763361,844.923,3.87534021,0.061127249,0.515385435,0.031640938,0.014137895,0.09568412,0.012825247,0.689,"1"
"1530","2","0","1","0","0","0","0","0","0","0","0","0",54.592,7.106785714,0.002159736,660.359,3.02881539,0.047774684,0.402805238,0.024729328,0.011049629,0.074782992,0.010023715,0.285,"1"
"1531","2","0","1","0","0","0","0","0","0","0","0","0",24.353,6.819354839,0.001398058,427.469,1.960637602,0.0309259,0.260747188,0.016007991,0.007152737,0.048409139,0.006488633,1.858,"1"
"1532","2","0","1","0","0","0","0","0","0","1","0","1",10.124,8.033225806,0.000700761,214.264,0.982747416,0.015501257,0.130696578,0.008023825,0.003585228,0.024264533,0.003252354,0.032,"1"
"1533","2","0","1","0","0","0","0","0","0","1","0","1",38.71430903,7.137402778,0.001308026,399.941,1.834377143,0.028934345,0.243955681,0.014977114,0.006692117,0.045291704,0.00607078,1.289976439,"1"
"1534","2","0","1","0","0","0","0","0","0","1","0","1",157.085,6.856451613,0.003937517,1203.932,5.521977849,0.087100306,0.734373449,0.045085218,0.020145107,0.13634044,0.018274712,0.473,"1"
"1535","2","0","1","0","0","0","0","0","0","1","0","1",306.716,7.249344323,0.004288101,1311.126,6.013635927,0.09485542,0.799759556,0.049099452,0.021938758,0.148479728,0.01990183,9.349,"1"
"1536","2","0","1","0","0","0","0","0","0","1","0","1",109.4,7.217666667,0.003701597,1131.797,5.19112206,0.081881589,0.690372601,0.042383884,0.018938089,0.128171443,0.017179761,0.473,"1"
"1537","2","0","1","0","0","0","0","0","0","1","0","1",44.976,7.229285714,0.001401289,428.457,1.965169182,0.030997378,0.261349848,0.01604499,0.007169269,0.048521026,0.00650363,3.012,"1"
"1538","2","0","1","0","0","0","0","0","0","1","0","1",142.488,7.613703704,0.002616887,800.137,3.669923875,0.057887138,0.488066907,0.029963778,0.013388501,0.090612286,0.012145431,5.783,"1"
"1539","2","0","1","0","0","0","0","0","0","1","0","1",73.474,7.341333333,0.00317025,969.333,4.445961528,0.070127881,0.591272944,0.036299882,0.016219617,0.10977305,0.01471369,1.56,"1"
"1540","2","0","1","0","0","0","0","0","0","1","0","1",34.83940301,7.137402778,0.001177106,359.911,1.650774769,0.026038313,0.219538215,0.013478058,0.006022305,0.040758468,0.005463157,1.160863003,"1"
"1541","2","0","1","0","0","0","0","0","0","1","0","1",150.91,7.165083333,0.003395267,1038.134,4.761525528,0.075105395,0.633240121,0.038876363,0.017370848,0.117564486,0.015758033,7.536,"1"
"1542","2","0","1","0","0","0","0","0","0","1","0","1",314.703,7.109722222,0.005420476,1657.36,7.601679503,0.119904249,1.010955086,0.06206533,0.027732209,0.187689331,0.025157382,11.795,"1"
"1543","2","0","1","0","0","0","0","0","0","1","0","1",163.154,7.029637097,0.005504486,1683.047,7.719495996,0.121762615,1.026623621,0.063027265,0.028162023,0.19059828,0.02554729,6.958,"1"
"1544","3","0","1","0","0","0","0","0","0","1","0","1",84.7,6.462758621,0.005441767,1663.87,7.631538396,1.06,1.014926051,0.062309119,0.027841139,0.188426563,0.025256198,49.37,"1"
"1545","3","0","1","0","0","0","0","0","0","1","0","1",182.85,6.713153504,0.00664523,2031.84,9.319276731,3.42359151,1.239380088,0.076088973,0.033998293,0.23009768,0.030841685,75.25509481,"1"
"1546","3","0","1","0","0","0","0","0","0","1","0","1",34.1,6.963548387,0.000791047,241.87,1.109365631,0.661,0.147535663,0.009057623,0.004047153,0.027390801,0.003671391,10.74,"1"
"1547","3","0","1","0","0","0","0","0","0","1","0","1",282.21,6.713153504,0.011158227,3411.73,15.64830695,5.748666166,2.081084252,0.127763521,0.057087663,0.386364654,0.051787297,126.3633281,"1"
"1548","3","0","1","0","0","0","0","0","0","1","0","1",304.09,6.713153504,0.008445896,2582.41,11.84453177,4.351286002,1.575216322,0.096706889,0.04321085,0.292447511,0.039198891,95.6470536,"1"
"1549","3","0","1","0","0","0","0","0","0","1","0","1",209.51,6.713153504,0.013070582,3996.45,18.33019504,6.733902418,2.437751275,0.149660296,0.066871643,0.452581834,0.060662873,148.0201313,"1"
"1550","3","0","1","0","0","0","0","0","0","1","0","1",164.37,6.713153504,0.007560035,2311.55,10.60220004,3.894894753,1.409997363,0.08656364,0.038678614,0.261773709,0.035087456,85.61496693,"1"
"1551","3","0","1","0","0","0","0","0","0","1","0","1",227.52,6.713153504,0.008577797,2622.74,12.02951012,4.419240883,1.599816782,0.098217179,0.043885682,0.29701472,0.039811068,97.14079227,"1"
"1552","3","0","1","0","0","0","0","0","0","1","0","1",191.45,6.713153504,0.010236194,3129.81,14.35524722,5.273639137,1.909118923,0.117206093,0.052370363,0.354438351,0.04750798,115.9216022,"1"
"1553","3","0","1","0","0","0","0","0","0","1","0","1",157.32,6.713153504,0.004610786,1409.79,6.466170142,2.375455289,0.859942542,0.052794252,0.023589679,0.159653028,0.02139947,52.21566664,"1"
"1554","3","1","0","1","1","0","0","0","0","0","0","1",380.99,6.713153504,0.0063742,1948.97,8.939183582,3.283957962,1.188831113,0.072985632,0.032611649,0.220712987,0.029583785,72.18576371,"1"
"1555","3","1","0","1","1","0","0","0","0","0","0","1",263.08,6.713153504,0.009201524,2813.45,12.90422431,4.740581706,1.716145911,0.105358946,0.047076787,0.318611858,0.042705891,104.2042909,"1"
"1556","3","1","0","1","1","0","0","0","0","0","0","1",236.14,6.713153504,0.00869557,2658.75,12.19467429,4.47991669,1.621782132,0.099565693,0.044488229,0.301092707,0.040357671,98.47452719,"1"
"1557","3","1","0","1","1","0","0","0","0","0","0","1",164.09,6.713153504,0.004712664,1440.94,6.609043336,2.427942136,0.878943393,0.053960767,0.024110905,0.16318064,0.021872302,53.36939735,"1"
"1558","3","1","0","1","1","0","0","0","0","0","0","1",230.48,6.713153504,0.013363263,4085.94,18.74065161,6.884690475,2.492338312,0.153011545,0.068369058,0.462716215,0.062021258,151.3346534,"1"
"1559","3","0","1","0","0","0","0","0","0","1","0","1",33.40146851,8.604666667,0.004698028,1436.465,6.588518214,0.103923262,0.876213736,0.053793186,0.024036026,0.162673864,0.021804375,0.667941977,"1"
"1560","3","0","1","0","0","0","0","0","0","1","0","1",54.70066115,8.500333333,0.00769383,2352.459,10.78983405,0.170192252,1.434951001,0.088095613,0.039363134,0.266406488,0.035708421,1.093870101,"1"
"1561","3","0","1","0","0","0","0","0","0","1","0","1",13.19584312,8.777333333,0.001856039,567.501,2.602911087,0.04105673,0.346163792,0.021251953,0.009495859,0.064267198,0.008614205,0.263882336,"1"
"1562","3","0","1","0","0","0","0","0","0","1","0","1",20.13314721,8.609032258,0.002831794,865.847,3.971310634,0.062641028,0.528148639,0.032424506,0.014488011,0.098053678,0.013142856,0.402610267,"1"
"1563","3","0","1","0","0","0","0","0","0","1","0","1",27.12242075,8.511666667,0.003814859,1166.428,5.349961276,0.084387021,0.71149679,0.043680757,0.019517561,0.132093264,0.017705432,0.54237745,"1"
"1564","3","0","1","0","0","0","0","0","0","1","0","1",37.28031873,8.833548387,0.005243601,1603.279,7.35363054,0.115991676,0.977966802,0.060040088,0.026827284,0.181564876,0.024336476,0.745508832,"1"
"1565","3","0","1","0","0","0","0","0","0","1","0","1",36.08390548,8.498333333,0.005075322,1551.826,7.117635213,0.11226923,0.946581544,0.05811326,0.025966334,0.175738032,0.023555461,0.721583698,"1"
"1566","3","0","1","0","0","0","0","0","0","1","0","1",30.53231361,7.323333333,0.004294472,1313.074,6.022570662,0.094996351,0.800947796,0.049172401,0.021971354,0.148700331,0.019931399,0.610566386,"1"
"1567","3","0","1","0","0","0","0","0","0","1","0","1",56.15975841,8.52173913,0.007899057,2415.209,11.07764442,0.174731997,1.473227194,0.090445494,0.040413115,0.273512672,0.036660916,1.123048229,"1"
"1568","3","0","1","0","0","0","0","0","0","1","0","1",11.00347682,8.700333333,0.001547676,473.216,2.170461679,0.034235537,0.288651905,0.017721139,0.00791821,0.053589802,0.007183035,0.220040746,"1"
"1569","3","0","1","0","0","0","0","0","0","1","0","1",10.52021915,8.68,0.001479704,452.433,2.075137968,0.032731959,0.275974708,0.016942851,0.007570453,0.051236211,0.006867566,0.210376857,"1"
"1570","3","1","0","1","1","0","0","0","0","0","0","1",21.50181532,8.740645161,0.003024302,924.708,4.241283638,0.066899417,0.564052623,0.034628751,0.015472918,0.104719449,0.014036318,0.429980048,"1"
"1571","3","1","0","1","1","0","0","0","0","0","0","1",45.72194628,8.426774194,0.006430944,1966.32,9.018761428,0.142256434,1.199414252,0.07363536,0.032901963,0.222677804,0.029847144,0.914319296,"1"
"1572","3","1","0","1","1","0","0","0","0","0","0","1",34.36121735,8.385185185,0.00483302,1477.74,6.77783093,0.106909365,0.901390627,0.055338865,0.02472667,0.167348091,0.022430896,0.687134443,"1"
"1573","3","1","0","1","1","0","0","0","0","0","0","1",46.99758096,8.52516129,0.006610366,2021.18,9.270383368,0.146225365,1.23287771,0.075689774,0.033819922,0.228890478,0.030679875,0.939828652,"1"
"1574","3","0","1","1","0","0","0","0","0","1","1","0",152.0065438,8.569666667,0.021380227,6537.2,29.98364824,0.472943753,3.987555865,0.244807088,0.109385406,0.740311518,0.099229399,3.039733159,"1"
"1575","3","0","1","1","0","0","0","0","0","1","1","0",15.42004215,8.642333333,0.00216888,663.155,3.041639578,0.047976965,0.40451074,0.024834034,0.011096414,0.075099627,0.010066156,0.308360497,"1"
"1576","3","0","1","1","0","0","0","0","0","1","1","0",177.6282918,8.522258065,0.024984011,7639.09,35.03759828,0.552661674,4.659685819,0.286071006,0.127823068,0.865096113,0.115955196,3.552101079,"1"
"1577","3","1","1","1","1","0","0","0","0","1","1","0",13.85321585,7.167096774,0.001948501,595.772,2.732579404,0.043102038,0.363408513,0.022310654,0.009968911,0.067468775,0.009043336,0.277028071,"1"
"1578","3","0","1","0","0","0","0","0","0","1","0","1",8.87973,7.463225806,0.001946,584.26574,2.679804569,0.0422696,0.356389934,0.021879764,0.009776379,0.11697,0.008868681,0.271677774,"1"
"1579","3","0","1","0","0","0","0","0","0","1","0","1",6.193082,6.653225806,0.001111,608.618,2.791499117,0.044031402,0.371244306,0.022791715,0.01018386,0.046088,0.009238328,0.283001333,"1"
"1580","3","0","1","0","0","0","0","0","0","1","0","1",5.38684,7.436896552,0.000932,698.824235,3.205240783,0.05055751,0.426268231,0.026169786,0.011693259,0.043254,0.010607586,0.324946338,"1"
"1581","3","0","1","0","0","0","0","0","0","1","0","1",8.44145,7.014444444,0.000986,648.24743,2.973264229,0.046898454,0.395417433,0.02427577,0.010846969,0.051777,0.009839871,0.301428625,"1"
"1582","3","0","1","0","0","0","0","0","0","1","0","1",5.333805,7.299354839,0.000752,911.1028,4.178881764,0.065915128,0.555753735,0.03411926,0.015245265,0.177819,0.013829802,0.423653765,"1"
"1583","3","0","1","0","0","0","0","0","0","1","0","1",1.7518,7.470967742,0.003017,813.95,3.733278848,0.05888646,0.49649255,0.030481051,0.013619631,0.09401,0.012355101,0.378478677,"1"
"1584","3","0","1","0","0","0","0","0","0","1","0","1",5.320323,7.366774194,0.001139,709.687633,3.255067055,0.051343439,0.432894677,0.026576602,0.011875034,0.045418,0.010772483,0.32999771,"1"
"1585","3","0","1","0","0","0","0","0","0","1","0","1",19,7.666428571,0.000998,756.785774,3.471088301,0.054750827,0.461623562,0.028340348,0.012663116,0.114702,0.011487395,0.351897878,"1"
"1586","3","0","1","0","0","0","0","0","0","1","0","1",25.25559,7.470967742,0.001095,1780.365873,8.165860625,0.128803298,1.085986107,0.066671692,0.029790437,0.32318,0.027024511,0.827852472,"1"
"1587","3","0","1","0","0","0","0","0","0","1","0","1",18.29,7.577916667,0.00013,1008.14167,4.623962126,0.072935554,0.614945425,0.037753201,0.016868994,0.35412,0.015302774,0.468775877,"1"
"1588","3","0","1","0","0","0","0","0","0","1","0","1",17.09289,7.590729323,0.001601,756.2789,3.468763463,0.054714156,0.46131438,0.028321366,0.012654634,0.121993,0.011479701,0.351662187,"1"
"1589","3","0","1","0","0","0","0","0","0","1","0","1",9.5955,6.838666667,0.000924,971.513508,4.455962688,0.070285634,0.592603008,0.036381538,0.016256103,0.082386,0.014746788,0.451744145,"1"
"1590","3","0","1","0","0","0","0","0","0","1","0","1",21.454035,7.478709677,0.002447,1040.142446,4.770737506,0.075250699,0.634465231,0.038951576,0.017404455,0.139051,0.01578852,0.48365592,"1"
"1591","3","0","1","0","0","0","0","0","0","1","0","1",11.78804,7.284666667,0.000876,884.229977,4.055626353,0.063970973,0.539361872,0.033112918,0.014795609,0.040591,0.013421895,0.411158169,"1"
"1592","3","0","1","0","0","0","0","0","0","1","0","1",29.8065,7.669642857,0.000216,1274.43687,5.845356852,0.092201089,0.777379951,0.047725506,0.021324848,0.23525,0.019344919,0.592600504,"1"
"1593","3","0","1","0","0","0","0","0","0","1","0","1",11.210795,7.470967742,0.023089,2857.0321,13.10411881,0.206696366,1.742730084,0.106991022,0.047806036,0.219816,0.043367432,1.328491588,"1"
"1594","3","0","1","0","0","0","0","0","0","1","0","1",9.71479,7.587741935,0.000577,992.303494,4.551318441,0.071789717,0.605284467,0.037160088,0.016603977,0.223077,0.015062363,0.461411282,"1"
