"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HW17"
"245","5","0","0","0","0","0","0","0","0","0","1","0",101.5203345,7.443790067,0.022016465,3781.57,31.10845646,0.490294684,0.557500105,0.100733727,0.036121885,0.086771591,0.907245061,38.204
"65","2","1","0","1","0","0","0","0","0","0","0","0",64.76,7.336451613,0.03107603,5337.65,43.90928969,0.692046272,1.326495786,0.142184695,0.050985696,0.122477274,1.280567754,53.6225
"323","2","0","1","1","0","0","0","0","0","0","1","0",3.974991829,7.443790067,0.000862047,148.066,1.218040315,0.01919731,0.021828714,0.003944192,0.001414339,0.00339751,0.035522851,7.2
"25","4","0","1","1","0","0","0","0","0","0","1","0",34.4477636,7.443790067,0.007470602,1283.158,10.5556858,0.16636623,0.191,0.034180853,0.012256837,0.029443237,0.307845355,6.3
"496","1","0","0","1","0","0","0","0","0","0","1","0",67.85957184,6.820666667,0.014716538,2527.7273,20.79392809,0.327729292,0.372651633,0.067333777,0.02414507,0.058001021,0.606432807,18.75
"281","2","1","0","0","1","0","0","0","0","0","1","0",4.556429621,7.443790067,0.000988142,169.7242,1.396207894,0.022005377,0.025021687,0.004521125,0.00162122,0.003894477,0.040718919,0.654
"94","5","0","0","0","0","0","0","0","0","0","1","0",141,7.615217391,0.010956364,1881.876,15.48093982,0.243992257,0.277436638,0.050129545,0.017975843,0.04318137,0.451485152,64.863
"477","3","0","0","0","0","0","0","0","0","0","1","0",20.46882,7.717888889,0.006101502,1048,8.621197641,0.135877117,0.154501995,0.027916697,0.010010587,0.024047321,0.251428064,68.75
"314","3","0","1","1","0","0","0","0","0","1","1","1",39.16779056,7.443790067,0.008494222,1458.9761,12.00202415,0.189161704,0.21509038,0.038864308,0.013936266,0.033477544,0.350026275,21.645
"271","4","1","1","0","0","0","0","0","0","0","1","0",341.4735596,7.443790067,0.074054529,12719.68,104.6363313,1.649154051,1.875206049,0.338827727,0.121499487,0.291864721,3.051607364,37.36
"89","5","0","0","0","0","0","0","0","0","0","1","0",224.2668213,7.970333333,0.007583736,1302.59,10.71553992,0.168885662,0.192035071,0.034698484,0.012442453,0.029889122,0.31250733,18.145
"352","2","0","0","0","0","0","0","0","0","1","1","0",34.380491,7.443790067,0.00595595,1023,8.415539301,0.132635773,0.150816356,0.027250746,0.009771785,0.023473673,0.245430257,11.733
"200","2","0","0","0","0","0","0","0","0","0","1","0",367.3,7.7435,0.032256042,5540.33,45.57660299,0.718324491,0.816786297,0.147583699,0.052921713,0.127127952,1.329193173,31.69
"504","2","0","1","1","0","0","0","0","0","0","1","0",9.697180303,7.443790067,0.002103004,361.214,2.971466875,0.046832745,0.053252179,0.009622044,0.003450347,0.008288386,0.086659672,1.044
"536","1","0","1","1","0","0","0","0","0","0","0","0",8.794507675,7.654817194,0.001907243,327.59,2.694864633,0.042473268,0.048295142,0.008726365,0.003129168,0.007516853,0.078592862,0.319
"476","3","0","0","0","0","0","0","0","0","0","1","0",29.84913,7.717888889,0.008372098,1438,11.82946776,0.186442074,0.211997967,0.038305545,0.013735901,0.032996229,0.344993851,67.43
"337","2","0","1","0","0","0","0","0","0","0","0","0",13.70379682,7.443790067,0.002971909,510.458,4.199197811,0.066182788,0.075254561,0.013597616,0.004875939,0.011712927,0.12246514,1.741
"508","5","0","1","1","0","0","0","0","0","0","1","0",706.661,6.97,0.200790633,34488,283.7097941,5.3866,0.01,0.91869376,0.3,0.791358783,0.793,37.291
"309","3","0","1","1","0","0","0","0","0","1","1","1",45.07356327,7.443790067,0.009774993,1678.9625,13.81170567,0.217683763,0.247522,0.044724321,0.016037595,0.038525334,0.402803713,22.146
"333","2","0","1","0","0","0","0","0","0","0","0","0",11.10055919,7.443790067,0.002407351,413.489,3.401498465,0.053610394,0.060958851,0.011014549,0.003949683,0.009487884,0.099201087,1.5095
"418","2","0","0","1","0","0","0","0","0","0","1","0",62.08532077,6.910655914,0.01346429,2312.64,19.0245482,0.299842419,0.340942266,0.061604266,0.022090538,0.053065645,0.554830723,1.7
"121","3","0","0","1","0","0","0","0","0","0","0","0",91.37514683,7.139032258,0.019816303,3403.668,27.99970852,0.441298277,0.501787688,0.090667147,0.032512132,0.078100283,0.816581733,28.66
"170","2","0","1","0","0","0","0","0","0","1","0","0",25.80459534,7.038333333,0.005596179,961.2053,7.907195482,0.12462386,0.141706237,0.025604654,0.009181516,0.022055737,0.23060495,31.15
"288","2","1","0","0","1","0","0","0","0","0","1","0",4.63887662,7.443790067,0.001006022,172.7953,1.421471787,0.022403556,0.025474445,0.004602933,0.001650556,0.003964947,0.041455713,1.159
"415","2","0","0","1","0","0","0","0","0","0","1","0",85.51714403,6.64,0.018545892,3185.461,26.20466494,0.413006924,0.469618397,0.084854533,0.0304278,0.073093324,0.764231195,3
"317","3","0","1","1","0","0","0","0","0","1","1","1",66.17732392,7.443790067,0.014351713,2465.0646,20.27844381,0.319604838,0.363413549,0.065664564,0.023546511,0.056563168,0.591399256,33.688
"182","4","1","0","0","0","0","0","0","0","0","1","0",51.54469029,7.443790067,0.01117837,1920.008,15.79462638,0.248936213,0.28305827,0.051145308,0.018340083,0.044056344,0.460633487,17.256
"484","3","0","0","0","0","0","0","0","0","0","1","0",45.80384,7.780666667,0.008878616,1525,12.54515878,0.19772195,0.224823991,0.040623057,0.014566932,0.034992523,0.365866219,55.653
"374","3","0","0","0","0","0","0","0","0","1","1","0",49.07463607,7.443790067,0.010642695,1828,15.03773787,0.237007032,0.269493938,0.048694392,0.017461215,0.041945136,0.438559638,29.72
"97","5","0","0","0","0","0","0","0","0","0","1","0",963.2633497,7.791483871,0.032573407,5594.841,46.02502866,0.725392046,0.824822613,0.149035767,0.053442406,0.128378757,1.342271031,26.17
"173","2","0","1","0","0","0","0","0","0","1","0","0",19.57078768,7.151774194,0.004244268,728.9998,5.996995569,0.094517549,0.10747321,0.019419148,0.006963469,0.016727569,0.174896,52.51
"7","4","0","0","1","0","0","0","0","0","0","1","0",717.25,6.958387097,0.101773336,17480.69,143.801988,2.266436792,2.577100653,0.465651845,0.166977067,0.401110461,4.193832103,59.706
"495","1","0","0","1","0","0","0","0","0","0","1","0",97.18281322,7.776557613,0.021075797,3620,29.77932773,0.46934653,0.533680556,0.096429814,0.034578554,0.083064219,0.868482435,22
"237","4","1","1","1","0","0","0","0","0","0","1","0",183.5556788,7.443790067,0.039807268,6837.3361,56.24620788,0.88648618,1.007998159,0.182133438,0.065310827,0.156888946,1.640360857,37.971
"447","5","0","0","1","0","0","0","0","0","1","1","0",61.18,7.915517241,0.057288849,9839.99,80.94704063,0.566427521,1.450666115,0.262118343,0.093992438,0.225787593,2.8,46.028
"27","4","0","1","1","0","0","0","0","0","0","1","0",55.33975968,7.443790067,0.012001397,2061.372,16.9575338,0.267264584,0.23,0.054910972,0.019690404,0.047300071,0.494548446,6.85
"416","2","0","0","1","0","0","0","0","0","0","1","0",122.5359031,6.800666667,0.026574059,4564.387,37.54817027,0.591789834,0.672907346,0.121586461,0.043599421,0.104734045,1.095052468,3.4
"298","3","0","0","1","0","0","0","0","0","0","1","0",21.92219833,7.443790067,0.004754213,816.5884,6.717528615,0.105873738,0.120386009,0.021752339,0.007800123,0.01873737,0.195909581,32.02
"520","4","0","1","1","0","0","0","0","0","0","1","0",282.38,8.099333333,0.015784491,2711.16,22.30290668,0.351512027,0.005,0.07222007,0.015,0.062210052,0.650440563,34.544
"437","2","0","1","0","0","0","0","0","0","0","0","0",155.7,6.804516129,0.027194765,4671,38.42520437,0.605612608,0.688624828,0.124426425,0.044617797,0.107180378,1.120630236,20.827
"534","4","0","1","1","0","0","0","0","0","0","1","0",174.21,7.561290323,0.013863275,2381.17,19.58829884,0.30872759,0.004391423,0.063429773,0.021059821,0.054638129,0.571271911,47.5
"429","2","0","1","0","0","0","0","0","0","0","0","0",89.3,7.533870968,0.024580667,4222,34.73158057,0.54739808,0.622430748,0.112465932,0.04032891,0.096877661,1.012909624,13.33
"242","4","1","1","1","0","0","0","0","0","0","1","0",200.8798092,7.443790067,0.043564309,7482.6493,61.55476956,0.970153448,1.103133824,0.199323336,0.071474915,0.171696249,1.795179415,5.93
"417","2","0","0","1","0","0","0","0","0","0","1","0",135.4140487,7.020645161,0.029366911,5044.09,41.49436719,0.653985121,0.743627834,0.134364823,0.048181585,0.11574127,1.210139106,3
"253","5","0","0","0","0","0","0","0","0","0","1","0",126.9433048,7.443790067,0.027529882,4728.56,38.89871214,0.613075477,0.697110644,0.125959713,0.045167615,0.108501145,1.134439586,49.097
"42","4","0","1","1","0","0","0","0","0","0","1","0",71.81750836,7.443790067,0.015574886,2675.158,22.00674221,0.346844233,0.487,0.071261046,0.025553341,0.061383953,0.641803241,41.98
"2","4","0","0","1","0","0","0","0","0","0","1","0",336.86,7.693870968,0.071653227,12307.23,101.24338,1.595678367,1.814400374,0.327840855,0.117559728,0.282400677,2.952655546,45.41
"398","3","0","0","0","0","0","0","0","0","1","1","0",297.7073,7.2,0.029299532,5032.517,41.39916383,0.652484638,0.741921677,0.13405654,0.048071039,0.115475717,1.207362601,26.77
"239","4","1","1","1","0","0","0","0","0","0","1","0",170.43805,7.443790067,0.03696248,6348.7125,52.22662713,0.823134304,0.935962547,0.169117448,0.060643452,0.14567703,1.523134058,30.04
"452","5","0","0","1","0","0","0","0","0","1","1","0",151,7.693548387,0.049014037,8418.7,69.25503491,0.484612624,1.24113163,0.22425792,0.080416153,0.193174791,0.92,48.475
"390","3","0","0","0","0","0","0","0","0","1","1","0",118.6277,7.426451613,0.029081852,4995.128,41.09158944,0.647637014,0.736409583,0.13306057,0.047713896,0.114617792,1.198392521,20.35
"224","2","1","0","1","0","0","0","0","0","0","1","0",6.2564,7.443790067,3e-04,66.1293,0.2618,0.0084,0.0227,4e-04,0.0217,0.0019,0.015865231,3.6245
"453","5","0","0","1","0","0","0","0","0","1","1","0",29.43,8.191666667,0.051015772,8762.52,72.08341294,0.2,1.291819489,0.233416622,0.083700351,0.201064056,2.55,35.646
"521","4","0","1","1","0","0","0","0","0","0","1","0",277.58,7.830357143,0.011883664,2041.15,16.79118088,0.264642726,0.003764348,0.054372297,0.018052576,0.046836058,0.48969694,40.372
"451","5","0","0","1","0","0","0","0","0","1","1","0",52.66,8.366774194,0.039812647,6838.26,56.25380819,0.25,1.008134365,0.182158049,0.065319653,0.156910146,2.18,28.972
"236","4","1","1","1","0","0","0","0","0","0","1","0",204.3015436,7.443790067,0.044306372,7610.1068,62.60327748,0.986678789,1.121924318,0.202718558,0.0726924,0.174620879,1.825758034,22.234
"211","2","0","0","0","0","0","0","0","0","0","1","0",200.7,6.898333333,0.040477815,6952.51,57.19366681,0.901418906,1.024977736,0.185201449,0.066410979,0.159531717,1.66799249,31.22
"368","3","0","0","0","0","0","0","0","0","1","1","0",22.6044002,7.443790067,0.004902161,842,6.926572914,0.109168447,0.124132328,0.022429255,0.008042857,0.019320462,0.202006135,28.146
"171","2","0","1","0","0","0","0","0","0","1","0","0",21.85701336,7.156416667,0.004740077,814.1603,6.697554254,0.105558926,0.120028045,0.021687659,0.00777693,0.018681655,0.19532705,41.6
"76","2","1","0","1","0","0","0","0","0","0","0","0",1199.42,7.181333333,0.097401098,16729.71,137.6241759,2.169069428,4.09,0.445647187,0.159803641,0.383878536,4.013662783,71.9265
"33","4","0","1","1","0","0","0","0","0","0","1","0",54.39689847,7.443790067,0.011796921,2026.251,16.66861674,0.262711015,0.328,0.053975416,0.019354925,0.046494187,0.486122487,17.36
"40","4","0","1","1","0","0","0","0","0","0","1","0",67.66589616,7.443790067,0.014674536,2520.513,20.73458085,0.326793931,0.198,0.067141602,0.024076159,0.057835482,0.604702007,26.95
"403","3","0","0","0","0","0","0","0","0","1","1","0",108.914,7.545806452,0.044015242,7560.102,62.19192131,0.98019548,1.114552332,0.201386527,0.07221475,0.173473473,1.813761269,40.39
"350","2","0","0","0","0","0","0","0","0","1","1","0",10.821288,7.443790067,0.003295277,566,4.656104833,0.073384015,0.083442872,0.015077148,0.005406481,0.012987389,0.135790348,9.025
"218","2","1","0","1","0","0","0","0","0","0","1","0",8.39151843,7.443790067,0.003,131.3909,0.411666889,0.044315159,0.024017796,0.0035,0.043115269,0.0091,0.03152229,1.123
"188","4","1","0","0","0","0","0","0","0","0","1","0",82.40941485,7.443790067,0.017871927,3069.7,25.25237634,0.397998078,0.452552266,0.081770884,0.029322041,0.070437081,0.73645871,22.252
"465","3","0","0","0","0","0","0","0","0","0","1","0",25.34955,7.717888889,0.008471073,1455,11.96931543,0.188646188,0.214504202,0.038758392,0.013898286,0.033386309,0.34907236,48.443
"375","3","0","0","0","0","0","0","0","0","1","1","0",36.72543881,7.443790067,0.007964555,1368,11.2536244,0.177366313,0.201678177,0.03644088,0.013067255,0.031390014,0.328199992,26.96
"72","2","1","0","1","0","0","0","0","0","0","0","0",361.74,7.348387097,0.14846071,25499.76,209.7695332,3.306139188,4.69,0.679264394,0.243575919,0.585115375,6.117705428,10.5965
"36","4","0","1","1","0","0","0","0","0","0","1","0",61.21309159,7.443790067,0.013275132,2280.15,18.75727462,0.295629969,0.21,0.060738795,0.021780191,0.052320133,0.547035973,20.4
"468","3","0","0","0","0","0","0","0","0","0","1","0",26.15231,7.742758621,0.008313878,1428,11.74720442,0.185145537,0.210523711,0.038039164,0.01364038,0.032766769,0.342594728,72.268
"18","4","0","0","1","0","0","0","0","0","0","1","0",223.4136,7.011666667,0.095078689,16330.8107,134.3426972,2.117350643,2.407579044,0.43502128,0.15599332,0.374725426,3.917961944,39.491
"10","4","0","0","1","0","0","0","0","0","0","1","0",461.8419,7.525483871,0.099928612,17163.8383,141.1954602,2.225355785,2.530388611,0.457211527,0.163950472,0.393840008,4.117815491,41.562
"299","3","0","0","1","0","0","0","0","0","0","1","0",116.8412775,7.443790067,0.02533908,4352.2657,35.80318968,0.564287514,0.641635243,0.115935959,0.041573219,0.099866727,1.044161965,8
"234","4","1","1","1","0","0","0","0","0","0","1","0",175.4332735,7.443790067,0.038045782,6534.7815,53.7572928,0.847258845,0.963393875,0.174073967,0.0624208,0.149946554,1.567774295,2.478
"14","4","0","0","1","0","0","0","0","0","0","1","0",557.27,7.112580645,0.10842735,18623.59,153.2038647,2.414618048,2.745593335,0.496096495,0.177894147,0.427335349,4.468027842,56.13
"63","2","1","0","1","0","0","0","0","0","0","0","0",77.38,6.851935484,0.031927096,5483.83,45.11181514,0.710999055,1.362823975,0.146078648,0.05238202,0.125831508,1.31563813,1.232
"491","1","0","0","1","0","0","0","0","0","0","1","0",67.30312507,7.514193548,0.014595863,2507,20.6234184,0.32504192,0.369595899,0.066781642,0.023947081,0.057525414,0.601460073,21.4
"274","4","1","1","0","0","0","0","0","0","0","1","0",377.9740282,7.443790067,0.081970296,14079.3,115.821019,1.825433866,2.0756488,0.37504538,0.134486695,0.323062448,3.377796891,43.26
"499","1","0","0","1","0","0","0","0","0","0","1","0",60.99429603,7.089494484,0.013227683,2272,18.69023,0.294573292,0.334950891,0.060521695,0.021702341,0.052133123,0.545080688,22.3
"167","2","0","1","0","0","0","0","0","0","1","0","0",32.91342148,6.982,0.007137853,1226.0047,10.08552369,0.158956091,0.180744439,0.032658399,0.011710903,0.028131802,0.294133576,45.84
"73","2","1","0","1","0","0","0","0","0","0","0","0",6.98,7.083793103,0.012056229,2070.79,17.03500941,0.268485663,0.514626139,0.055161849,0.019780366,0.047516175,0.49680794,10.5965
"96","5","0","0","0","0","0","0","0","0","0","1","0",397.6985786,7.800967742,0.013448449,2309.919,19.00216435,0.299489632,0.340541121,0.061531784,0.022064547,0.05300321,0.554177922,23.13
"301","3","0","0","1","0","0","0","0","0","0","1","0",20.62141443,7.443790067,0.004472115,768.135,6.318934781,0.099591574,0.113242739,0.020461634,0.007337292,0.017625562,0.184285015,32
"215","2","0","0","0","0","0","0","0","0","0","1","0",67.3,6.823,0.031012803,5326.79,43.8199517,0.690638232,0.785305042,0.141895405,0.05088196,0.122228081,1.277962306,31.22
"342","3","0","1","1","0","0","0","0","0","0","1","0",3.757645958,7.443790067,0.000814911,139.97,1.151439918,0.018147634,0.020635157,0.003728531,0.001337006,0.00321174,0.033580521,0.73
"507","2","0","1","1","0","0","0","0","0","0","1","0",13.44905435,7.443790067,0.002916663,500.969,4.121138131,0.064952503,0.073855639,0.013344847,0.004785299,0.011495193,0.120188612,1.151
"283","2","1","0","0","1","0","0","0","0","0","1","0",4.54756236,7.443790067,0.000986219,169.3939,1.393490736,0.021962552,0.024972992,0.004512327,0.001618065,0.003886898,0.040639676,0.92
"180","4","1","0","0","0","0","0","0","0","0","1","0",60.0883659,7.443790067,0.013031216,2238.25466,18.41262958,0.290198082,0.329975965,0.059622784,0.021380003,0.051358806,0.536984767,22.868
"463","3","0","0","0","0","0","0","0","0","0","1","0",28.43421,7.830645161,0.008936837,1535,12.62742212,0.199018487,0.226298247,0.040889438,0.014662453,0.035221983,0.368265342,54.492
"526","4","0","1","1","0","0","0","0","0","0","1","0",320.82,8.000322581,0.014506494,2491.65,20.49714418,0.323051735,0.014,0.066372747,0.163,0.057173194,0.59777742,41.158
"456","5","0","0","1","0","0","0","0","0","1","1","0",247.55,7.57516129,0.045562555,7825.87,64.37821754,0.450487058,1.15373333,0.208466073,0.074753389,0.179571763,13.98,58.993
"195","2","0","0","0","0","0","0","0","0","0","1","0",260.5,6.950967742,0.042467848,7294.32,60.0055099,0.94573585,1.07536927,0.194306607,0.069675977,0.167374861,1.749996904,25.81
"355","2","0","0","0","0","0","0","0","0","1","1","0",24.63761,7.443790067,0.008104284,1392,11.45105641,0.180478003,0.205216391,0.037080194,0.013296505,0.031940716,0.333957887,13.795
"77","2","1","0","1","0","0","0","0","0","0","0","0",89.45,7.512666667,0.03210333,5514.1,45.36082625,0.714923674,1.370346579,0.146884982,0.052671161,0.126526081,1.322900274,71.9265
"5","4","0","0","1","0","0","0","0","0","0","1","0",250.28,7.550689655,0.05291894,9089.41,74.77251914,1.178475978,1.340011433,0.24212434,0.086822833,0.208564847,2.18066103,43
"291","3","0","0","1","0","0","0","0","0","0","1","0",63.2799311,7.443790067,0.013723363,2357.1385,19.39060771,0.305611816,0.347502482,0.062789621,0.022515591,0.054086704,0.56550646,8
"293","3","0","0","1","0","0","0","0","0","0","1","0",5.0659575,7.443790067,0.001098642,188.7038,1.552340416,0.024466153,0.027819765,0.005026705,0.001802515,0.004329982,0.045272358,12.2
"43","5","0","0","0","0","0","0","0","0","0","1","0",64.79507004,7.443790067,0.00099359,170.66,1.403906097,0.022126707,0.025159647,0.004546053,0.001630159,0.00391595,0.040943429,64.112
"525","4","0","1","1","0","0","0","0","0","0","1","0",180.61,8.172580645,0.015741932,2703.85,22.24277218,0.350564258,0.001,0.072025346,0.022,0.062042318,0.648686804,40.887
"220","2","1","0","1","0","0","0","0","0","0","1","0",3.353480453,7.443790067,1e-04,52.5074,0.164513357,0.01770955,0.009598168,0.0017,0.017230041,1e-04,0.01259717,2.5
"470","3","0","0","0","0","0","0","0","0","0","1","0",13.96083,7.717888889,0.004581948,787,6.474124565,0.102037491,0.116023922,0.020964161,0.007517492,0.018058437,0.18881096,46.4
"262","3","0","0","1","0","0","0","0","0","0","1","0",84.9691484,7.443790067,0.01842705,3165.0485,26.03674491,0.410360367,0.466609073,0.084310784,0.030232818,0.07262494,0.759333985,34.1
"105","5","0","0","0","0","0","0","0","0","0","1","0",530.526,7.809666667,0.015787175,2711.621,22.30669902,0.351571797,0.399762266,0.07223235,0.025901639,0.06222063,0.650551163,72.74
"240","4","1","1","1","0","0","0","0","0","0","1","0",176.0445104,7.443790067,0.038178339,6557.5497,53.94459161,0.850210827,0.96675049,0.174680468,0.062638283,0.150468991,1.573236666,6.707
"340","3","0","1","1","0","0","0","0","0","0","1","0",2.510108574,7.443790067,0.000544361,93.5,0.769162194,0.012122624,0.013784291,0.00249066,0.00089312,0.002145443,0.022431798,0.9
"532","4","0","1","1","0","0","0","0","0","0","1","0",207.99,7.944193548,0.013533398,2324.51,19.12219478,0.301381409,0.004286929,0.06192046,0.020558702,0.053338013,0.557678482,56.47
"339","2","0","1","0","0","0","0","0","0","0","0","0",12.00408928,7.443790067,0.002603297,447.14494,3.678363456,0.057974013,0.065920597,0.011911078,0.004271167,0.010260151,0.10727556,2.2146
"316","3","0","1","1","0","0","0","0","0","1","1","1",44.22665532,7.443790067,0.009591326,1647.4157,13.55219117,0.213593603,0.242871195,0.043883975,0.015736258,0.037801464,0.395235248,32.242
"267","3","0","0","1","0","0","0","0","0","0","1","0",61.47926512,7.443790067,0.013332857,2290.0648,18.83883707,0.29691546,0.337614104,0.061002907,0.021874898,0.052547637,0.549414656,32.02
"487","1","0","0","1","0","0","0","0","0","0","1","0",32.83275706,7.295,0.007120359,1223,10.06080603,0.158566521,0.18030147,0.03257836,0.011682202,0.028062856,0.293412712,10.2
"34","4","0","1","1","0","0","0","0","0","0","1","0",65.27659495,7.443790067,0.014156374,2431.513,20.00243716,0.315254748,0.355,0.064770814,0.023226023,0.055793295,0.583349815,19.3
"422","2","1","1","1","0","0","0","0","0","0","1","0",140.1243,7.734516129,0.03458594,5940.5157,48.86866407,0.8243,0.875783902,0.158243873,0.056744321,0.13631058,1.425202635,33
"35","4","0","1","1","0","0","0","0","0","0","1","0",78.14035105,7.443790067,0.016946105,2910.68,23.94422476,0.377380541,0.607,0.077534898,0.027803068,0.066788222,0.69830786,20.2
"191","1","1","1","0","0","0","0","0","0","1","0","0",6.193659348,7.443790067,0.001343204,230.71,1.897897431,0.029912414,0.034012553,0.006145669,0.002203762,0.005293852,0.055350161,0.027
"248","5","0","0","0","0","0","0","0","0","0","1","0",98.78686656,7.443790067,0.021423664,3679.75,30.27085117,0.47709334,0.542489234,0.098021438,0.035149291,0.084435238,0.882817193,51.847
"111","3","1","0","1","0","0","0","0","0","0","1","0",46.05006531,7.443790067,0.009986764,1715.3366,14.11093115,0.222399801,0.252884473,0.045693257,0.016385044,0.039359971,0.411530306,24.75
"214","2","0","0","0","0","0","0","0","0","0","1","0",170.8,6.721290323,0.027375481,4702.04,38.68054977,0.60963706,0.693200918,0.125253271,0.044914294,0.107892619,1.128077113,30.74
"30","4","0","1","1","0","0","0","0","0","0","1","0",48.96096976,7.443790067,0.010618045,1823.766,15.00290757,0.236458078,0.175,0.048581606,0.017420771,0.041847983,0.43754385,12.9
"282","2","1","0","0","1","0","0","0","0","0","1","0",4.682560563,7.443790067,0.001015495,174.4225,1.434857677,0.022614529,0.025714336,0.004646279,0.001666099,0.004002284,0.041846099,0.831
"432","2","0","1","0","0","0","0","0","0","0","0","0",163.1,7.272258065,0.030111609,5172,42.54659752,0.67056913,0.762485038,0.137772098,0.049403393,0.118676282,1.240826285,11.521
"445","5","0","0","1","0","0","0","0","0","1","1","0",93.23,7.62,0.048704188,8365.48,68.81722943,0.481549077,1.233285641,0.222840242,0.079907791,0.191953609,38.85,42.688
"98","5","0","0","0","0","0","0","0","0","0","1","0",949.7046238,7.791483871,0.03211491,5516.089,45.37718843,0.715181555,0.813212554,0.146937965,0.052690161,0.12657172,1.32337746,52.212
"39","4","0","1","1","0","0","0","0","0","0","1","0",1.033466734,7.443790067,0.000224125,38.496,0.316680939,0.00499115,0.005,0.001025459,0.000367717,0.000883326,0.009235663,34.16
"312","3","0","1","1","0","0","0","0","0","1","1","1",20.88326305,7.443790067,0.004528902,777.8887,6.399171971,0.100856177,0.114680683,0.020721454,0.00743046,0.01784937,0.186625048,17.162
"206","2","0","0","0","0","0","0","0","0","0","1","0",205.8,7.047666667,0.030734567,5279,43.42681522,0.68444208,0.778259574,0.140622372,0.050425466,0.121131496,1.266496899,27.66
"459","5","0","0","1","0","0","0","0","0","1","1","0",42.49,7.937333333,0.049110974,8435.35,69.39200336,0.485571061,1.243586265,0.224701444,0.080575195,0.19355684,0.98,56.792
"123","3","0","0","1","0","0","0","0","0","0","0","0",65.41764426,6.83516129,0.014186963,2436.767,20.04565831,0.315935949,0.359241759,0.06491077,0.02327621,0.055913853,0.584610314,53.964
"535","4","0","1","1","0","0","0","0","0","0","1","0",108.94,7.896296296,0.01001048,1719.41,14.1444403,0.222927933,0.003170986,0.045801764,0.015207006,0.039453439,0.412507564,73.002
"277","4","1","1","0","0","0","0","0","0","0","1","0",385.949462,7.443790067,0.083699909,14376.38,118.2648982,1.863951398,2.119445988,0.382959018,0.137324429,0.329879221,3.449070029,39.56
"13","4","0","0","1","0","0","0","0","0","0","1","0",339.04,7.276292968,0.06221424,10685.98,87.90643662,1.385477245,1.575386672,0.284653884,0.102073408,0.24519961,2.56369777,51.619
"161","2","1","0","0","0","0","0","0","0","0","1","0",-14.8388345547478,7.44836280478793,0.0124403754642135,1711.49941558573,13.5374404415615,0.125174517499994,0.296324614797761,0.0418240064413992,0.0122834502291935,0.0336411211052057,0.390787390320052,72.0795807189342
"210","5","1","0","1","0","0","0","0","0","0","1","0",163.832686857361,7.56856695467656,0.0714518493066775,12273.8608615011,101.429403779037,0.750645885785292,1.8205499675166,0.330441163594463,0.113016402908096,0.276778191707286,5.14189325712129,70.6962422677311
"319","5","1","0","1","0","0","0","0","0","1","1","0",412.691355795192,7.50380743292514,0.0909419978159981,15620.2885475548,128.497704953612,2.02522879023565,2.30282991199962,0.416094340632005,0.149206351384609,0.358421843243213,3.74749895887603,76.3316942151287
"412","5","1","1","0","0","0","0","0","0","0","0","0",-24.2602260337573,7.44276341261057,0.00231313740867459,454.970160958642,-2.05567732955827,-0.0449286324660118,0.10240108001666,-0.0154186856202714,0.00286040952255682,0.017804268668413,0.106374001520897,81.6264667327223
"528","2","1","0","1","0","0","0","0","0","0","0","0",1853.93840704403,7.26646046225517,0.115828920741134,19894.8912577042,163.662012932892,2.57944700816395,5.1390413228632,0.529961506775859,0.19003772664452,0.456506522282719,4.77302861852708,82.2445073874402
"610","2","1","0","1","0","0","0","0","0","0","0","0",62.6036784612324,7.55258808912577,0.0146695800327727,2519.66168985844,20.7275776887635,0.326683554889204,0.626178302257406,0.0671189246294195,0.0240680273633971,0.0578159479867882,0.604497767639312,90.892024834156
"710","5","1","1","0","0","0","0","0","0","0","1","0",86.4100897054198,7.443790067,0.0187395431066959,3218.72267692629,26.4782865978399,0.417319424583058,0.474522018968606,0.0857405602543717,0.030745518087205,0.0738565433908296,0.772211079305396,88.1103130301833
"810","4","1","0","1","0","0","0","0","0","0","1","0",301.005324630111,7.45352076769759,0.067799076526336,12046.3717079436,101.029563680896,1.54966062506578,1.71610841738145,0.313800065461067,0.111189094761633,0.27994837770782,2.81501248813264,85.6200566608446
"910","5","0","0","0","0","0","0","0","0","0","1","0",174.650784647048,7.443790067,0.0056181820470359,964.984573530145,7.93828504715909,0.125113856698637,0.142263398933714,0.0257053264235925,0.00921761621399678,0.0221424560203328,0.231511644038553,99.8317940580789
"1010","5","0","0","0","0","0","0","0","0","0","1","0",7545.77428706614,7.443790067,0.115709502531378,19874.3799339376,163.493279999856,2.5767876382266,2.92999175167837,0.529415125248255,0.189841801042697,0.45603587141545,4.76810770040092,98.3866405379325
"11","5","0","0","0","0","0","0","0","0","0","1","0",124.614091129365,7.443790067,0.0270247510217611,4641.79822461678,38.1849808282715,0.601826488412833,0.68431974045455,0.123648546104889,0.0443388589524247,0.106510316214947,1.11362437155046,114.712955015371
"1210","4","1","1","1","0","0","0","0","0","0","0","0",-1.45112882531429,7.86278002398529,0.000773827555625364,139.474175229145,1.29991792108121,-0.0431937422440279,0.00636022811610305,0.00968444728733491,0.00207252742524141,0.00280237626612072,-0.0785281899038017,86.2378587690153
