industry,time,staff,process_1,process_2,process_3,process_4,process_5,process_6,process_7,process_8,process_9,process_10,process_11,COD,pH,water,N,P,NH3N,Fe,Ni,HW17,HWsum
2631,202107,5,0,0,0,0,1,1,0,0,0,0,0,30992.164,7.21513,108876.833,2139.595047,244.876,59.519,0,0,0,1103.685
2631,202202,4,0,0,0,0,1,1,1,1,0,0,0,9286.54,7.724285714,47500.35,933.4539846,168.5,45.58,0,0,0,244.274
2631,202003,4,0,0,0,0,1,1,1,1,0,0,0,9875.37,7.06516129,38014.74,747.0473486,42.76,20.86,0,0,0,313.57
2631,202010,4,0,0,0,0,1,1,1,1,0,0,0,8351.38,7.851290323,39821.03,782.5436892,94.68,31.31,0,0,0,400.96
2631,202110,4,0,0,0,0,1,1,1,1,0,0,0,6031.14,8.133225806,27454.52,539.5229949,49.16,26.14,0,0,0,450.765
2631,202204,4,0,0,0,0,1,1,1,1,0,0,0,8111.83,7.722333333,44841.99,881.2131751,266.43,76.72,0,0,0,492.348
2631,202009,4,0,0,0,0,1,1,1,1,0,0,0,8279.08,7.619333333,44997.75,884.2740956,125.17,30.35,0,0,0,506.04
2631,202207,4,0,0,0,0,1,1,1,1,0,0,0,9340.67,7.804193548,47222.13,927.9865393,187.26,139.18,0,0,0,522.599
2631,202203,4,0,0,0,0,1,1,1,1,0,0,0,7640.17,7.640316129,48063.4,944.5187718,155.59,152.48,0,0,0,598.374
2631,202112,4,0,0,0,0,1,1,1,1,0,0,0,14049.02,7.621935484,52648.68,1034.626484,67.65,212.09,0,0,0,627.891
2631,202112,5,0,0,0,0,1,1,1,1,0,0,0,7209.504987,7.226405516,25285,496.8886335,24.13897934,175.414122,0,0,0,181.704
2631,202012,5,0,0,0,0,1,1,1,1,0,0,0,7412.75,8.170322581,26173.68,514.3525445,24.98738069,238.23,0,0,0,294.787
2631,202007,5,0,0,0,0,1,1,1,1,0,0,0,3842.13,7.791612903,23965.59,470.9602241,22.87937045,322.15,0,0,0,306.1325
2631,202208,5,0,0,0,0,1,1,1,1,0,0,0,4384.371507,6.911290323,18056,354.8278096,17.23762748,283.014993,0,0,0,319.369
2631,202003,5,0,0,0,0,1,1,1,1,0,0,0,6597.044,7.572903226,27798.6,546.2846892,26.5386526,375.64134,0,0,0,368.846
2631,202111,5,0,0,0,0,1,1,1,0,1,0,0,10.163,7.101,121.17,2.38117444,0.115678075,0.305,0,0,0,898.0451
2631,202208,5,0,0,0,0,1,1,1,0,1,0,0,1.517,7.198666667,5.789,0.113762638,0.005526619,0.137,0,0,0,957.0085
2631,202202,5,0,0,0,0,1,1,1,0,1,0,0,23.226,7.217142857,125.696,2.470117211,0.119998938,1.901,0,0,0,1300.7729
2631,202008,5,0,0,0,0,1,1,1,0,1,0,0,592.37,7.616129032,5521.839,108.5125187,5.271566443,36.51,0,0,0,1358.102
2631,202108,5,0,0,0,0,1,1,1,0,1,0,0,7.25,7.247741935,35.715,0.701853967,0.034096249,0.375,0,0,0,1572.5951
2631,202110,5,0,0,0,0,1,1,1,0,1,0,0,5.416,7.142322581,75.593,1.485517203,0.072166813,0.34,0,0,0,1590.6835
2631,202004,5,0,0,0,0,1,1,1,0,1,0,0,63.38,7.324333333,579.18,11.38176621,0.55292917,0.054,0,0,0,2675.52
2631,202001,4,0,0,0,0,0,1,0,0,0,0,0,2322.01,7.273064516,12482.32,245.2965366,6.49,98.82,0,0,0,256
2631,202006,4,0,0,0,0,0,1,0,0,0,0,0,2984.63,7.377,15246.46,299.6160836,14.35,205.67,0,0,0,339.08
2631,202212,4,0,0,0,0,0,1,0,0,0,0,0,387.9025,7.854262295,7450.4375,146.4124069,6.4055,97.3118,0,0,0,347.04
2631,202010,4,0,0,0,0,0,1,0,0,0,0,0,2550.62,7.187096774,10671.34,209.7080304,8.86,84.2,0,0,0,404.82
2631,202007,4,0,0,0,0,0,1,0,0,0,0,0,1342.92,7.372096774,11114.83,218.4232822,9.1,53.74,0,0,0,470.98
2631,202204,4,0,0,0,0,0,1,0,0,0,0,0,409.72,7.192745367,4956.25,97.39783625,1.73,16.85,0,0,0,880.54
2631,202210,4,0,0,0,0,0,1,0,0,0,0,0,203.953,7.83516129,17703.374,67.589,1.405,1.34,0,0,0,4.694
2631,202208,4,0,0,0,0,0,1,0,0,0,0,0,511.41,7.422903226,29294.859,150.586,2.234,1.081,0,0,0,6.85
2631,202005,4,0,0,0,0,0,1,0,0,0,0,0,983.43,7.128064516,40454.46,378.89,6.19,25.81,0,0,0,10.781
2631,202107,4,0,0,0,0,0,1,0,0,0,0,0,1441.73,7.332903226,37808.3,215.93,5.96,2.47,0,0,0,108.474
2631,202002,4,0,0,0,0,1,1,1,1,1,0,1,1029.21,8.102413793,236.5,4.647584015,17.98,50.86,0,0,0,1.134
2631,202108,4,0,0,0,0,1,1,1,1,1,0,1,767.857,7.092258065,9432.087,185.3548278,5.406,117.665,0,0,0,334.602
2631,202109,4,0,0,0,0,1,1,1,1,1,0,1,403.146,7.025166667,4779.406,93.9225832,4.433,70.188,0,0,0,354.77
2631,202204,4,0,0,0,0,1,1,1,1,1,0,1,633.487,7.0973158,5745.145,112.9008206,6.297,115.862,0,0,0,512.659
2631,202008,4,0,0,0,0,1,1,1,1,1,0,1,664.62,6.998709677,3721.545,73.13400868,2.627,35.61,0,0,0,929.516
2631,202110,2,0,0,0,0,0,0,0,0,1,0,0,0.891,6.807586207,7.465,0.146698582,0.007126655,0.055,0,0,0,0.065
2631,202202,2,0,0,0,0,0,0,0,0,1,0,0,1.216,6.64227325,5.949,0.116906881,0.005679367,0.087,0,0,0,0.365
2631,202210,2,0,0,0,0,0,0,0,0,1,0,0,10.609,7.670967742,31.053,0.610238589,0.02964555,0.837,0,0,0,1.7
2631,202212,2,0,0,0,0,0,0,0,0,1,0,0,3.2,7.596774194,16.287,0.320064274,0.015548806,0.255,0,0,0,2.064
2631,202211,2,0,0,0,0,0,0,0,0,1,0,0,0.496,7.567,5.302,0.104192349,0.005061691,0.047,0,0,0,170.327
2631,202110,2,0,0,0,0,1,0,0,0,0,0,0,357.84,7.777368421,8202.32,161.1880394,7.83055697,82.83,0,0,0,7.99
2631,202203,2,0,0,0,0,1,0,0,0,0,0,0,121.71,7.263644065,3537.24,69.51213565,3.376917669,7.76,0,0,0,30.87
2631,202111,2,0,0,0,0,1,0,0,0,0,0,0,551.26,7.72,7625.72,149.8569741,7.280090865,25.56,0,0,0,35.5
2631,202212,2,0,0,0,0,1,0,0,0,0,0,0,13.42,7.246774194,356.58,7.0073383,0.340418321,1.92,0,0,0,50.12
2631,202008,5,0,0,0,0,0,0,1,1,1,0,1,115375.42,7.069354839,331106.84,6506.752037,1927.52,6165.84,0,0,0,976.1073
2631,202207,5,0,0,0,0,0,0,1,1,1,0,1,93905.54,6.710967742,331836.32,6521.087427,1928.66,7221.06,0,0,0,928.3987
2631,202010,3,0,0,0,0,1,0,1,0,0,1,0,23.13,8.791935484,394.15,7.745645833,0.376285494,0.32,0,0,0,1018.58
2631,202001,3,0,0,0,0,1,0,1,0,0,1,0,137.41,7.905967742,630.68,12.39381939,0.602094977,4.7,0,0,0,1363.21
2631,202109,3,0,0,0,0,1,0,1,0,0,1,0,411.87,8.391,1775.92,34.89952391,1.695427969,1.89,0,0,0,1430.54
2631,202205,3,0,0,0,0,1,0,1,0,0,1,0,432.72,8.004193548,1927.65,37.88124874,1.840280938,2.7,0,0,0,1697.045
2631,202007,3,0,0,0,0,1,0,1,0,0,1,0,15.64,8.526129032,199.71,3.924604666,0.190658318,0.23,0,0,0,1891.71
2631,202005,3,0,0,0,0,1,0,1,0,0,1,0,64.17,8.2525,645.23,12.67974898,0.615985511,1.56,0,0,0,2421.17
2631,202202,3,0,0,0,0,1,0,1,0,0,1,0,316.33,7.884946429,1360.23,26.73058437,1.298578757,11.77,0,0,0,1282.465
2631,202211,2,0,0,0,0,0,0,0,0,1,1,0,8.0291,7.011,322.3037,6.333756973,0.307695565,0.0894,0,0,0,0.54
2631,202004,2,0,0,0,0,0,0,1,0,0,0,0,24.74,7.544056055,472.16,9.278660755,0.450759758,1.7383775,0,0,0,199
2631,202011,2,0,0,0,0,0,0,1,0,0,0,0,13.87,7.544056055,956.77,18.80198291,0.913405231,3.522592851,0,0,0,199
2631,202203,3,0,0,0,0,1,1,1,0,0,1,0,742.54,8.199313387,4093.81,80.44958104,14.13354059,2.46,0,0,0,75.487
2631,202012,4,0,0,0,0,1,1,0,0,0,0,0,1725.43,7.641935484,13014.36,255.7519302,16.06,16.04,0,0,0,169.19
2631,202207,4,0,0,0,0,1,1,0,0,0,0,0,1382.74,8.504258258,7247.72,142.4287003,23.75,9.9,0,0,0,215.817
2631,202008,4,0,0,0,0,1,1,0,0,0,0,0,1148.03,8.258387097,8183.44,160.8170187,43.05,4.23,0,0,0,258.85
2631,202208,4,0,0,0,0,1,1,0,0,0,0,0,1961.58,8.385806452,10496.92,206.2804127,28.97,6.48,0,0,0,262.7
2631,202004,4,0,0,0,0,1,1,0,0,0,0,0,1626.92,7.959666667,10964.22,215.4635671,27.44,1.83,0,0,0,285.74
2631,202210,4,0,0,0,0,1,1,0,0,0,0,0,3164.34,8.391612903,12755.03,250.6557021,25.53,20.66,0,0,0,287.709
2631,202204,4,0,0,0,0,1,1,0,0,0,0,0,2743.08,8.6018889,13291.34,261.1950077,23.09,3.13,0,0,0,336.315
2631,202011,4,0,0,0,0,1,1,0,0,0,0,0,1751.57,7.841666667,12079.58,237.3820842,27.09,0.52,0,0,0,417.23
2631,202010,4,0,0,0,0,1,1,0,0,0,0,0,2069.41,7.782580645,11537.07,226.7209392,27.47,2.15,0,0,0,418.53
2631,202112,4,0,0,0,0,1,0,0,0,0,0,0,1090.5437,8.004239645,8355.8497,219.33,22.45,184.6976,0,0,0,15.79
2631,202201,4,0,0,0,0,1,0,0,0,0,0,0,1252.7247,7.923870968,12017.1203,67.49,3.41,64.6985,0,0,0,23.99
2631,202202,4,0,0,0,0,1,0,0,0,0,0,0,1407.9925,8.164642857,10148.167,249.791661,17.04820554,93.6179,0,0,0,204.21
2631,202203,4,0,0,0,0,1,0,0,0,0,0,0,1913.2523,8.152580645,13814.2604,340.030574,23.20698415,69.5501,0,0,0,216.75
2631,202012,4,0,0,0,0,1,0,0,0,0,0,0,1253.590678,7.161935484,8471.384736,105.5678,2.72982,100.783115,0,0,0,281.27
2631,202005,2,0,0,0,0,1,1,1,0,0,0,0,178.59,7.698064516,1289.7,13.505,0.670282,13.05,0,0,0,0.387
2631,202010,2,0,0,0,0,1,1,1,0,0,0,0,4.9155,7.836129032,46.582,0.210512,8.30E-05,0.138665,0,0,0,1.18
2631,202009,3,0,0,0,0,1,1,1,0,0,0,0,51.8,7.544056055,1109.12,21.79589168,0.953538739,4.083508245,0,0,0,41.75
2631,202109,3,0,0,0,0,1,1,1,0,0,0,0,53.71,7.544056055,373.51,7.340038501,0.321116069,1.375172357,0,0,0,43.543
2631,202008,3,0,0,0,0,1,1,1,0,0,0,0,70.28,7.544056055,1588.3,31.21250609,1.365502001,5.847731666,0,0,0,47.506
2631,202007,3,0,0,0,0,1,1,1,0,0,0,0,135.59,7.544056055,1911.96,37.57291642,1.643760754,7.03936853,0,0,0,71.13
2631,202111,3,0,0,0,0,1,1,1,0,0,0,0,218.39,7.544056055,854.81,16.79831413,0.734901949,3.147201099,0,0,0,165.456
2631,202012,3,0,0,0,0,0,1,1,0,0,0,0,306.24,8.478064516,1894.29,37.2256741,1.808432951,3.05,0,0,0,30.939
2631,202009,3,0,0,0,0,0,1,1,0,0,0,0,505.85,8.553333333,2833.2,55.67668089,2.704787671,11.5,0,0,0,32.67
2631,202010,3,0,0,0,0,0,1,1,0,0,0,0,356.97,8.58483871,1875.62,36.85878025,1.790609153,11.77,0,0,0,55.65
2631,202210,3,0,0,0,0,0,1,1,0,0,0,0,103.44,8.360322581,1583.85,31.12505684,1.512063374,2.93,0,0,0,55.81
2631,202203,3,0,0,0,0,0,1,1,0,0,0,0,200.83,7.932076935,2901.74,57.02359594,2.770221155,13.15,0,0,0,56.67
2631,202202,3,0,0,0,0,0,1,1,0,0,0,0,171.02,7.892857143,2255,44.31417317,2.152794084,6.41,0,0,0,60.69
2631,202201,3,0,0,0,0,0,1,1,0,0,0,0,164.38,8.150875581,1604.73,31.53538053,1.531997007,17.12,0,0,0,64.02
2631,202205,3,0,0,0,0,0,1,1,0,0,0,0,250.39,7.929032258,4593.47,90.26865854,4.385274962,21.52,0,0,0,73.86
2631,202110,3,0,0,0,0,0,1,1,0,0,0,0,157.81,8.168888889,1025.31,20.14889795,0.978838715,2.96,0,0,0,90.34
2631,202111,2,0,0,0,0,1,1,0,0,0,1,0,213.553451,6.92625,1602,31.48173189,2.59,4.43,0,0,0,6.592
2631,202107,2,0,0,0,0,1,1,0,0,0,1,0,150.34,6.77575,1648,32.38570172,0.15,0.17,0,0,0,6.879
2631,202202,2,0,0,0,0,1,1,1,0,0,0,0,803.993467,7.727142857,3168,62.25600913,3.024413152,0.296674,0,0,0,3.981
2631,202111,2,0,0,0,0,1,1,1,0,0,0,0,1028.888112,7.837666667,5972,117.3588657,5.701324287,1.783285,0,0,0,9.308
2631,202204,2,0,0,0,0,1,1,1,0,0,0,0,530.124881,7.877666667,3803,74.73472308,3.630632328,3.437144,0,0,0,13.871
2631,202206,2,0,0,0,0,1,1,1,0,0,0,0,514.577476,7.856,2286,44.92337022,2.182389036,4.703978,0,0,0,47.871
2631,202006,5,0,0,0,0,1,1,1,1,0,0,1,4311.659004,7.350333333,40585.98,797.5761179,38.74645571,44.585445,0,0,0,248.54
2631,202209,5,0,0,0,0,1,1,1,1,0,0,1,6657.154503,6.538,17789,349.5808543,16.98272903,125.193555,0,0,0,311.395
2631,202209,5,0,0,0,0,1,1,1,1,0,0,1,729.596841,7.4785,11840,232.6739735,11.30336228,0.298424,0,0,0,311.395
2631,202007,5,0,0,0,0,1,1,1,1,0,0,1,3585.552916,7.313709677,47045.68,924.5190289,44.91337542,90.447722,0,0,0,319.97
2631,202212,5,0,0,0,0,1,1,1,1,0,0,1,8858.64049,6.548387097,19627,385.7003444,18.73742327,147.467459,0,0,0,364.93
2631,202212,5,0,0,0,0,1,1,1,1,0,0,1,797.275534,7.913064516,14115,277.381177,13.47524988,0.281039,0,0,0,364.93
2631,202108,5,0,0,0,0,1,1,1,1,0,0,1,6408.064202,6.967741935,39899,784.075918,38.09061248,76.154132,0,0,0,368.709
2631,202202,5,0,0,0,0,1,1,1,1,0,0,1,5275.103013,6.914285714,27176,534.0496541,25.9442714,126.736456,0,0,0,388.312
2631,202210,5,0,0,0,0,1,1,1,1,0,0,1,7198.011255,6.510967742,18164,356.9501736,17.34073248,188.341389,0,0,0,398.28
2631,202210,5,0,0,0,0,1,1,1,1,0,0,1,1267.60335,7.798064516,13721,269.6384789,13.09910759,0.59628,0,0,0,398.28
2631,202208,5,0,0,0,0,1,1,1,1,0,0,1,6922.630127,7.328064516,19067.00238,374.6955411,18.20280706,200.067161,0,0,0,449.15
2631,202207,5,0,0,0,0,1,1,1,1,0,0,1,1706.186578,6.894032258,25900,508.9743171,24.726105,1.129862,0,0,0,450.77
2631,202106,4,0,0,0,0,1,1,1,0,0,1,0,330.7445,7.301333333,4806.5076,94.45517078,5.8278,42.4655,0,0,0,124.976
2631,202003,4,0,0,0,0,1,1,1,0,0,1,0,1986.6242,7.444516129,3650.0451,71.72892711,0.3073,33.867,0,0,0,412.656
2631,202008,4,0,0,0,0,1,1,1,0,0,1,0,4610.2722,7.353870968,10326.9961,202.9411501,4.0113,114.6662,0,0,0,488.716
2631,202206,4,0,0,0,0,1,1,1,0,0,1,0,1225.73,7.729333333,9850.573,193.5787129,5.242,137.241,0,0,0,654.979
2631,202005,4,0,0,0,0,1,1,1,0,0,1,0,1082.06,7.403225806,1967.92,38.67261537,0.15,22.55,0,0,0,1225.746
2631,202108,3,0,0,0,0,0,0,0,0,1,1,0,107.51548,7.710645161,104,40.440569,0.420177,0.25,0,0,0,114.56
2631,202111,3,0,0,0,0,0,0,0,0,1,1,0,491.147896,8.038443857,37,0.133845349,0.000892947,31.488681,0,0,0,726.493
2631,202005,3,0,0,0,0,0,0,0,0,1,1,0,0.72397,8.1725,32,0.099804,0.007112,0.018772,0,0,0,1019.989
2631,202209,3,0,0,0,0,0,0,0,0,1,1,0,1.436831,7.994,71,0.182396,0.001798,0.00937,0,0,0,1090.533
2631,202006,3,0,0,0,0,0,0,0,0,1,1,0,3.490772,8.024,149,0.451259,0.006066,0.045588,0,0,0,1143.591
2631,202210,3,0,0,0,0,0,0,0,0,1,1,0,1.754045,8.081290323,88,0.283156,0.002208,0.013118,0,0,0,1325.559
2631,202212,3,0,0,0,0,0,0,0,0,1,1,0,0.90092,7.992258065,40,0.14748,0.003975,0.004932,0,0,0,1594.882
2631,202010,4,0,0,0,0,0,1,1,1,1,1,0,476.43,7.947934783,7659.24,150.515693,7.3120916,33.15,0,0,0,1110.684
2631,202007,4,0,0,0,0,0,1,1,1,1,1,0,382.64,7.94827957,22794.09,447.9384707,21.76096767,16.6,0,0,0,1598.965
2631,202209,4,0,0,0,0,0,1,1,1,1,1,0,461.73,7.743483146,18254.96,358.7376756,17.42756979,17.91,0,0,0,2106.661
2631,202205,4,0,0,0,0,0,1,1,1,1,1,0,495.18,7.94,23763.09,466.9807917,22.68604859,34.29,0,0,0,3314.2005
2631,202212,3,0,0,0,0,0,1,0,0,1,0,0,76.5512381,7.544056055,569,11.18171376,0.543210569,2.094918666,0,0,0,2.296
2631,202204,3,0,0,0,0,0,1,0,0,1,0,0,64.30842146,7.544056055,478,9.39342562,0.456335065,1.75987895,0,0,0,5.219
2631,202110,4,0,0,0,0,0,1,0,1,1,1,1,864.519,7.37483871,6431.152,56.015,0.111,7.994,0,0,0,27.7005
2631,202210,4,0,0,0,0,0,1,0,1,1,1,1,1194.848,7.538064516,9698.371,184.311,8.052,2.228,0,0,0,35.564
2631,202206,4,0,0,0,0,0,1,0,1,1,1,1,1416.076,7.448965517,9006.985,115.683,3.817,57.631,0,0,0,37.455
2631,202201,4,0,0,0,0,0,1,0,1,1,1,1,937.567,6.669032258,7145.523,36.014,0.134,2.017,0,0,0,58.214
2631,202204,4,0,0,0,0,0,1,0,1,1,1,1,537.369,7.580333333,4219.06,50.95,0.079,0.167,0,0,0,59.727
2631,202205,4,0,0,0,0,0,1,0,1,1,1,1,1196.773,7.427419355,9821.389,92.586,0.182,0.359,0,0,0,60.979
2631,202108,4,0,0,0,0,0,1,0,1,1,1,1,921.099,6.973870968,6927.046,55.168,0.098,2.668,0,0,0,71.491
2631,202202,4,0,0,0,0,0,1,0,1,1,1,1,927.049,6.75480475,7070.889,45.399,0.136,1.876,0,0,0,89.3966
2631,202207,4,0,0,0,0,1,1,1,1,0,1,0,1020.062,7.694516129,7728.821,111.004,7.661,9.462,0,0,0,12.351
2631,202001,4,0,0,0,0,1,1,1,1,0,1,0,258.93,8.292258065,1924.843,26,0.92,33.24,0,0,0,57.9484
2631,202110,4,0,0,0,0,1,1,1,1,0,1,0,955.895,7.347741935,4085.291,43.95,5.547,8.116,0,0,0,91.722
2631,202007,4,0,0,0,0,1,1,1,1,0,1,0,127.47,7.466451613,663.9,19.23,1.1,11.88,0,0,0,118.45
2631,202002,4,0,0,0,0,1,1,1,1,0,1,0,189.91,8.472758621,2545.584,36.852,0.734,41.29,0,0,0,133.89
2631,202209,4,0,0,0,0,1,1,1,1,0,1,0,359.062,7.546666667,3391.946,50.974,1.624,5.459,0,0,0,150.332
2631,202107,4,0,0,0,0,1,1,1,1,0,1,0,442.703,7.259354839,4326.164,56.001,5.668,7.694,0,0,0,187.9155
2631,202012,4,0,0,0,0,1,1,1,1,0,1,0,7985.42,6.965483871,20714.612,436.724,16.758,50.353,0,0,0,197.456
2631,202208,4,0,0,0,0,1,1,1,1,0,1,0,503.537,7.687333333,4368.989,69.567,4.046,2.893,0,0,0,212.616
2631,202112,4,0,0,0,0,1,1,1,1,0,1,0,1004.559,7.66131325,4414.593,68.953,3.315,5.967,0,0,0,448.043
2631,202111,4,0,0,0,0,1,1,1,1,0,1,0,811.782,7.677333333,3744.378,59.95,5.632,7.599,0,0,0,632.409
2631,202005,3,0,0,0,0,1,1,1,1,1,0,0,17.75,7.663225806,378.22,7.432597151,0.361077507,0.12,0,0,0,2.8888
2631,202202,3,0,0,0,0,1,1,1,1,1,0,0,156.86016,7.702553191,933.654015,18.34771871,0.891336958,1.46683,0,0,0,10.27
2631,202211,3,0,0,0,0,1,1,1,1,1,0,0,256.402943,7.516666667,1136.224681,22.32853981,1.084726284,0.283525,0,0,0,11.1
2631,202109,3,0,0,0,0,1,1,1,1,1,0,0,65.293011,7.604,1004.093665,19.73196476,0.958583992,0.914418,0,0,0,14.27
2631,202204,3,0,0,0,0,1,1,1,1,1,0,0,323.637275,7.699,3174.302947,62.37987161,3.030430423,1.202772,0,0,0,14.37
2631,202007,4,0,0,0,0,1,1,1,0,0,0,0,482.803,7.865,2083.517,56.93776809,0.645268024,36.455,0,0,0,0.98
2631,202210,4,0,0,0,0,1,1,1,0,0,0,0,230.98,7.558709677,3333.454,69.537,0.988,4.606,0,0,0,1.337
2631,202207,4,0,0,0,0,1,1,1,0,0,0,0,303.878,6.98,3706.206,157.329,0.613,26.7,0,0,0,4.137
2631,202209,4,0,0,0,0,1,1,1,0,0,0,0,204.306,6.98,3385.777,115.292,0.854,6.426,0,0,0,9.903
2631,202011,4,0,0,0,0,1,1,1,0,0,0,0,80.97,7.805,752.115,20.55358773,0.23293103,2.415,0,0,0,10.22
2631,202206,2,0,0,0,0,0,1,0,0,1,0,0,11.833,7.544056055,114.295,2.246070254,0.109114678,0.420806202,0,0,0,0.2665
2631,202202,5,0,0,0,0,0,0,1,0,1,1,0,14039.045,7.148214286,102248.899,2009.346083,126.607,27.085,0,0,0,207.885
2631,202007,5,0,0,0,0,0,0,1,0,1,1,0,9908.9599,7.225177419,59046.8105,1160.359461,64.6097,681.1917,0,0,0,3196.541
2631,202008,5,0,0,0,0,0,0,1,0,1,1,0,11028.4214,7.335322581,59882.2177,1176.776481,80.77,663.345,0,0,0,5341.669
2631,202209,5,0,0,0,0,0,0,1,0,1,1,0,10311.859,7.238666667,115507.912,2269.905816,93.437,55.543,0,0,0,614.061
2631,202002,2,0,0,0,0,0,1,0,0,1,0,0,56.5329,7.544056055,215.94,4.243548804,0.206152707,0.795038202,0,0,0,3.836
2631,202001,2,0,0,0,0,0,1,0,0,1,0,0,126.4507,7.544056055,458.3,9.006290715,0.437527951,1.687348374,0,0,0,5.148
2631,202211,2,0,0,0,0,0,1,0,0,1,0,0,158.9236,7.544056055,604.34,11.87619841,0.576948814,2.225031892,0,0,0,5.445
2631,202009,2,0,0,0,0,0,1,0,0,1,0,0,136.8591,7.544056055,440.86,8.66356824,0.420878403,1.623138565,0,0,0,6.599
2631,202110,2,0,0,0,0,0,1,0,0,1,0,0,135.4532,7.544056055,516.86,10.15708361,0.493433769,1.902951954,0,0,0,6.97
2631,202007,2,0,0,0,0,0,1,0,0,1,0,0,429.3993,7.544056055,1104.33,21.70176091,1.054277202,4.065872638,0,0,0,7.56
2631,202004,2,0,0,0,0,0,1,0,0,1,0,0,119.9095,7.544056055,376.07,7.390346387,0.359024954,1.38459765,0,0,0,8.285
2631,202112,2,0,0,0,0,0,1,0,0,1,0,0,208.1112,7.544056055,693.58,13.62989988,0.662144089,2.55359172,0,0,0,9.49
2631,202206,2,0,0,0,0,0,1,0,0,1,0,0,94.9452,7.544056055,387.43,7.613587632,0.369870072,1.426422388,0,0,0,13.73
