"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HW17"
"691","5","0","0","1","1","0","0","0","0","0","1","0",5009.72,7.283870968,46002.62,319.0806641,34.28938748,2.77461331,0.351729647,14.79,74.89
"651","1","1","1","1","1","0","0","0","0","1","1","0",144.837,6.95,77,0.490607639,0.007670172,0.004644197,0.000588731,0.99099,1.102
"322","5","1","1","1","1","0","0","0","0","1","1","1",482.450365,7.250322581,18480,76.2074157,1.994936913,0.452364292,0.376400299,12.011302,37.64
"707","2","1","0","1","0","0","0","0","0","0","0","0",269.456,7.942190871,9838.045,62.683377,0.979993511,0.636,0.567,19.6200746,8.46
"459","1","1","1","1","1","0","0","0","0","1","1","1",52.24645,7.493988095,4469,28.47435764,0.445168832,0.269544363,0.034169354,0.367267,1
"613","5","1","1","1","1","0","0","0","0","1","1","1",2533.501,7.829032258,106314,677.3826042,10.59021687,2.0767,2.3776,212.0226743,70.04
"540","4","1","1","1","1","0","0","0","0","1","0","0",1057.739,7.381935484,17230.19,109.7826342,1.716344496,0.136011,0.131739641,34.36227555,12.34
"309","5","1","1","1","1","0","0","0","0","1","1","1",362.074811,7.4414894,21154,87.23439782,2.283598239,0.517820035,0.430864281,27.421653,14.71
"287","4","1","1","1","1","0","0","0","0","1","0","0",508.2422182,7.493988095,11257,71.72428819,1.121339346,0.67895746,0.086069459,22.44990542,60.061
"162","5","1","1","1","1","0","0","0","0","1","1","0",372.307738,7.493988095,11345,72.28498264,1.130105258,0.552555,0.005822,9.231408,1.77
"55","5","1","1","1","1","0","0","0","0","1","1","0",1138.319242,7.6122361,40960,260.9777778,4.080133217,2.47047149,0.313174474,12.234648,73.299
"379","3","1","1","1","1","0","0","0","0","1","1","0",488.4065897,7.493988095,3123,19.89828125,0.311090235,0.188361388,0.023878024,22.54172386,13.53
"352","5","1","1","1","1","0","0","0","0","1","0","1",8935.03008,7.787465452,55865,355.9453993,23.13780284,1.075180378,2.477916441,822.758194,33.18
"133","4","0","1","1","0","0","0","0","0","0","0","0",51.923841,7.348666667,1758,11.20114583,0.175118999,0.106032443,0.013441424,3.505990381,8.363
"452","1","1","1","1","1","0","1","0","0","1","0","1",38.80538245,7.493988095,507,3.230364583,0.050503602,0.030579322,0.003876452,3.850371717,2.7
"138","4","1","1","1","1","0","0","0","0","1","1","1",184.6921,7.507666667,19546.83,124.5431703,1.947111093,0.384975,0.149452349,31.39355,1.924
"77","5","0","0","1","0","0","0","0","0","0","0","0",2234.0298,6.972096774,87320,556.3618056,8.698174622,3.6588,0.0024,132.2229,29.28
"292","4","1","1","1","1","0","0","0","0","1","0","0",904.1988899,7.493988095,20027,127.6025868,1.994942088,1.207913392,0.153123662,39.9399712,31.142
"667","5","1","1","1","1","0","0","0","0","1","1","0",4396.473,7.235091258,42107,268.2859201,4.194388901,2.0459,0.321944277,655.8792,55.771
"163","5","1","1","1","1","0","0","0","0","1","1","0",388.963572,7.493988095,10196,64.96409722,1.015650349,1.815767,0.00654,2.861249,2.25
"534","4","1","1","1","1","0","0","0","0","1","0","0",294.5797,7.428709677,16553.97,105.4740797,1.648984445,0.076405,0.126569357,33.01368578,1.825
"677","5","0","0","1","1","0","0","0","0","0","1","0",3522.72,7.377419355,36853.57,255.6215622,27.46987763,2.222795263,0.28177728,54.5,57.77
"552","4","1","1","1","1","0","0","0","0","1","1","1",923.516202,7.770555556,12173,114.936143,0.28,2.560127,0.160348,4.742425,20.14
"307","5","1","1","1","1","0","0","0","0","1","1","1",276.292463,7.716521739,11160,46.02136143,0.746059,0.36426,0.227306674,5.306324,11
"414","4","1","1","1","1","0","0","0","0","1","1","1",74.057,7.493988095,3061.626,19.5072351,0.30497661,0.184659662,0.023408767,6.105819856,13.66
"265","2","1","1","1","1","0","0","0","0","1","1","0",589.512,7.797586207,7304,46.53763889,0.72757063,0.440535248,0.05584537,0.650993,15.402
"335","4","0","1","1","0","0","0","0","0","0","0","0",5.393,7.493988095,394.141,2.51128033,0.039261421,0.023772317,0.005218294,0.786037858,2
"536","4","1","1","1","1","0","0","0","0","1","0","0",210.8406,7.478064516,15343.9,97.76408507,1.528446193,0.053062,0.117317329,30.60043562,36.3295
"237","5","1","1","1","1","0","0","0","0","1","0","0",7426.008321,7.493988095,28952,184.4684722,3.567455,10.09517166,0.054714609,100.240933,25.28
"348","5","1","1","1","1","0","0","0","0","1","0","1",8674.282,7.745666667,53609,341.5712326,22.20342742,1.031761297,2.377850577,1001.4174,40.63
"516","5","1","1","1","1","0","0","0","0","1","1","1",22914.8,7.092903226,153428,977.5707639,15.28336619,9.253894037,177.1358777,2838.99,11.0015
"260","2","1","1","1","1","0","0","0","0","1","1","0",905.078038,7.984193548,6585.06476,41.95692304,0.655955602,0.397173212,0.050348491,3.856318,19.76
"100","5","1","1","1","1","0","0","0","0","1","1","1",69023.33,7.461612903,423726.7,2699.786439,42.20852988,25.55675615,3.239755528,5297.071149,3.8405
"570","4","0","0","1","0","0","0","0","0","0","1","0",83059.85403,7.493988095,8743,37.48540998,0.144922138,0.329657472,0.062291052,4688.274845,20
"409","4","1","1","1","1","0","0","0","0","1","1","1",368.4268921,7.493988095,4907.07,31.26553281,0.488806135,0.295966224,0.037518776,9.786200353,17.96
"7","5","1","1","1","1","0","0","0","0","1","1","1",9314.89,7.585,76561,487.8105382,7.626442364,1.41621,0.017665158,1121.05,11.06
"339","4","0","1","1","0","0","0","0","0","0","0","0",21.93171826,7.493988095,4759.2576,30.323742,0.474082154,0.287051031,0.06301097,9.491417161,4.343
"239","5","1","1","1","1","0","0","0","0","1","0","0",5692.221731,7.493988095,33013,210.3432465,4.18328391,11.51118755,0.062389244,178.573539,11.36
"711","2","1","0","1","0","0","0","0","0","0","0","0",418.811,7.9092,7570.586,48.23619899,0.754125962,0.507,0.35,15.09806695,7.67
"338","4","0","1","1","0","0","0","0","0","0","0","0",20.537,7.493988095,2414.909,15.38665977,0.24055543,0.145653414,0.031972583,4.816068104,2
"569","4","0","0","1","0","0","0","0","0","0","1","0",57444.09073,7.493988095,9127,39.13180108,0.151287241,0.344136309,0.065026928,5476.013783,41.7
"174","5","1","1","1","1","0","0","0","0","1","1","0",466.328541,7.493988095,12974,82.66420139,1.292374228,2.077778,0.004117,10.920584,3.48
"256","2","1","1","1","1","0","0","0","0","1","1","0",867.056,8.120322581,5831.5,37.15556424,0.580891037,0.351722522,0.044586839,5.13416,22.077
"16","5","1","1","1","1","0","0","0","0","1","1","1",14644.46359,7.843,80770,514.6282986,8.045711913,1.393324226,0.018636313,1173.084747,40.283
"350","5","1","1","1","1","0","0","0","0","1","0","1",12356.215,7.859677419,73424,467.8230556,21.64,2.1,2.87,763.9256,42
"76","5","0","0","1","0","0","0","0","0","0","0","0",710.7592,7.243114754,53688,342.0745833,5.348002738,1.2837,0.0135,74.3691,75.204
"610","5","1","1","1","1","0","0","0","0","1","1","1",3300.5628,7.844,178649.8891,1138.272731,17.79578483,4.464,4.4201,356.2825898,47.62
"93","5","1","1","1","1","0","0","0","0","1","1","1",20610.6,7.633225806,106920,681.24375,10.65058212,6.448799114,0.817495478,1478.18,13.0545
"684","5","0","0","1","1","0","0","0","0","0","1","0",2257.099,7.603724968,46901.285,550.457,34.082,2.828815611,0.358600714,234.52,49.498
"169","5","1","1","1","1","0","0","0","0","1","1","0",843.65933,7.493988095,12101,77.10185764,1.205412404,2.394419167,0.006096399,4.565114165,0.1
"347","5","1","1","1","1","0","0","0","0","1","0","1",5643.3583,7.763548387,40780,259.8309028,16.88999552,0.784853769,1.808814687,778.92883,16.73
"241","5","1","1","1","1","0","0","0","0","1","0","0",7342.531887,7.493988095,31243,199.0656424,3.516575,10.89401244,0.05904423,115.861583,11.905
"364","5","1","1","1","1","0","0","0","0","1","0","1",15077.31,7.802903226,67506.768,430.1212475,27.9595147,1.299238384,2.994292139,984.5961,20.033
"357","5","1","1","1","1","0","0","0","0","1","0","1",13278.923,7.915483871,67643,430.9892535,28.01593838,1.301860311,3.000334769,749.539599,34.83
"383","3","1","1","1","1","0","0","0","0","1","1","0",568.116969,7.493988095,3212,20.46534722,0.319955759,0.193729356,0.024558506,16.126316,8.76
"295","4","1","1","1","1","0","0","0","0","1","0","0",981.8100095,7.493988095,21746,138.5552431,2.166176195,1.31159358,0.166266897,43.36818364,34.427
"527","5","1","1","1","1","0","0","0","0","1","1","1",75624.4,7.110333333,28853,183.837691,2.874123138,1.740246921,33.3114,8427.2,4.735
"524","5","1","1","1","1","0","0","0","0","1","1","1",11810.8,7.201111111,62874,400.6034375,6.263044334,3.792197863,72.58936553,1274.9,8.04
"673","5","0","0","1","1","0","0","0","0","0","1","0",2796.88,7.652580645,29974.08,207.9044488,22.34205016,1.807864016,0.229177655,56.27,9.62
"368","3","1","1","1","1","0","0","0","0","1","1","0",434.365213,7.493988095,2852,18.17159722,0.284095213,0.172016228,0.021805996,23.104249,14.27
"590","5","1","1","1","1","0","0","0","0","1","0","0",1878.999,7.083666667,16824,107.1945833,1.675882843,1.014726864,0.0205,202.086,3.433
"685","5","0","0","1","1","0","0","0","0","0","1","0",7212.31,6.884527767,49082.71,340.444603,6.11,2.960386614,0.375279587,13.54,54.122
"665","5","1","1","1","1","0","0","0","0","1","1","0",7983.381,7.69,46299,294.9953646,4.611965035,1.8138,0.353995727,1007.009,29.49
"244","5","1","1","1","1","0","0","0","0","1","0","0",6114.352007,7.493988095,35223,224.4243229,4.463326846,12.28178472,0.066565788,143.497182,11.16
"384","5","1","1","1","1","0","1","0","0","1","1","1",1545.381232,7.4715,64824,413.0279167,6.457288957,3.909810641,0.495635305,25.744777,55.964
"281","4","1","1","1","1","0","0","0","1","1","1","1",623.413,7.305297767,22242.696,141.7199554,8.497221066,0.188665624,0.127295307,224.712,4.4
"450","1","1","1","1","1","0","1","0","0","1","0","1",71.33454919,7.493988095,932,5.938263889,0.092838969,0.056212877,0.007125943,7.078000868,2.7
"165","5","1","1","1","1","0","0","0","0","1","1","0",469.165691,7.493988095,11174,71.19545139,1.113071498,2.976074,0.008632,2.92676,19.37
"410","4","1","1","1","1","0","0","0","0","1","1","1",60.50726609,7.493988095,805.895,5.134782378,0.080277318,0.048606949,0.006161761,1.607201433,16.3
"407","4","1","1","1","1","0","0","0","0","1","1","1",328.6541735,7.493988095,4377.338,27.89033066,0.436038139,0.264015838,0.033468519,8.729752517,14.28
"144","4","1","1","1","1","0","0","0","0","1","1","1",335.0841,7.312333333,34222.95,218.0524766,3.409037966,0.196586,0.261663925,23.8301,1.379
"361","5","1","1","1","1","0","0","0","0","1","0","1",8304.1929,7.802903226,59368,378.2648611,24.58865263,1.142599278,2.633293534,970.515931,38.4
"156","5","1","1","1","1","0","0","0","0","1","1","0",762.820742,7.493988095,7827,49.86994792,0.779668034,1.548724801,0.003943188,2.952743457,4.15
"474","5","1","1","1","1","0","1","0","1","1","1","1",4098.494,6.934,126381.084,805.2405873,12.58915183,11.942,0.966292224,252.0425853,39.73
"704","2","1","0","1","0","0","0","0","0","0","0","0",405.567,7.808387097,10695.128,68.14430514,1.0653698,1.259,1.22,21.32936058,6.51
"30","5","1","1","1","1","0","0","0","0","1","0","0",307.983097,7.404193548,35081,223.519566,1.827832268,0.295260594,1.008072245,15.02263777,69.217
"44","5","1","1","1","1","0","0","0","0","1","1","0",705.71573,7.494642857,23604,150.3935417,2.351256457,1.423657447,0.180472907,5.475197,52.681
"543","4","1","1","1","1","0","0","0","0","1","1","1",405.262267,7.770555556,8479,56.82841435,0.472696864,1.739128312,0.00023327,3.698065653,4.72
"615","5","1","1","1","1","0","0","0","0","1","1","1",3464.9853,7.854137931,176795.3193,1126.456288,17.61104626,18.2602,7.2354,352.5840096,18.76
"541","4","1","1","1","1","0","0","0","0","1","0","0",1319.30895,7.388154129,22683.011,144.5254347,2.259514322,0.43647,0.173431153,45.23687053,37.581
"310","5","1","1","1","1","0","0","0","0","1","1","1",605.425906,7.509354839,30239,124.6989201,1.614891,0.740208,0.615907394,17.705204,41.6
"131","4","0","1","1","0","0","0","0","0","0","0","0",78.843765,7.411,1431,9.11765625,0.14254567,0.086309685,0.010941227,2.853852239,6.337
"678","5","0","0","1","1","0","0","0","0","0","1","0",2871.012,7.775333333,64557.996,262.802,85.874,3.893766811,0.493601476,94.259,11.365
"47","5","1","1","1","1","0","0","0","0","1","1","0",884.541804,7.512903226,37092,236.3327083,3.694831575,2.237175989,0.283600283,8.770573,55.999
"230","5","1","1","1","1","0","0","0","0","1","0","0",6740.845669,7.493988095,29884,190.4067361,4.458339,10.42014748,0.056475939,98.023881,21.22
"11","5","1","1","1","1","0","0","0","0","1","1","1",9532.587318,7.219677419,78801,502.0827604,7.84957465,0.2,0.018182,1022.191264,38.96
"385","5","1","1","1","1","0","1","0","0","1","1","1",2084.465518,7.4715,78845,502.3631076,7.853957605,4.755476675,0.602837925,39.030069,68.668
"249","5","1","1","1","1","0","0","0","0","1","0","0",6962.206748,7.493988095,37352,237.9893056,4.733105764,13.02413829,0.070589254,149.132403,24.18
"451","1","1","1","1","1","0","1","0","0","1","0","1",85.03849,7.493988095,886,5.645173611,0.088256788,0.053438421,0.006774233,6.644728,5.14
"228","5","1","1","1","1","0","0","0","0","1","0","0",6777.245842,7.493988095,29397,187.3038021,5.094979,10.25033715,0.055555587,90.107103,10.919
"594","5","0","1","1","1","0","0","0","0","0","1","0",3885.694,7.307419355,92904.383,820.667,11.26907454,5.603457751,4233.02,316.507,73.374
"551","4","1","1","1","1","0","0","0","0","1","1","1",718.52036,7.768064516,13170,125.815499,1.611695,1.544325,0.040186,39.304976,19.08
"340","4","0","1","1","0","0","0","0","0","0","0","0",25.03289306,7.493988095,5432.2231,34.61156038,0.541118015,0.327640437,0.071920807,10.83351646,4.078
"103","5","1","1","1","1","0","0","0","0","1","1","1",72516.03,7.176451613,457174.5,2912.900026,45.54035311,27.57413497,3.495492763,5715.207123,3.93
"683","5","0","0","1","1","0","0","0","0","0","1","0",2218.15,7.574333333,30688.76,212.8615701,22.87475763,1.8509694,0.234641999,108.53,32.87
"14","5","1","1","1","1","0","0","0","0","1","1","1",15976.286,7.47516129,95506,608.5191319,9.51360359,1.927679,0.022036397,1536.12,15.38
"354","5","1","1","1","1","0","0","0","0","1","0","1",10536.23157,7.613184536,55676,354.7411806,21.04,0.97,3.68,879.864928,37.62
"653","1","1","1","1","1","0","0","0","0","1","1","0",224.5402782,6.95,119.372822,0.760587251,0.01189104,0.007199882,0.000912708,1.536328219,1.238
"433","5","1","1","1","1","0","0","0","0","1","0","0",708.666445,7.493988095,26033,165.8699826,2.593215528,1.570160749,0.199044704,3.99697,21.23
"293","4","1","1","1","1","0","0","0","0","1","0","0",773.0410642,7.493988095,17122,109.0932986,1.705567406,1.032700509,0.130912435,34.14651155,28.018
"13","5","1","1","1","1","0","0","0","0","1","1","1",14628.18521,7.997741935,78598,500.7893403,7.829353286,1.247684,0.023767,1045.576703,17.3
"235","5","1","1","1","1","0","0","0","0","1","0","0",11570.76,7.493988095,47793,304.5144271,9.18,11.337071,0.151044,142.02,22.04
"714","2","1","0","1","0","0","0","0","0","0","0","0",213.386,7.972903226,6804.31,43.35385017,0.677795197,0.391,0.231,13.56987794,12.91
"283","4","1","1","1","1","0","0","0","1","1","1","1",757.934,7.305297767,25377.682,161.6946058,9.694857768,0.215257009,0.145236882,230.802,8.6
"25","5","1","1","1","1","0","0","0","0","1","0","0",359.750262,7.388504767,30888,196.80375,1.609363562,0.259970047,0.887584034,13.2270812,52.789
"337","4","0","1","1","0","0","0","0","0","0","0","0",14.301,7.493988095,3172.286,20.21230837,0.315999743,0.191334036,0.042,6.326509786,1.1
"381","3","1","1","1","1","0","0","0","0","1","1","0",501.854646,7.493988095,2901,18.48380208,0.288976232,0.174971626,0.022180643,19.385598,8.74
"528","5","1","1","1","1","0","0","0","0","1","1","1",46229.5,7.266451613,305570,1946.947743,30.43863055,18.43022395,352.7870411,5988.5,9.0555
"592","5","1","1","1","1","0","0","0","0","1","0","0",4469.027,7.376774194,22001,140.1799826,2.191577415,1.326973712,0.0419,477.511,3.515
"106","5","1","1","1","1","0","0","0","0","1","1","1",21251.88,7.607419355,145329.79,925.9727939,14.47668222,8.765456612,1.1111714,1816.789543,4.976
"127","4","0","1","1","0","0","0","0","0","0","0","0",62.524812,7.757,1926,12.2715625,0.19185392,0.116165237,0.014725929,3.841033831,2.499
"272","4","1","1","1","1","0","0","0","1","1","1","1",148.733,7.317692308,6639.7,42.30503299,2.536517997,0.056318854,0.03799911,60.192,34.94
"1","5","1","1","1","1","0","0","0","0","1","1","1",6024.668716,7.251612903,45763,291.5802257,4.558572667,0.732356,0.006949,738.052896,54.3
"439","5","1","1","1","1","0","0","0","0","1","0","0",778.270611,7.493988095,29838,190.1136458,2.972241576,1.799656453,0.228137206,7.135356,24.64
"565","4","0","0","1","0","0","0","0","0","0","1","0",113364.7865,7.493988095,10095,43.28207866,0.167332607,0.380635043,0.071923615,3602.798135,19.92
"102","5","1","1","1","1","0","0","0","0","1","1","1",27434.68,7.416129032,222880.51,1420.089361,22.20171319,13.44286977,1.70411344,2786.262747,16.9975
"234","5","1","1","1","1","0","0","0","0","1","0","0",9077.186293,7.493988095,32393,206.3928993,3.218238,11.29500191,0.061217544,136.33634,21.312
"248","5","1","1","1","1","0","0","0","0","1","0","0",7874.239262,7.493988095,42993,273.9310938,5.44791219,14.99107885,0.081249834,183.003792,27.12
"446","1","1","1","1","1","0","1","0","0","1","0","1",74.24303939,7.493988095,970,6.180381944,0.096624249,0.058504818,0.007416485,7.366588886,1.47
"48","5","1","1","1","1","0","0","0","0","1","1","0",716.33054,7.508784947,22672,144.4552778,2.258417488,1.367444571,0.173346965,44.763454,78.8
"5","5","1","1","1","1","0","0","0","0","1","1","1",9850.512695,7.708387097,54299,345.9675868,5.408866054,0.936685801,0.012528577,735.991022,55
"253","2","1","1","1","1","0","0","0","0","1","1","0",358.773,8.086,6270,39.94947917,0.624571174,0.378170318,0.04793955,0.168329,14.531
"87","5","1","1","1","1","0","0","0","0","1","1","1",13706.24,7.621666667,94585,602.6509549,9.42186036,5.704822897,0.72318378,1326.7,23.786
"484","5","1","1","1","1","0","1","0","1","1","1","1",16574.299,7.301666667,181841.779,1158.609946,18.11373737,24.743,1.390337,362.6481957,44.99
"412","4","1","1","1","1","0","0","0","0","1","1","1",323.8469731,7.493988095,4313.311,27.48238085,0.429660241,0.260154098,0.032978977,8.602063071,21.78
"311","5","1","1","1","1","0","0","0","0","1","1","1",810.517815,7.027916667,31722,85.71,1.41,0.26,0.2,24.483398,37.906
"146","4","1","1","1","1","0","0","0","0","1","1","1",644.229,7.223225806,35057.8,223.3717465,3.492199568,0.83323,0.268047072,14.23441,1.574
"363","5","1","1","1","1","0","0","0","0","1","0","1",13013.285,7.802903226,60450.373,385.1612307,25.03694285,1.163430679,2.681302661,516.95495,27
"145","4","1","1","1","1","0","0","0","0","1","1","1",317.948,7.622580645,23791.6,151.5888403,2.369943785,0.473072,0.181907271,86.9142,2.332
"461","1","1","1","1","1","0","0","0","0","1","1","1",77.23689,7.493988095,6638,42.29420139,0.661228621,0.400365961,0.050753227,0.538241,8.8
"269","4","1","1","1","1","0","0","0","1","1","1","1",167.496584,7.292903226,8282.155363,52.76998296,3.163973694,0.070250387,0.047398908,37.681565,18.78
"149","4","1","1","1","1","0","0","0","1","1","0","1",235.514336,7.493988095,6860.28767,43.71051345,0.683371279,0.413773074,0.052452807,13.68151455,0.1806
"94","5","1","1","1","1","0","0","0","0","1","1","1",21643.742,7.451034483,124582.48,793.7807319,12.40998816,7.514098266,0.952540348,1161.48,29.6095
"290","4","1","1","1","1","0","0","0","0","1","0","0",272.3387279,7.493988095,6032,38.43305556,0.600863368,0.363815528,0.046119835,12.02965528,72.518
"291","4","1","1","1","1","0","0","0","0","1","0","0",863.2487529,7.493988095,19120,121.8236111,1.904593435,1.153208371,0.146188866,38.13113543,44.954
"694","5","1","1","1","1","0","0","0","0","1","0","0",13860.52806,7.774516129,32792,208.9351389,3.266497277,2.12447,0.25072308,421.629206,8.02
"581","4","0","0","1","0","0","0","0","0","0","0","0",75.0855,7.493988095,596.6611,3.801642773,0.05943498,0.035987164,0.004561988,1.189924959,0.04
"448","1","1","1","1","1","0","1","0","0","1","0","1",69.483351,7.493988095,971,6.186753472,0.096723861,0.058565132,0.007424131,6.803552,5.46
"582","4","0","0","1","0","0","0","0","0","0","0","0",18.8264,7.493988095,422.5879,2.692530543,0.042095091,0.02548807,0.003231048,0.842769689,0.041
"74","5","0","0","1","0","0","0","0","0","0","0","0",2815.127618,7.2342675,109911.64,700.3050674,10.94858724,6.818061,0.0027,228.702291,70.55
"275","4","1","1","1","1","0","0","0","1","1","1","1",348.583,7.320833333,10991.748,70.03422771,4.84,0.3,0.06,117.512,29.02
"469","2","1","1","1","1","0","0","0","0","1","1","1",28.00050169,7.451333333,1160,7.390972222,0.08705568,0.069964525,0.008869199,3.157432502,1.98
"661","5","1","1","1","1","0","0","0","0","1","1","0",2217.275,6.982,49556,315.7474306,4.936403362,1.1966,0.378898297,329.8187,0.741
"266","2","1","1","1","1","0","0","0","0","1","1","0",428.972,8.063333333,10930,69.64079861,1.088766017,0.659234702,0.083569263,1.898618902,16.388
"421","4","1","1","1","1","0","0","0","0","1","1","0",1496.427039,7.493988095,8600,54.79513889,0.856668595,0.51870251,0.065754406,28.011397,7.26
"224","5","1","1","1","1","0","0","0","0","1","0","0",2803.951781,7.493988095,16502,105.1429514,1.207343,5.754024684,0.031186118,45.157805,2.834
"305","4","1","1","1","1","0","0","0","0","1","0","0",1012.421027,7.493988095,22424,142.8751389,2.233713556,1.352486638,0.171450791,44.72032327,49.528
"91","5","1","1","1","1","0","0","0","0","1","1","1",14603.1,7.243,102337,652.0430382,10.19405745,6.172378927,0.782454496,1268.36,24.044
"457","1","1","1","1","1","0","1","0","0","1","0","1",98.96520612,7.493988095,1293,8.238385417,0.128799127,0.077986319,0.009886099,9.819587041,5
"429","5","1","1","1","1","0","0","0","0","1","0","0",31291.66159,7.493988095,722360,4602.536806,71.95617751,43.56859828,5.523064284,37.946614,23.22
"19","5","1","1","1","1","0","0","0","0","1","0","0",261.078614,7.414642857,27375,174.4205729,1.426325029,0.230402747,0.786636006,11.72271911,47.399
"377","3","1","1","1","1","0","0","0","0","1","1","0",328.257957,7.493988095,2212,14.09381944,0.220343132,0.133415111,0.016912645,20.492311,6.62
"227","5","1","1","1","1","0","0","0","0","1","0","0",6496.799606,7.493988095,28646,182.5187847,3.629914,9.988473585,0.054136319,104.14379,14.904
"521","5","1","1","1","1","0","0","0","0","1","1","1",46075.7,7.170322581,259758,1655.055313,25.87517686,15.66710775,299.8961162,4526.72,4.5595
"95","5","1","1","1","1","0","0","0","0","1","1","1",16430.855,7.3655111,112074,714.0826042,11.1639856,6.759658734,0.856902246,1504.3919,38.064
"351","5","1","1","1","1","0","0","0","0","1","0","1",10604.0424,7.930642867,59779,380.883559,24.75887794,1.150509403,2.651523619,935.803915,32.81
"358","5","1","1","1","1","0","0","0","0","1","0","1",12246.256,7.663225806,65971,420.336059,38.06,1.39,4.16,1102.6356,25.72
"557","4","1","1","1","1","0","0","0","0","1","1","1",359.827,7.770555556,12934,86.68695733,0.721059233,2.652893688,0.000355834,5.641087529,61.95
"415","4","1","1","1","1","0","0","0","0","1","1","0",1682.41782,7.493988095,7345,46.79887153,0.731654748,0.443008132,0.05615885,23.442137,8.74
"454","1","1","1","1","1","0","1","0","0","1","0","1",53.089593,7.493988095,751,4.785017361,0.074809083,0.045295998,0.005742042,6.271712,5.68
"280","4","1","1","1","1","0","0","0","1","1","1","1",656.029,7.305297767,26250.461,167.2555414,10.0282794,0.222660041,0.150231811,250.568,16.4
"547","4","1","1","1","1","0","0","0","0","1","1","1",377.600945,7.736774194,8903,58.10117,0.496334495,1.712831,0.000365,1.966763,14.918
"440","5","1","1","1","1","0","0","0","0","1","0","0",922.516969,7.493988095,31084,198.0525694,3.096358909,1.874808003,0.237663949,12.800894,25.4
"662","5","1","1","1","1","0","0","0","0","1","1","0",1592.568,7.568387097,48481,308.8980382,4.829319788,1.8201,0.370678996,1058.053,0.361
"418","4","1","1","1","1","0","0","0","0","1","1","0",2951.175391,7.493988095,13380,85.25104167,1.332816954,0.807004603,0.102301623,61.694482,8.32
"86","5","1","1","1","1","0","0","0","0","1","1","1",13310.9,7.776333333,94651,603.0714757,9.428434794,5.708803638,0.723688407,1263.386,45.108
"659","5","1","1","1","1","0","0","0","0","1","1","0",1059.205,6.768666667,37121,236.5174826,3.697720341,1.9131,0.283822013,282.9045,0.568
"255","2","1","1","1","1","0","0","0","0","1","1","0",561.028,8.111333333,5881,37.47095486,0.585821862,0.354708077,0.04496531,0.902226,17.41
"537","4","1","1","1","1","0","0","0","0","1","0","0",281.6,7.39,1643.4,10.47096875,0.163703392,0.27494,0.012565208,3.277442886,23.859
"580","4","0","0","1","0","0","0","0","0","0","0","0",67.6761,7.493988095,958.9487,6.10996828,0.0955234,0.057838267,0.007331989,1.912437383,0.011
"73","5","0","0","1","0","0","0","0","0","0","0","0",1184.875,7.154237288,60517,385.5857465,6.028257371,1.1265,0.0483,118.8616,42.397
"660","5","1","1","1","1","0","0","0","0","1","1","0",7635.979,6.849575773,41178,262.3667708,4.10184877,0.748192,0.314841272,548.280108,27.64
"422","4","1","1","1","1","0","0","0","0","1","1","0",1869.191545,7.493988095,14020,89.32881944,1.396569036,0.84560572,0.107194974,48.521797,15.34
"477","5","1","1","1","1","0","1","0","1","1","1","1",10745.436,7.463548387,234943.676,1496.950158,23.40335685,19.143,1.796346733,468.5496406,40.49
"242","5","1","1","1","1","0","0","0","0","1","0","0",7240.793204,7.493988095,29858,190.2410764,2.336633,9.943893,0.040637,132.123571,19.48
"367","3","1","1","1","1","0","0","0","0","1","1","0",251.290836,7.493988095,1945,12.39262153,0.19374656,0.117311207,0.0148712,14.032143,7.44
"104","5","1","1","1","1","0","0","0","0","1","1","1",106660.33,7.393225806,553882.13,3529.075377,55.17365422,33.40698269,4.234905878,6924.163738,2.118
"302","4","1","1","1","1","0","0","0","0","1","0","0",932.3718617,7.493988095,20651,131.5784201,2.057100368,1.245549481,0.157894679,41.1844183,60.004
"525","5","1","1","1","1","0","0","0","0","1","1","1",47511.5,7.041333333,261820,1668.193403,26.0805781,15.79147572,302.2767389,4926.4,10.3
"173","5","1","1","1","1","0","0","0","0","1","1","0",1213.03716158438,7.55404450699457,43259.7854785472,275.630924825802,4.30922089106923,2.60918131559241,0.33075831426741,8.99635725678506,108.997478243405
"2","4","1","1","1","1","0","0","0","0","1","1","0",367.080717122537,7.58000648155175,12644.8209781572,80.5668281039871,1.25958384078061,0.832849138294248,0.096680546021766,25.2176454641371,2668.69241162577
"3","5","1","1","1","1","0","1","0","0","1","1","1",1920.59373385877,7.4715,76304.0488127079,486.173366538174,7.6008467815044,4.6022211221373,0.583410164581934,59.9263621561293,89.6997477115178
"4","4","1","1","1","1","0","0","0","0","1","1","1",2507.360868744,7.493988095,10690.2779747634,68.113403071962,1.06488667675458,1.37390237808693,1.59121927453903,77.0853044957318,337.683326365976
"517","5","1","1","1","1","0","0","0","0","1","1","0",3860.5914613811,7.30835922058481,58516.0249743918,372.836478593103,5.82893499078462,3.52934988777191,0.447405403610372,80.213559394495,102.391243408713
"6","5","1","1","1","1","0","0","0","0","1","1","1",2677.47699553364,7.7179256687307,140950.657556611,898.071029943324,14.0404653320588,4.30747715048245,4.16753700742125,281.09877683789,82.943088963204
