"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HW17"
"28","4","0","1","1","0","0","0","0","0","0","1","0",259.519607,7.716590909,0.712216378,22023,119.9076016,0.782988438,0.548398698,0.492270973,1.519503717,0.570134084,2.024723,17.336
"285","4","0","0","0","0","0","0","0","0","0","1","0",1627.469,7.485,0.269408142,8330.58,45.35712063,0.296178896,0.207441276,0.186209995,0.574778517,0.215663061,2.346192048,5.981
"426","4","0","0","0","0","0","0","0","0","0","1","0",521.1030816,7.485,0.562008349,17378.3,94.61881999,0.617854423,0.432740185,0.388449923,1.199036982,0.449891529,4.894356608,16.96
"89","1","0","0","1","0","0","0","0","0","0","1","0",0.026627434,7.485,2.87e-05,0.888,0.004834852,3.16e-05,2.21e-05,1.98e-05,6.13e-05,2.3e-05,0.000250093,2
"645","4","0","1","1","0","0","0","0","0","0","1","0",3.222,7.384516129,0.008309709,256.951,0.42,0.002,0.006398383,0.002,0.017728647,0.006651979,0.056,30.041
"12","3","1","1","0","0","0","0","0","0","0","1","0",14.92364224,7.195215054,0.012515449,387,1.400362873,0.049774727,0.009636757,0.00865045,0.026701537,0.010018703,0.326656275,8.361
"637","4","0","1","1","0","0","0","0","0","0","1","0",10.37,6.865,0.021,589.452,3.246,0.021,0.014678051,0.021,0.040669959,0.015259805,0.052,28.213
"236","3","1","0","1","0","0","0","0","0","0","1","0",1028.6115,7.299642857,0.569928536,17623.2063,95.95224991,0.62656163,0.438838641,0.4247,1.215934591,0.456231693,4.963331063,26.236
"34","4","0","1","1","0","0","0","0","0","0","1","0",170.672993,7.971,0.617105432,19082,103.894876,0.678426435,0.475164326,0.426532021,1.316585839,0.493997121,1.648439,10.0105
"294","2","0","0","0","0","0","0","0","0","0","1","0",0.005076604,7.485,5.48e-06,0.1693,0.00092178,6.02e-06,4.22e-06,3.78e-06,1.17e-05,4.38e-06,4.77e-05,25.727
"239","3","1","0","1","0","0","0","0","0","0","1","0",567.8698,7.505333333,0.258580034,7995.7556,43.53411783,0.284274812,0.199103753,0.321,0.5516769,0.206995087,2.251893411,18.38
"535","3","0","1","0","0","0","0","0","0","0","1","0",41.65034441,7.485,0.044919791,1389,7.562623557,0.049383415,0.03458774,0.03104774,0.095835747,0.0359586,0.391192541,15.62
"371","2","0","0","0","0","0","0","0","0","0","1","0",6.218465389,7.485,0.006706599,207.38,1.12911222,0.007373026,0.005164007,0.004635479,0.014308436,0.005368678,0.058405694,5.132
"162","1","0","0","0","0","0","0","0","0","0","1","0",1.21e-05,7.485,1.3e-08,0.000402,2.19e-06,1.43e-08,1e-08,8.99e-09,2.77e-08,1.04e-08,1.13e-07,0.715
"251","3","1","0","1","0","0","0","0","0","0","1","0",348.3348,7.447419355,0.180843465,5592.0023,30.44651427,0.198813656,0.139247459,0.2328,0.385827012,0.144766431,1.57490971,33.201
"35","4","0","1","1","0","0","0","0","0","0","1","0",553.809393,7.968333333,0.822300587,25427,138.4412017,0.904011579,0.633162316,0.568359171,1.754366845,0.658257247,12.697454,21.096
"212","4","0","0","1","0","0","0","0","0","0","1","0",21.23,8.240344828,0.012516743,387.04,2.107298648,0.013760516,0.009637753,0.008651344,0.026704296,0.010019738,0.109004436,1.08
"547","2","0","0","0","0","0","0","0","0","0","1","0",14.72341174,7.485,0.015879162,491.012,2.67339015,0.017457055,0.012226778,0.010975387,0.033877971,0.012711378,0.138286704,14.72
"596","4","0","1","1","0","0","0","0","0","0","1","0",61.79084973,7.485,0.066641274,2060.667,11.21961757,0.073263335,0.051313041,0.046061234,0.14217823,0.053346796,0.580358214,1.866
"416","1","0","0","0","0","0","0","0","0","0","1","0",1.115430587,7.485,0.001202989,37.198566,0.202533298,0.001322529,0.000926288,0.000831484,0.00256656,0.000963001,0.010476459,1.69
"530","3","0","1","0","0","0","0","0","0","0","1","0",49.56660858,7.485,0.053457461,1653,9.000012052,0.058769463,0.041161651,0.036948823,0.114050749,0.042793064,0.465544471,4.01
"567","2","0","0","0","0","0","0","0","0","0","1","0",19.34404518,7.485,0.020862504,645.1058,3.51237748,0.022935585,0.016063896,0.014419782,0.044509861,0.016700577,0.181685081,0.211
"148","3","0","1","0","0","0","0","0","0","0","1","0",37.663235,7.485,0.03045999,941.877174,5.128194748,0.033486761,0.023453854,0.021053389,0.064985963,0.02438343,0.265266612,10.56
"100","3","0","1","0","0","0","0","0","0","1","1","0",25.888,8.135806452,0.010161413,314.209,1.626,0.01117114,0.007824175,0.007023383,0.021679233,0.008134281,1.167,13.8705
"638","4","0","1","1","0","0","0","0","0","0","1","0",0.100596019,6.403666667,0.000367088,11.351,0.04,0.000212076,0.000282653,0.000256912,0.000783176,0.000293856,0.000953698,33.4
"444","1","0","0","0","0","0","0","0","0","0","1","0",6.26751669,7.485,0.006759501,209.015815,1.138018666,0.007431184,0.005204741,0.004672044,0.014421301,0.005411027,0.058866399,11.27
"293","2","0","0","0","0","0","0","0","0","0","1","0",0.000686676,7.485,7.41e-07,0.0229,0.000124683,8.14e-07,5.7e-07,5.12e-07,1.58e-06,5.93e-07,6.45e-06,25.362
"370","2","0","0","0","0","0","0","0","0","0","1","0",9.794727683,7.485,0.010563589,326.645,1.778468806,0.01161328,0.008133846,0.00730136,0.02253727,0.008456225,0.091995023,4.88
"382","2","0","0","0","0","0","0","0","0","0","1","0",2.059068287,7.485,0.0022207,68.668,0.373873459,0.002441368,0.001709914,0.001534907,0.004737832,0.001777685,0.019339388,13.873
"146","3","0","1","0","0","0","0","0","0","0","1","0",6.1323,7.485,0.003334834,103.119,0.561447213,0.003666212,0.002567785,0.002304976,0.007114821,0.002669557,0.029042033,15.34
"297","2","0","0","0","0","0","0","0","0","0","1","0",0.000716662,7.485,7.73e-07,0.0239,0.000130127,8.5e-07,5.95e-07,5.34e-07,1.65e-06,6.19e-07,6.73e-06,30.857
"516","2","0","0","1","0","0","0","0","0","0","0","0",61.88659455,7.996129032,0.066744535,2063.86,11.23700234,0.073376857,0.02,0.01,0.17,0.02,0.581257478,4
"572","4","0","0","0","0","0","0","0","0","0","1","0",2.176702773,7.485,0.002347568,72.591,0.395232834,0.002580843,0.001807602,0.001622596,0.005008504,0.001879245,0.020444246,2.504
"95","3","0","1","0","0","0","0","0","0","1","1","0",23.166,7.516774194,0.010711931,331.232,2.791,0.011776362,0.008248068,0.007403891,0.022853755,0.008574974,0.771,8.0675
"506","3","0","1","0","0","0","0","0","0","1","1","0",1.928389956,7.485,0.002079764,64.31,0.350145659,0.002286427,0.001601395,0.001437495,0.004437147,0.001664865,0.018112017,0.72
"598","1","0","1","1","0","0","0","0","0","0","1","0",17.29059024,7.485,0.018647858,576.625,3.13952326,0.020500872,0.014358643,0.012889059,0.039784944,0.014927738,0.162398415,0.1
"411","1","0","0","0","0","0","0","0","0","0","1","0",57.54487149,7.485,0.062061998,1919.0676,10.44865791,0.068229022,0.047787049,0.042896121,0.132408407,0.049681054,0.540478711,9
"288","4","0","0","0","0","0","0","0","0","0","1","0",1071.646,7.485,0.316771517,9795.14,53.3311422,0.348248711,0.243910549,0.218946697,0.675827619,0.253577767,2.758665012,22.563
"128","3","0","1","0","0","0","0","0","0","1","1","0",1313.226034,8.466774194,1.41631094,43794.859,238.4478275,1.557048006,1.090543688,0.978928295,3.021679656,1.1337666,12.33421322,33.48
"404","1","0","0","0","0","0","0","0","0","0","1","0",27.69453742,7.485,0.029868488,923.5869,5.028610545,0.032836483,0.022998404,0.020644554,0.063724003,0.023909929,0.260115411,1
"171","5","0","1","1","0","0","0","0","0","1","1","0",120.7149323,7.586451613,0.130190748,4025.73,21.91870449,0.143127641,0.100245429,0.089985471,0.277760146,0.104218584,1.13379089,20.788
"87","1","0","0","1","0","0","0","0","0","0","1","0",0.026387547,7.485,2.85e-05,0.88,0.004791295,3.13e-05,2.19e-05,1.97e-05,6.07e-05,2.28e-05,0.00024784,5
"2","3","1","1","0","0","0","0","0","0","0","1","0",58.52476,7.283870968,0.038742915,1198,3.975027,0.146747,0.029831614,0.026778396,0.08265747,0.031013969,1.937731,0.906
"238","3","1","0","1","0","0","0","0","0","0","1","0",576.46,7.725833333,0.312081015,9650.1013,52.54145675,0.343092119,0.240298914,1.49,0.665820497,0.249822988,2.717816879,32.507
"517","2","0","0","1","0","0","0","0","0","0","0","0",57.53774685,7.71455,0.062054314,1918.83,10.44736426,0.068220574,0.07,0.01,0.2,0.05,0.540411795,7
"53","1","0","0","0","0","0","0","0","0","0","1","0",6.506929257,7.485,0.007017707,217,1.181489785,0.007715047,0.005403556,0.004850511,0.014972179,0.005617722,0.061115033,7.734
"98","3","0","1","0","0","0","0","0","0","1","1","0",53.037,7.327333333,0.014332485,443.186,5.388,0.015756687,0.011035855,0.009906353,0.030578158,0.011473253,1.242,10.5025
"55","1","0","0","0","0","0","0","0","0","0","1","0",8.306080204,7.485,0.008958086,277,1.508168989,0.00984824,0.006897627,0.006191666,0.019111952,0.007171009,0.078013199,1.345
"677","4","0","1","0","0","0","0","0","0","1","0","0",97.19599,8.16,0.101029428,3124.01,27.758557,0.735943,0.077791537,0.069829698,0.215544876,0.080874748,0.497957,33.6
"91","3","0","1","0","0","0","0","0","0","1","1","0",32.012,7.420645161,0.011217109,346.853,3.518,0.012331739,0.008637049,0.007753061,0.023931545,0.008979372,0.843,7.385
"206","4","0","0","1","0","0","0","0","0","0","1","0",234.08,7.904333333,0.086519915,2675.35,14.56635344,0.095117292,0.066619373,0.059800987,0.184589033,0.069259784,0.753475136,19.39
"75","1","0","1","1","0","0","0","0","0","0","1","0",14.54526581,7.485,0.015687032,485.071,2.641043464,0.017245833,0.012078841,0.010842591,0.033468065,0.012557577,0.136613504,5
"137","1","0","0","0","0","0","0","0","0","0","1","0",7.945,6.576538462,0.004624572,143,0.778585435,0.00508411,0.003560869,0.00319642,0.009866459,0.003702001,0.040273962,1.84
"597","4","0","1","1","0","0","0","0","0","0","1","0",106.577714,7.485,0.114943794,3554.267,19.35175187,0.126365616,0.088505444,0.079447054,0.245230982,0.092013293,1.00100989,1.524
"242","3","1","0","1","0","0","0","0","0","0","1","0",314.44,7.206129032,0.274298814,8481.8083,46.18050631,0.301555548,0.211207039,0.74,0.585212698,0.219578078,2.388783397,15.52
"235","3","1","0","1","0","0","0","0","0","0","1","0",1536.66,7.29,0.592830958,18331.39,99.80806469,0.651739836,0.456473251,2.72,1.264796588,0.474565239,5.162781157,17.802
"718","3","0","1","1","0","0","0","0","0","0","1","0",24.42137509,7.485,0.026338391,814.43,4.43428906,0.028955604,0.020280268,0.018204616,0.05619259,0.021084062,0.229372888,28.22
"46","2","0","0","0","0","0","0","0","0","0","1","0",9.175669828,7.485,0.009895937,306,1.666063937,0.010879284,0.007619761,0.006839891,0.021112843,0.007921765,0.086180646,1.6
"474","5","0","1","0","0","0","0","0","0","0","0","0",846.38,7.485,1.369115763,42335.5,230.5021236,1.505163102,1.054203926,0.94630785,2.920989403,1.095986538,70.859617,1.36
"307","5","1","0","0","0","0","0","0","0","0","0","0",148.151,7.485,0.607460289,18783.755,102.2710353,0.932,0.467737673,0.419865475,1.296008062,0.486276118,0.772,30.358
"458","4","1","0","1","0","0","0","0","0","0","1","0",1846.744052,7.485,1.991708767,61587.1855,335.3208783,2.189622402,1.533593622,1.376632781,4.2492829,1.594376497,17.34517463,10.505
"374","2","0","0","0","0","0","0","0","0","0","1","0",6.174086332,7.485,0.006658736,205.9,1.121054133,0.007320407,0.005127153,0.004602397,0.014206321,0.005330364,0.057988873,6.194
"224","4","0","0","1","0","0","0","0","0","0","1","0",588.137,7.349333333,0.800437909,24750.967,134.7604364,0.879976433,0.616328296,0.553248086,1.707723124,0.640756023,6.970765776,7.435
"204","4","0","0","1","0","0","0","0","0","0","1","0",834.237,7.573548387,0.983182709,30401.762,165.5270565,1.080880358,0.757039763,0.67955796,2.09760661,0.787044487,8.562233633,8.133
"564","2","0","0","0","0","0","0","0","0","0","1","0",3175.65207,7.485,3.424932687,105905.024,576.6161478,3.76526401,2.637160117,2.36725102,7.307046164,2.741682053,29.82667776,1.55
"305","5","1","0","0","0","0","0","0","0","0","0","0",332.576,7.485,0.575284427,17788.82,96.8539591,0.577,0.442962617,0.397626106,1.22736131,0.460519121,2.028,19.513
"233","3","1","0","1","0","0","0","0","0","0","1","0",163.96,7.269666667,0.211047609,6525.9683,35.53163542,0.232019149,0.162504314,0.56,0.450267134,0.168945056,1.83794825,14.98
"656","2","0","1","1","0","0","0","0","0","0","1","0",238.4589267,7.485,0.257177346,7952.382,43.29796361,0.282732741,0.198023699,0.177756292,0.548684285,0.205872226,2.239677839,26.68
"447","1","0","0","0","0","0","0","0","0","0","1","0",15.98252417,7.485,0.017237112,533.002221,2.902012349,0.018949942,0.013272385,0.011913977,0.036775138,0.013798426,0.150112666,6.227
"96","3","0","1","0","0","0","0","0","0","1","1","0",24.697,7.495333333,0.010143303,313.649,2.613,0.01115123,0.00781023,0.007010866,0.021640595,0.008119783,0.544,10.266
"611","4","0","0","0","0","0","0","0","0","0","1","0",58.66602439,7.485,0.063271158,1956.457,10.65223024,0.069558335,0.048718089,0.043731871,0.134988134,0.050648995,0.551008916,2.2515
"88","1","0","0","1","0","0","0","0","0","0","1","0",0.033854024,7.485,3.65e-05,1.129,0.006147014,4.01e-05,2.81e-05,2.52e-05,7.79e-05,2.92e-05,0.000317967,10.4
"575","4","0","0","0","0","0","0","0","0","0","1","0",6.045986784,7.485,0.006520581,201.628,1.097794574,0.007168523,0.005020775,0.004506907,0.01391157,0.00521977,0.056785723,9.226
"211","4","0","0","1","0","0","0","0","0","0","1","0",291.1,7.740967742,0.114919636,3553.52,19.34768471,0.126339058,0.088486843,0.079430357,0.245179442,0.091993955,1.000799508,6.24
"512","3","0","1","0","0","0","0","0","0","1","1","0",3.331427836,7.485,0.003592936,111.1,0.604900992,0.003949962,0.002766521,0.002483372,0.00766548,0.00287617,0.031289771,2.499
"11","3","1","1","0","0","0","0","0","0","0","1","0",8.175225207,7.195215054,0.006856008,212,0.767123848,0.027266775,0.00527905,0.004738748,0.014627198,0.005488282,0.178943489,6.599
"369","2","0","0","0","0","0","0","0","0","0","1","0",13.98992789,7.485,0.015088102,466.551,2.540208483,0.016587388,0.011617671,0.010428621,0.032190255,0.012078129,0.131397603,4.466
"508","3","0","1","0","0","0","0","0","0","1","1","0",1.959875098,7.485,0.00211372,65.36,0.355862546,0.002323758,0.001627541,0.001460965,0.004509593,0.001692048,0.018407735,1.59
"306","5","1","0","0","0","0","0","0","0","0","0","0",215.906,7.485,0.594508254,18383.255,100.0904516,0.57,0.457764751,0.410913265,1.268375077,0.475907926,1.927,29.934
"367","2","0","0","0","0","0","0","0","0","0","1","0",8.977763224,7.485,0.009682495,299.4,1.630129225,0.010644632,0.007455413,0.006692364,0.020657468,0.007750903,0.084321848,2.04
"529","3","0","1","0","0","0","0","0","0","0","1","0",40.4209246,7.485,0.043593864,1348,7.339392769,0.047925733,0.033566791,0.030131284,0.093006902,0.034897187,0.379645461,11.68
"603","4","1","1","1","0","0","0","0","0","1","1","0",115.8469396,6.966,0.12494063,3863.387,21.03480312,0.137355826,0.096202897,0.086356685,0.266559093,0.100015829,1.088069241,27.4
"463","4","0","1","1","0","0","0","0","0","0","1","0",435.3769544,7.485,0.469552939,14519.4139,79.0531761,0.516211833,0.361550546,0.324546429,1.001784652,0.375880341,4.089191081,28.087
"495","3","0","0","0","0","0","0","0","0","1","1","0",584.64,7.286,0.8513374,26324.87,143.3297927,0.935933744,0.655520339,0.588428886,1.816316479,0.681501414,7.414033677,32.68
"725","3","0","1","1","0","0","0","0","0","0","1","0",27.64035599,7.485,0.029810054,921.78,5.018772601,0.032772242,0.02295341,0.020604166,0.063599334,0.023863152,0.259606523,26.52
"669","4","0","1","0","0","0","0","0","0","1","0","0",34.3136,7.43516129,0.048154404,1489.02,10.04423,0.413803,0.037078356,0.033283446,0.102736749,0.03854793,1.62951,25.8
"518","2","0","0","1","0","0","0","0","0","0","0","0",81.74652227,7.372758621,0.088163417,2726.17,14.84305073,0.096924106,0.073,0.02,0.046,0.209,0.767787882,7.06
"246","3","1","0","1","0","0","0","0","0","0","1","0",182.1353,7.294193548,0.13767084,4257.0278,23.17804084,0.151351021,0.106005018,0.094,0.29371882,0.11020645,1.1989327,26.951
"562","2","0","0","0","0","0","0","0","0","0","1","0",24.70778493,7.485,0.026647283,823.9815,4.486293667,0.029295191,0.020518112,0.018418116,0.056851608,0.021331333,0.232062935,0.31
"167","3","0","1","1","0","0","0","0","0","0","1","0",1.021917738,7.761612903,0.001102136,34.08,0.185553788,0.001211654,0.000848632,0.000761776,0.002351391,0.000882267,0.009598158,8.54
"76","1","0","1","1","0","0","0","0","0","0","1","0",26.17851586,7.485,0.028233463,873.029,4.753340304,0.031038987,0.021739453,0.019514455,0.0602357,0.02260108,0.245876481,6.75
"208","4","0","0","1","0","0","0","0","0","0","1","0",1071.289,7.836333333,1.230021486,38034.457,207.0844352,1.352247199,0.947102878,0.850168422,2.624233701,0.984640617,10.71187607,10.492
"232","3","1","0","1","0","0","0","0","0","0","1","0",354.1127,7.377333333,0.244117831,7548.5585,41.09928462,0.268375518,0.187968018,0.321,0.520821991,0.195417994,2.125946564,19.841
"164","3","0","1","1","0","0","0","0","0","0","1","0",0.299858491,7.91483871,0.000323397,10,0.054446534,0.000355532,0.000249012,0.000223526,0.000689962,0.000258881,0.002816361,5.29
"151","3","0","1","0","0","0","0","0","0","0","1","0",9.36186,7.485,0.007840395,242.439,1.319996323,0.008619486,0.006037017,0.005419138,0.016727374,0.00627629,0.068279574,16.574
"580","4","0","0","0","0","0","0","0","0","0","1","0",0.674681605,7.485,0.000727642,22.5,0.122504701,0.000799947,0.000560277,0.000502933,0.001552415,0.000582483,0.006336812,2.616
"38","2","0","0","0","0","0","0","0","0","0","1","0",6.596886804,7.485,0.007114726,220,1.197823746,0.007821707,0.00547826,0.004917569,0.015179168,0.005695387,0.061959942,4.8
"205","4","0","0","1","0","0","0","0","0","0","1","0",367.73,7.570322581,0.167737419,5186.74,28.24000152,0.184405279,0.129155949,0.115937045,0.357865446,0.134274952,1.460773217,5.88
"217","4","0","0","1","0","0","0","0","0","0","1","0",232.244,7.156333333,0.204300447,6317.334,34.39569397,0.224601529,0.157309074,0.141208743,0.435872156,0.163543906,1.7791893,7.545
"360","2","0","0","0","0","0","0","0","0","0","1","0",1.066056908,7.485,0.00114974,35.552,0.193568317,0.001263988,0.000885287,0.000794679,0.002452954,0.000920374,0.010012727,2.03
"175","5","0","1","1","0","0","0","0","0","1","1","0",83.11657572,7.795555556,0.089641016,2771.86,15.09181694,0.098548532,0.069022586,0.061958235,0.191247858,0.071758246,0.780655836,27.68
"396","3","1","0","0","0","0","0","0","0","0","0","0",0.000599717,7.485,6.47e-07,0.02,0.000108893,7.11e-07,4.98e-07,4.47e-07,1.38e-06,5.18e-07,5.63e-06,20.489
"226","3","1","0","1","0","0","0","0","0","0","1","0",252.94,7.511764706,0.194509857,6014.5915,32.74736599,0.21383806,0.149770428,1.13,0.414984069,0.155706471,1.693926083,6.37
"486","3","0","0","0","0","0","0","0","0","1","1","0",297.7073,7.2,0.162749899,5032.517,27.40031074,0.178922155,0.125315614,0.112489763,0.347224642,0.130282408,1.417338453,26.77
"73","1","0","1","1","0","0","0","0","0","0","1","0",12.26112374,7.485,0.013223591,408.897,2.226302437,0.014537603,0.010182018,0.009139905,0.028212347,0.010585575,0.115160156,2.5
"182","5","0","0","1","0","0","0","0","0","1","1","0",106.8140924,7.485,0.115198727,3562.15,19.39467207,0.126645882,0.08870174,0.07962326,0.245774879,0.092217369,1.003230028,1.83
"555","2","0","0","0","0","0","0","0","0","0","1","0",13.90695704,7.485,0.014998618,463.784,2.525143127,0.016489012,0.011548769,0.010366771,0.031999342,0.012006496,0.130618316,9.94
"646","2","0","1","1","0","0","0","0","0","0","1","0",26.0716463,7.485,0.028118204,869.465,4.733935559,0.030912275,0.021650705,0.01943479,0.059989797,0.022508815,0.24487273,8.46
"83","1","0","1","1","0","0","0","0","0","0","1","0",27.10969642,7.485,0.029237739,904.083,4.92241857,0.032143057,0.022512734,0.020208592,0.062378308,0.02340501,0.254622409,7.55
"136","1","0","0","0","0","0","0","0","0","0","1","0",1.2076,6.764193548,0.004462873,138,0.751362168,0.004906344,0.003436363,0.003084657,0.009521478,0.003572561,0.038865782,1.153
"532","3","0","1","0","0","0","0","0","0","0","1","0",34.84355667,7.485,0.037578687,1162,6.326687238,0.041312835,0.028935172,0.025973703,0.080173606,0.030081996,0.327261146,12.77
"433","4","0","0","0","0","0","0","0","0","0","1","0",758.9268481,7.485,0.818500677,25309.5,137.801455,0.899834076,0.630236427,0.565732743,1.746259789,0.655215393,7.128068831,20.82
"47","2","0","0","0","0","0","0","0","0","0","1","0",10.76491983,7.485,0.011609939,359,1.954630567,0.012763604,0.008939524,0.008024578,0.024769642,0.009293835,0.101107359,2.4
"174","5","0","1","1","0","0","0","0","0","1","1","0",158.5456793,7.889354839,0.170991112,5287.35,28.7877881,0.187982287,0.131661257,0.118185939,0.364807155,0.136879555,1.489108625,21.539
"392","5","0","1","0","0","0","0","0","0","0","1","0",208.5001548,7.485,0.224866887,6953.285,37.85822674,0.247211631,0.173145005,0.155423892,0.47975037,0.180007482,1.958296058,3.74
"240","3","1","0","1","0","0","0","0","0","0","1","0",917.15,7.526,0.27781419,8590.51,46.77234939,0.305420243,0.21391384,4.11,0.592712704,0.222392161,2.419397719,32.4
"259","3","0","0","0","0","0","0","0","0","0","1","0",1463.705646,7.464193548,1.578602819,48813.2132,265.7710267,1.735466628,1.215506632,1.091101483,3.367927118,1.263682359,13.74756291,27.356
"571","4","0","0","0","0","0","0","0","0","0","1","0",5.150099571,7.485,0.005554369,171.751,0.935124664,0.0061063,0.004276803,0.003839079,0.01185017,0.004446311,0.048371282,2.614
"690","5","1","0","1","0","0","0","0","0","0","1","0",588.802053,7.75483871,0.767129124,23721,129.152623,0.843357796,0.590680902,0.486115,1.636659296,0.614092113,2.961437,28.92
"634","4","0","1","1","0","0","0","0","0","0","1","0",0.186,7.65740319,0.001,29.191,0.046,0.001,0.00072689,0.001,0.002014069,0.0007557,0.001,9.737
"582","4","0","1","0","0","0","0","0","0","0","1","0",3.719624639,7.485,0.004011606,124.046,0.675387474,0.004410234,0.003088892,0.002772749,0.008558705,0.002,0.034935831,33.07
"247","3","1","0","1","0","0","0","0","0","0","1","0",650.59,7.164827586,0.430325449,13306.43,72.4488992,0.473086357,0.331345815,0.57,0.91809335,0.344478467,3.747571028,17.35
"422","1","0","0","0","0","0","0","0","0","0","1","0",1.241414153,7.485,0.001338862,41.4,0.22540865,0.001471903,0.001030909,0.000925397,0.002856443,0.001071768,0.011659734,3.589
"216","4","0","0","1","0","0","0","0","0","0","1","0",142.79,7.536451613,0.150607423,4657.05,25.35602307,0.165573096,0.115966043,0.104097105,0.321318839,0.120562273,1.311593392,6.671
"708","4","0","1","0","0","0","0","0","0","0","1","0",5.583365104,7.485,0.006021645,186.2,1.013794461,0.006620008,0.0046366,0.004162051,0.012847096,0.004820368,0.052440642,31.253
"671","4","0","1","0","0","0","0","0","0","1","0","0",20.049686,7.742258065,0.020259328,626.45453,3.94994,0.065346,0.015599457,0.014002878,0.043222994,0.016217731,0.032144,27.6
"120","3","0","1","0","0","0","0","0","0","1","1","0",1954.739481,8.466774194,2.108181563,65188.732,354.9300506,2.317668956,1.623276381,1.457136654,4.497775989,1.687613768,18.35950014,21.05
"601","4","1","1","1","0","0","0","0","0","1","1","0",0.337310817,7.511290323,0.000363789,11.249,0.061246906,0.000399938,0.000280113,0.000251444,0.000776138,0.000291215,0.003168124,32.374
"475","3","0","0","0","0","0","0","0","0","1","1","0",190.539,7.327666667,0.174049927,5381.934,29.30276519,0.191345053,0.13401651,0.120300136,0.371333094,0.139328157,1.515746893,13.96
"109","2","1","0","1","0","0","0","0","0","0","1","0",4.03732471,7.485,0.004354244,134.641,0.733073577,0.00478692,0.00335272,0.003009574,0.00928972,0.003485602,0.037919766,2.98
"364","2","0","0","0","0","0","0","0","0","0","1","0",0.771352984,7.485,0.000831902,25.7239,0.140057719,0.000914567,0.000640555,0.000574996,0.001774852,0.000665943,0.007244779,6.153
"480","3","0","0","0","0","0","0","0","0","1","1","0",245.4326,7.430740741,0.179798043,5559.676,30.27050878,0.197664352,0.138442496,0.124273129,0.383596619,0.143929564,1.565805457,13.27
"278","4","0","0","0","0","0","0","0","0","0","1","0",537.825,7.485,0.148830391,4602.101,25.05684481,0.163619483,0.114597748,0.102868852,0.317527566,0.119139747,1.29611777,32.28
"142","3","0","1","0","0","0","0","0","0","0","1","0",12.597352,7.485,0.019548006,604.459185,3.29107075,0.021490467,0.015051747,0.013511225,0.041705398,0.015648312,0.170237526,2.38
"448","2","1","0","0","0","0","0","0","0","1","1","0",4.087970809,7.485,0.004408866,136.33,0.742269597,0.00484697,0.003394778,0.003047328,0.009406254,0.003529328,0.038395449,2.34
"291","2","0","0","0","0","0","0","0","0","0","1","0",0.032645594,7.485,3.52e-05,1.0887,0.005927594,3.87e-05,2.71e-05,2.43e-05,7.51e-05,2.82e-05,0.000306617,19.067
"93","3","0","1","0","0","0","0","0","0","1","1","0",31.264,8.069032258,0.010449689,323.123,1.685,0.011488061,0.008046144,0.007222634,0.022294265,0.008365047,0.974,8.107
"274","4","0","0","0","0","0","0","0","0","0","1","0",385.204,7.485,0.166803288,5157.855,28.08273271,0.183378324,0.128436678,0.115291391,0.35587249,0.133527173,1.452638158,19.54
"105","2","1","0","1","0","0","0","0","0","0","1","0",15.133948,7.485,0.016321924,504.703,2.747932899,0.017943814,0.0125677,0.011281417,0.034822598,0.013065812,0.142142584,8.759
"720","3","0","1","1","0","0","0","0","0","0","1","0",23.71640778,7.485,0.025578086,790.92,4.306285259,0.028119748,0.019694842,0.017679106,0.054570489,0.020475432,0.222751623,9.62
"241","3","1","0","1","0","0","0","0","0","0","1","0",364.3538,7.517741935,0.301576329,9325.2777,50.77290483,0.331543596,0.232210423,0.9233,0.643408897,0.241413915,2.626334828,20.588
"421","1","0","0","0","0","0","0","0","0","0","1","0",14.6355562,7.485,0.01578441,488.0821,2.65743786,0.017352887,0.01215382,0.010909896,0.033675819,0.012635528,0.137461538,5.071
"670","4","0","1","0","0","0","0","0","0","1","0","0",2.4699,7.570666667,0.106400075,3290.08,0.042275,0.00193,0.081926876,0.073541792,0.227003078,0.085173988,0.019501,26.8
"390","5","0","1","0","0","0","0","0","0","0","1","0",141.6413967,7.485,0.152759886,4723.608,25.71840831,0.167939447,0.117623415,0.105584848,0.325911089,0.122285334,1.330338527,1
"363","2","0","0","0","0","0","0","0","0","0","1","0",0.744017884,7.485,0.000802421,24.8123,0.135094373,0.000882157,0.000617856,0.000554619,0.001711955,0.000642344,0.006988039,5.41
"255","1","1","0","0","0","0","0","0","0","0","1","0",0.931390459,7.485,0.001004502,31.061,0.169116379,0.001104318,0.000773456,0.000694294,0.002143092,0.000804111,0.008747899,1.72
"462","4","0","1","1","0","0","0","0","0","0","1","0",409.922039,7.485,0.442099877,13670.5163,74.4312229,0.486030795,0.340411994,0.305571374,0.943213928,0.353903977,3.850110873,9.18
"549","2","0","0","0","0","0","0","0","0","0","1","0",2.130314664,7.485,0.002297539,71.044,0.386809955,0.002525843,0.001769079,0.001588017,0.004901767,0.001839196,0.020008555,11.14
"180","5","0","0","1","0","0","0","0","0","1","1","0",132.6409042,7.485,0.143052878,4423.45,24.08415203,0.157267866,0.110149127,0.098875541,0.305201322,0.114514808,1.245803199,2.73
